,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1697605965,-1.1347656,0.12792969,-0.05859375,38.5,22.9375,4.9375
1,1697606005,-0.89941406,0.04296875,-0.16113281,52.5625,33.71875,12.28125
2,1697606045,-0.9785156,0.103515625,0.06640625,35.78125,33.59375,17.15625
3,1697606085,-1.0742188,-0.115234375,-0.00390625,-0.59375,7.0,11.90625
4,1697606125,-1.0996094,0.0029296875,0.1796875,8.3125,-1.4375,0.90625
5,1697606165,-1.1171875,0.017578125,0.32714844,-34.4375,-31.9375,-7.875
6,1697606205,-0.99121094,0.021484375,0.19238281,-143.5625,-61.3125,-32.28125
7,1697606245,-1.0615234,0.017578125,0.0029296875,-85.375,-48.5,-34.59375
8,1697606285,-0.9482422,0.12597656,-0.125,-10.875,-54.21875,-15.1875
9,1697606325,-0.9941406,-0.08691406,0.0234375,-37.84375,-17.3125,-12.75
10,1697606365,-1.0166016,0.0029296875,0.029296875,-8.46875,-0.09375,-22.59375
11,1697606405,-0.9951172,0.20410156,0.1640625,-0.78125,-26.09375,-20.8125
12,1697606445,-0.78027344,0.08300781,-0.10546875,17.34375,-12.1875,8.3125
13,1697606485,-1.0,-0.15234375,0.21484375,42.53125,-8.75,15.4375
14,1697606525,-0.6074219,0.0087890625,-0.53808594,-53.46875,45.8125,-3.25
15,1697606565,-1.5185547,0.234375,0.2548828,74.28125,57.03125,22.8125
16,1697606605,-1.0029297,-0.034179688,0.1875,-30.625,18.78125,23.0625
17,1697606645,-0.93066406,-0.07910156,0.03515625,-33.875,9.0625,5.78125
18,1697606685,-0.9980469,-0.12890625,0.05078125,-6.03125,21.03125,0.84375
19,1697606725,-1.0400391,-0.08496094,0.036132812,-33.03125,17.3125,-3.46875
20,1697606765,-0.99316406,-0.091796875,0.053710938,5.875,7.53125,-8.3125
21,1697606805,-0.98046875,0.048828125,0.0048828125,-19.46875,9.96875,-8.1875
22,1697606845,-0.9814453,0.07421875,-0.0029296875,-13.3125,7.53125,-3.46875
23,1697606885,-1.0146484,-0.033203125,0.029296875,-25.875,3.6875,-4.34375
24,1697606925,-0.96875,0.0087890625,-0.059570312,-0.59375,4.625,-7.25
25,1697606965,-0.95410156,0.052734375,0.03515625,-31.75,-10.03125,0.375
26,1697607005,-1.0,-0.056640625,-0.091796875,-13.5,-7.71875,1.03125
27,1697607045,-1.0976562,-0.23144531,-0.0107421875,42.65625,-9.4375,22.21875
28,1697607085,-1.0761719,-0.375,-0.12402344,100.71875,-0.09375,12.5625
29,1697607125,-0.9453125,0.045898438,-0.01953125,92.84375,14.625,0.84375
30,1697607165,-0.96972656,0.020507812,0.140625,27.96875,9.3125,5.1875
31,1697607205,-0.9394531,-0.017578125,-0.15527344,2.1875,4.96875,-2.9375
32,1697607245,-1.078125,0.091796875,0.018554688,-12.4375,8.46875,3.96875
33,1697607285,-0.94140625,-0.14160156,-0.07519531,69.9375,15.0,16.78125
34,1697607325,-0.9814453,-0.0068359375,0.041015625,31.875,7.34375,10.3125
35,1697607365,-0.9785156,-0.026367188,-0.068359375,6.15625,11.25,-1.65625
36,1697607405,-1.0371094,0.025390625,0.12597656,35.65625,9.90625,4.6875
37,1697607445,-1.0380859,-0.068359375,0.047851562,25.40625,1.6875,3.96875
38,1697607485,-1.0712891,-0.0078125,0.18847656,-0.78125,-7.21875,-6.71875
39,1697607525,-1.03125,0.12890625,0.21484375,-47.53125,-29.4375,-17.09375
40,1697607565,-1.1367188,0.0068359375,0.1015625,-95.8125,-45.9375,-24.84375
41,1697607605,-1.0322266,0.05859375,-0.07714844,-104.625,-33.0,-42.3125
42,1697607645,-1.0605469,0.12207031,0.13476562,-74.875,-46.09375,-28.75
43,1697607685,-0.9394531,0.0859375,-0.15527344,-23.375,-44.59375,-15.875
44,1697607725,-0.9003906,-0.07421875,-0.13671875,-24.40625,-26.8125,-15.625
45,1697607765,-0.8408203,-0.10058594,-0.08886719,34.375,2.40625,-5.125
46,1697607805,-0.9736328,0.16015625,0.45410156,49.375,-3.5625,13.25
47,1697607845,-0.28125,-0.12402344,-0.7089844,-58.15625,52.9375,10.875
48,1697607885,-1.9931641,0.4267578,0.0146484375,125.1875,61.3125,41.625
49,1697607925,-0.76171875,-0.3076172,0.14355469,58.90625,33.71875,34.40625
50,1697607965,-0.9453125,0.02734375,0.123046875,-60.78125,16.6875,11.46875
51,1697608005,-1.0419922,-0.12011719,-0.041992188,4.40625,15.0625,3.46875
52,1697608045,-1.0048828,-0.0078125,-0.020507812,-11.53125,20.3125,1.03125
53,1697608085,-1.0351562,-0.0390625,0.06933594,-31.0625,12.90625,-5.9375
54,1697608125,-0.9658203,0.07519531,0.041992188,-8.65625,-0.46875,-3.59375
55,1697608165,-1.0380859,-0.09082031,-0.18066406,14.21875,-3.625,1.53125
56,1697608205,-1.0087891,-0.029296875,-0.005859375,-3.0625,-1.375,-3.65625
57,1697608245,-0.9970703,0.025390625,-0.053710938,33.03125,3.4375,9.59375
58,1697608285,-1.0605469,-0.19726562,-0.037109375,19.40625,-7.03125,6.40625
59,1697608325,-1.0302734,-0.29296875,-0.08691406,50.90625,-6.0,4.875
