timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1664566027853,-0.58203125,-0.119140625,-0.1875,-47.1875,-1.59375,-45.5,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566027893,-0.6777344,-0.015625,-0.35351562,-30.71875,27.21875,-25.21875,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566027933,-0.7402344,0.016601562,-0.24414062,-47.6875,-5.3125,-16.625,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566027973,-0.7763671999999999,-0.07324219,-0.19335938,-56.09375,-6.3125,-6.125,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028013,-0.9863280999999999,-0.083984375,-0.22265625,-52.03125,-11.1875,5.59375,-62.6875,19.6875,-146.875,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028055,-1.2587891000000002,-0.10058594,-0.33984375,-72.09375,-28.40625,-5.25,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028093,-1.4550781000000002,-0.45996094,-0.10546875,-38.46875,-29.375,-15.46875,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028133,-1.2060547,-0.2626953,-0.39941406,41.71875,-4.34375,-15.40625,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028173,-0.7998046999999999,0.25683594,-0.734375,106.96875,16.46875,-38.34375,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028213,-0.87109375,0.57128906,-0.82421875,59.125,-0.4375,-29.375,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028253,-1.046875,0.37890625,-0.5341796999999999,-20.65625,-46.78125,-42.625,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028293,-1.0263672,-0.123046875,-0.42578125,-59.84375,-29.0,-27.65625,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028333,-0.9736328000000002,-0.40722656,-0.18457031,-19.78125,-43.71875,12.0625,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028373,-0.71777344,-0.12792969,-0.16113281,37.65625,-42.125,48.15625,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028413,-0.5654296999999999,0.06738281,-0.15820312,84.28125,-6.0625,89.71875,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028453,-0.49023438,0.15234375,-0.19726562,47.84375,-29.4375,68.40625,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028494,-0.63964844,0.15820312,-0.001953125,80.96875,-27.53125,61.375,-62.375,22.6875,-140.125,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028533,-0.79589844,0.08496094,0.029296875,44.84375,-24.25,38.6875,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028573,-1.0908203,-0.026367188,-0.06933594,36.125,10.84375,7.75,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028614,-1.2861328,0.055664062,-0.041015625,25.6875,4.0,-14.53125,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028654,-1.4482422,0.41796875,-0.5019531,22.625,22.25,-10.28125,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028693,-1.40625,0.15722656,-0.5878906,-38.34375,33.75,31.1875,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028733,-0.328125,-0.06640625,-0.53515625,-18.3125,-6.78125,4.4375,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028773,-0.92285156,-0.14160156,-0.41992188,38.5,17.125,-11.84375,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028813,-0.921875,0.31835938,-0.61816406,56.6875,75.125,-6.4375,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028853,-0.6748046999999999,0.47851562,-0.34179688,-6.84375,30.875,-34.25,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028893,-0.57714844,-0.0390625,-0.20703125,-50.1875,1.6875,-67.09375,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028934,-0.6347656,-0.015625,-0.34375,-27.34375,43.6875,-40.78125,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566028974,-0.7763671999999999,0.032226562,-0.25976562,-80.59375,-7.9375,-20.40625,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566029013,-0.7714844,-0.041015625,-0.19726562,-67.09375,0.59375,9.03125,-62.875,20.125,-146.4375,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566029055,-0.8876953000000002,-0.0107421875,-0.23730469,-74.78125,3.40625,-1.96875,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566029093,-1.2685547,-0.36621094,-0.13085938,-67.53125,-28.03125,-16.8125,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566029133,-1.3271483999999998,-0.60546875,-0.14746094,3.21875,-16.9375,-4.15625,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566029173,-1.0976562,0.0029296875,-0.84472656,130.0625,26.90625,-6.25,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566029213,-0.71972656,0.5498046999999999,-0.91015625,98.0,4.1875,-38.28125,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566029253,-1.1738281000000002,0.7597656,-0.72753906,5.125,-44.21875,-45.5,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566029293,-1.1894531000000002,0.12109375,-0.5527344,-77.03125,-21.875,-53.71875,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
1664566029333,-1.0039062,-0.34472656,-0.29882812,-50.84375,-15.75,10.40625,0.0,0.0,0.0,Thingy,Walking at normal speed,1,s1912558,,Thingy_s1912558_Walking at normal speed_30-09-2022_20-27-44
