timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,recording_id
1695640941070,-0.9921875,0.06640625,0.099609375,-0.09375,-0.6875,0.0,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941093,-0.9951172,0.06542969,0.08691406,0.0625,-0.5625,-0.0625,-77.375,17.3125,-181.25,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941138,-0.99609375,0.07128906,0.09765625,-0.59375,-0.625,-0.0625,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941161,-0.9921875,0.059570312,0.087890625,-0.96875,-0.5625,0.0625,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941205,-1.0009766,0.060546875,0.095703125,-1.03125,-0.5625,-0.0625,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941250,-1.0029297,0.06542969,0.09082031,-1.28125,-0.75,0.125,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941297,-0.99316406,0.060546875,0.09375,-1.15625,-0.625,0.0,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941342,-0.9970703,0.060546875,0.103515625,-0.71875,-0.625,-0.1875,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941363,-1.0,0.0625,0.08496094,-0.53125,-0.625,0.0,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941407,-0.9980469,0.061523438,0.09472656,-0.15625,-0.6875,0.0625,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941453,-0.9863281,0.0625,0.09375,-0.65625,-0.375,0.0625,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941498,-0.99121094,0.07128906,0.0859375,-0.90625,0.0625,0.125,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941521,-0.9863281,0.068359375,0.10546875,-1.09375,0.125,0.1875,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941587,-0.9873047,0.06542969,0.095703125,-1.3125,0.34375,0.1875,-77.6875,16.25,-180.5,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941611,-0.99121094,0.06542969,0.09375,-1.21875,0.53125,0.1875,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941655,-0.9824219,0.06542969,0.09667969,-0.84375,0.53125,0.65625,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941701,-1.0009766,0.055664062,0.1015625,-0.40625,0.1875,0.40625,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941722,-0.9941406,0.06738281,0.08886719,-0.28125,0.1875,0.28125,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941768,-0.9902344,0.06542969,0.09472656,-0.28125,-0.125,0.34375,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941836,-0.9980469,0.061523438,0.091796875,0.1875,0.0625,0.28125,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941858,-0.9921875,0.06542969,0.10058594,0.125,-0.125,0.125,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941881,-1.0058594,0.06542969,0.09082031,-0.09375,0.0625,0.0625,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941926,-1.0,0.061523438,0.10546875,-0.09375,0.0,0.125,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640941970,-0.9892578,0.06738281,0.07910156,-0.28125,-0.1875,0.28125,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942015,-0.9892578,0.068359375,0.09277344,0.0,-0.0625,0.1875,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942039,-0.9863281,0.068359375,0.10644531,0.125,0.0,0.125,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942083,-0.9941406,0.06933594,0.09277344,-0.03125,0.0625,0.40625,-75.4375,17.125,-181.375,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942129,-0.99121094,0.068359375,0.091796875,-0.15625,0.1875,0.125,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942173,-0.9892578,0.072265625,0.10644531,-0.53125,0.21875,0.0625,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942218,-0.9980469,0.07128906,0.103515625,-0.59375,0.34375,0.28125,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942240,-0.9941406,0.068359375,0.103515625,-0.59375,0.59375,0.34375,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942285,-0.9921875,0.06933594,0.091796875,-0.09375,0.1875,0.40625,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942330,-0.99316406,0.06738281,0.09765625,-0.09375,0.125,0.34375,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942377,-0.9902344,0.06640625,0.09667969,0.0,0.0625,0.53125,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942397,-0.99316406,0.06933594,0.08691406,0.125,0.125,0.28125,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942445,-0.9951172,0.060546875,0.09277344,-0.09375,0.34375,0.40625,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942487,-0.99316406,0.0703125,0.09277344,-0.09375,0.53125,0.65625,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
1695640942532,-0.9873047,0.07128906,0.08984375,-0.09375,0.46875,0.59375,0.0,0.0,0.0,Thingy_s1975761_Standing_Normal_25-09-2023_12-23-01
