timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,recording_id
1695643660827,-0.9589844,-0.0009765625,0.3046875,-19.6875,-71.8125,-16.1875,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643660870,-0.7910156,0.01953125,0.5859375,34.03125,-79.78125,-16.625,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643660963,-0.9951172,-0.111328125,0.5888672,29.6875,-87.375,-1.90625,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643660966,-0.79296875,0.044921875,0.4892578,15.46875,-34.75,13.0625,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643660983,-0.6455078,0.01953125,0.4765625,-23.53125,7.4375,11.53125,-74.125,20.875,-195.0625,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661031,-0.53515625,0.022460938,0.39941406,-47.40625,38.78125,2.5,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661074,-0.55859375,0.022460938,0.29296875,-45.875,42.09375,-0.4375,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661119,-0.58496094,-0.09082031,0.265625,-18.21875,36.84375,0.90625,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661141,-0.78515625,0.03515625,0.39453125,-16.3125,39.78125,-9.90625,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661186,-0.7392578,0.041015625,0.2890625,-10.15625,8.71875,-7.75,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661232,-0.72265625,-0.01171875,0.31054688,-10.78125,10.34375,-2.625,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661276,-1.0449219,0.25976562,0.4814453,0.59375,24.5625,-15.8125,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661300,-1.2421875,-0.22070312,0.28222656,-32.3125,-39.625,-9.03125,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661344,-1.3486328,0.20996094,0.22363281,38.25,-21.4375,3.21875,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661388,-1.6396484,0.00390625,0.13574219,25.78125,-14.625,2.6875,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661436,-0.8486328,-0.10839844,0.31933594,-21.9375,7.46875,-24.1875,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661479,-1.2587891,-0.16503906,0.34570312,-17.90625,56.25,-17.78125,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661501,-1.0175781,-0.095703125,0.22851562,-5.78125,45.9375,5.0,-73.0625,20.4375,-198.5,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661546,-0.73535156,-0.08886719,0.16210938,22.125,28.46875,19.28125,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
1695643661592,-0.74902344,-0.10546875,0.359375,10.46875,25.0,5.375,0.0,0.0,0.0,Thingy_s1975761_Descending stairs_Normal_25-09-2023_13-08-21
