timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,subject_id,notes,recording_id,ind
1695642642170,-0.013183594,0.02557373,-0.9883423,-0.984375,0.828125,0.390625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,22
1695642642210,-0.026123047,0.026062012,-1.03302,5.28125,-12.6875,-1.03125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,23
1695642642250,0.07006836,0.08001709,-0.9019165,11.578125,-34.890625,-6.3125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,24
1695642642290,0.05883789,0.016540527,-0.9649048,-3.578125,-3.421875,-1.75,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,25
1695642642330,0.061767578,0.042907715,-0.9727173,-1.546875,3.421875,1.1875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,26
1695642642370,0.0625,0.044128418,-0.97247314,-0.796875,9.34375,2.453125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,27
1695642642410,0.030517578,0.04534912,-0.98516846,-2.5625,18.765625,2.109375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,28
1695642642450,0.0056152344,0.038513184,-1.0056763,-4.765625,12.296875,1.0,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,29
1695642642490,0.0009765625,0.028503418,-0.99224854,-1.703125,3.65625,0.40625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,30
1695642642530,0.00048828125,0.0368042,-0.98760986,-2.203125,3.53125,0.65625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,31
1695642642570,-0.00048828125,0.031433105,-0.9976196,-1.640625,3.0625,0.703125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,32
1695642642610,-0.0031738281,0.03314209,-0.9902954,-1.546875,0.578125,0.59375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,33
1695642642650,-0.020263672,0.026062012,-1.0332642,4.234375,-13.296875,-0.875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,34
1695642642690,0.07421875,0.022888184,-0.8909302,10.953125,-28.828125,-3.984375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,35
1695642642730,0.060302734,0.043640137,-0.97052,-3.0,-4.46875,-2.796875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,36
1695642642770,0.060791016,0.04534912,-0.97003174,-2.375,2.109375,1.109375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,37
1695642642810,0.059814453,0.0446167,-0.9751587,-0.640625,6.140625,1.984375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,38
1695642642850,0.045166016,0.043640137,-0.975647,-0.1875,14.65625,2.015625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,39
1695642642890,0.016845703,0.046569824,-1.0083618,-4.03125,15.15625,1.546875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,40
1695642642930,0.0036621094,0.03704834,-0.9920044,-2.40625,4.03125,0.609375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,41
1695642642970,0.008300781,0.04144287,-0.99102783,-1.625,3.5,0.78125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,42
1695642643010,0.0029296875,0.029724121,-0.987854,-2.015625,3.625,0.609375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,43
1695642643050,-0.0026855469,0.034362793,-0.9927368,-0.890625,0.328125,0.484375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,44
1695642643090,-0.0036621094,0.03338623,-1.0383911,5.34375,-17.359375,-1.1875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,45
1695642643130,0.041015625,0.07196045,-0.9963989,8.296875,-15.59375,-2.4375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,46
1695642643170,0.064453125,0.0028686523,-0.97369385,-3.109375,-3.28125,-1.71875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,47
1695642643210,0.064941406,0.04486084,-0.97442627,-1.203125,1.796875,0.875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,48
1695642643250,0.061767578,0.040222168,-0.9746704,0.453125,6.109375,1.875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,49
1695642643290,0.045898438,0.051940918,-0.9800415,0.421875,13.765625,2.0625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,50
1695642643330,0.021972656,0.042175293,-1.0025024,-3.796875,15.34375,1.34375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,51
1695642643370,0.01171875,0.046813965,-0.9924927,-2.375,5.59375,0.625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,52
1695642643410,0.010498047,0.039245605,-0.98443604,-1.09375,2.703125,0.40625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,53
1695642643450,0.0007324219,0.036071777,-0.9920044,-2.0,2.78125,0.78125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,54
1695642643490,-0.0024414062,0.03289795,-0.9981079,-1.625,-1.515625,0.5,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,55
1695642643530,0.013916016,0.043884277,-1.0291138,6.875,-28.03125,-1.8125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,56
1695642643570,0.061279297,0.07171631,-0.9812622,-3.140625,-10.640625,-4.09375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,57
1695642643610,0.06347656,0.03265381,-0.97735596,-1.84375,0.40625,0.453125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,58
1695642643650,0.061767578,0.0446167,-0.9841919,-0.59375,3.109375,1.640625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,59
1695642643690,0.07055664,0.059020996,-0.9746704,2.078125,7.203125,2.578125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,60
1695642643730,0.038085938,0.051208496,-0.99298096,-0.375,11.953125,1.234375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,61
1695642643770,0.030029297,0.04559326,-0.99346924,-1.5625,7.4375,0.796875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,62
1695642643810,0.02368164,0.04437256,-0.98809814,-2.546875,5.34375,0.78125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,63
1695642643850,0.017089844,0.03778076,-0.98394775,-2.84375,5.3125,0.578125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,64
1695642643890,0.007080078,0.039978027,-0.9976196,-2.59375,2.859375,0.796875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,65
1695642643930,0.0053710938,0.03656006,-0.9973755,-1.421875,-1.484375,0.5625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,66
1695642643970,0.0061035156,0.040222168,-1.0256958,4.03125,-20.03125,-0.921875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,67
1695642644010,0.05444336,0.038513184,-0.9505005,1.515625,-11.40625,-2.203125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,68
1695642644050,0.057861328,0.042663574,-0.97784424,-1.34375,-0.609375,0.015625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,69
1695642644090,0.060058594,0.04071045,-0.98321533,-0.125,2.78125,0.796875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,70
1695642644130,0.05859375,0.04119873,-0.9763794,0.515625,6.3125,1.390625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,71
1695642644170,0.049560547,0.04827881,-0.9829712,-0.265625,13.53125,1.28125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,72
1695642644210,0.01586914,0.047058105,-1.0037231,-1.90625,8.90625,0.9375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,73
1695642644250,0.024169922,0.0446167,-0.9837036,-2.3125,4.328125,0.640625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,74
1695642644290,0.008300781,0.04168701,-0.98565674,-2.046875,5.359375,0.65625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,75
1695642644330,0.005859375,0.03753662,-0.99420166,-1.84375,2.828125,0.5625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,76
1695642644370,0.0024414062,0.032409668,-0.99591064,-0.796875,-1.421875,0.296875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,77
1695642644410,0.017822266,0.030456543,-1.0178833,5.609375,-18.46875,-1.046875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,78
1695642644450,0.05126953,0.04510498,-0.98516846,0.546875,-11.90625,-2.140625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,79
1695642644490,0.056396484,0.042663574,-0.97735596,-1.4375,-1.6875,0.03125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,80
1695642644530,0.06591797,0.043395996,-0.9771118,-0.453125,2.484375,0.828125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,81
1695642644570,0.057373047,0.046813965,-0.97369385,1.1875,6.453125,1.3125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,82
1695642644610,0.047851562,0.04827881,-0.9780884,0.265625,13.78125,1.375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,83
1695642644650,0.018310547,0.043640137,-1.0027466,-3.59375,11.5,1.109375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,84
1695642644690,0.011962891,0.041931152,-0.991272,-2.25,4.484375,0.484375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,85
1695642644730,0.012939453,0.039733887,-0.9885864,-2.375,5.0625,1.0,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,86
1695642644770,0.010009766,0.0368042,-0.9973755,-2.953125,2.578125,0.53125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,87
1695642644810,0.0021972656,0.034851074,-1.0083618,-1.234375,-5.796875,0.296875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,88
1695642644850,0.036621094,0.0368042,-0.9898071,5.65625,-22.328125,-1.21875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,89
1695642644890,0.049072266,0.048034668,-0.97613525,2.84375,-4.40625,-0.21875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,90
1695642644930,0.048583984,0.042419434,-0.991272,-1.140625,-0.234375,0.265625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,91
1695642644970,0.05493164,0.045837402,-0.98760986,-0.421875,1.1875,0.421875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,92
1695642645010,0.05493164,0.047790527,-0.9817505,0.25,4.390625,1.078125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,93
1695642645050,0.041992188,0.04046631,-0.9841919,-0.21875,11.484375,1.28125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,94
1695642645090,0.022705078,0.04168701,-0.99835205,-2.984375,10.875,0.890625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,95
1695642645130,0.015380859,0.042419434,-0.99346924,-2.40625,4.734375,0.578125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,96
1695642645170,0.013427734,0.038024902,-0.98394775,-2.25,4.890625,0.734375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,97
1695642645210,0.0007324219,0.035827637,-0.99713135,-2.09375,2.0625,0.5,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,98
1695642645250,0.006591797,0.034362793,-0.99053955,-0.65625,-0.765625,0.484375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,99
1695642645290,0.008056641,0.034362793,-0.99176025,2.375,-6.34375,-0.234375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,100
1695642645330,0.026123047,0.039245605,-0.9834595,3.3125,-9.984375,-0.421875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,101
1695642645370,0.040283203,0.04534912,-0.98101807,1.765625,-4.84375,0.125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,102
1695642645410,0.042236328,0.0446167,-0.98565674,-0.34375,-1.875,0.21875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,103
1695642645450,0.045654297,0.043640137,-0.9837036,-0.40625,2.171875,0.421875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,104
1695642645490,0.036376953,0.04901123,-0.9824829,-1.0625,8.5,0.671875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,105
1695642645530,0.01977539,0.039489746,-0.99884033,-2.765625,9.296875,0.703125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,106
1695642645570,0.011230469,0.043884277,-0.99176025,-1.6875,4.84375,0.421875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,107
1695642645610,0.0146484375,0.04144287,-0.9846802,-1.5,3.46875,0.625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,108
1695642645650,0.008544922,0.039001465,-0.9968872,-2.15625,4.015625,0.59375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,109
1695642645690,0.0007324219,0.042663574,-0.9939575,-2.015625,1.359375,0.578125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,110
1695642645730,0.0061035156,0.040222168,-1.0203247,1.453125,-9.421875,0.140625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,111
1695642645770,0.06201172,0.051452637,-0.9446411,4.84375,-21.4375,-1.8125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,112
1695642645810,0.051757812,0.038757324,-0.97662354,-0.765625,-2.921875,-0.1875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,113
1695642645850,0.056884766,0.04046631,-0.9776001,0.28125,2.484375,0.484375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,114
1695642645890,0.043945312,0.043640137,-0.9871216,0.453125,6.703125,1.015625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,115
1695642645930,0.037353516,0.042907715,-0.9871216,-1.59375,10.4375,1.171875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,116
1695642645970,0.02319336,0.048034668,-0.9932251,-3.046875,9.90625,0.84375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,117
1695642646010,0.012939453,0.039001465,-0.9937134,-2.296875,4.46875,0.5625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,118
1695642646050,0.014160156,0.040222168,-0.9890747,-1.296875,3.65625,0.578125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,119
1695642646090,0.008544922,0.03387451,-0.9939575,-2.59375,3.6875,0.90625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,120
1695642646130,0.0009765625,0.02923584,-0.991272,-1.53125,-0.34375,0.484375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,121
1695642646170,0.0024414062,0.03778076,-1.0205688,1.46875,-11.453125,-0.140625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,122
1695642646210,0.06958008,0.055358887,-0.9702759,3.546875,-19.75,-1.515625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,123
1695642646250,0.05883789,0.035583496,-0.98028564,-2.265625,-4.21875,-0.078125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,124
1695642646290,0.06298828,0.039978027,-0.97784424,-1.1875,0.046875,0.484375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,125
1695642646330,0.060058594,0.034851074,-0.9771118,-0.28125,2.265625,0.75,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,126
1695642646370,0.05517578,0.03363037,-0.98101807,0.78125,6.03125,1.34375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,127
1695642646410,0.042236328,0.042907715,-0.9854126,1.015625,10.5,1.21875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,128
1695642646450,0.026855469,0.04534912,-0.9976196,-1.28125,8.28125,0.34375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,129
1695642646490,0.024658203,0.04046631,-0.9849243,-2.234375,5.546875,0.4375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,130
1695642646530,0.01953125,0.03265381,-0.9963989,-2.703125,3.734375,0.421875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,131
1695642646570,0.016845703,0.028259277,-0.9949341,-1.359375,1.109375,0.5,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,132
1695642646610,0.011230469,0.0368042,-1.00177,-0.421875,-5.9375,0.203125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,133
1695642646650,0.044921875,0.03387451,-0.9817505,3.03125,-19.4375,-1.171875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,134
1695642646690,0.060546875,0.02947998,-0.960022,-0.03125,-5.15625,-1.34375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,135
1695642646730,0.05908203,0.04046631,-0.9780884,-1.140625,1.015625,0.21875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,136
1695642646770,0.05883789,0.03656006,-0.9807739,0.265625,3.203125,0.984375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,137
1695642646810,0.05444336,0.040222168,-0.9776001,0.921875,5.25,1.375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,138
1695642646850,0.045410156,0.04437256,-0.9819946,0.625,9.875,0.9375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,139
1695642646890,0.029541016,0.046325684,-0.99713135,-0.59375,8.328125,0.5,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,140
1695642646930,0.02758789,0.04486084,-0.9890747,-1.671875,5.328125,0.65625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,141
1695642646970,0.016113281,0.03729248,-0.9920044,-2.6875,5.15625,0.546875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,142
1695642647010,0.0107421875,0.038024902,-0.9949341,-1.890625,3.1875,0.765625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,143
1695642647050,0.0126953125,0.038269043,-1.0061646,-1.828125,-3.234375,0.265625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-51-21,144
