timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,recording_id
1695641012010,-0.7675781,-0.029846191,-0.6760864,-1.0625,-0.1875,-0.109375,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012043,-0.7595215,-0.028869629,-0.6868286,-1.109375,-0.5625,-0.125,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012110,-0.7536621,-0.020080566,-0.6934204,-2.28125,0.140625,-0.125,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012121,-0.76049805,-0.027404785,-0.69610596,-0.984375,-0.125,-0.125,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012189,-0.7583008,-0.02935791,-0.68170166,-0.984375,-0.03125,-0.3125,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012200,-0.7548828,-0.030090332,-0.6880493,-1.0,0.375,-0.359375,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012258,-0.7607422,-0.023498535,-0.6885376,-0.75,0.3125,-0.296875,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012323,-0.7548828,-0.025939941,-0.6838989,-1.109375,-0.15625,-0.34375,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012325,-0.75805664,-0.02520752,-0.7053833,-0.9375,-0.125,0.015625,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012369,-0.74975586,-0.028869629,-0.68951416,-1.234375,0.125,0.109375,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012403,-0.7541504,-0.030334473,-0.68756104,-0.46875,0.21875,0.03125,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012459,-0.76220703,-0.031555176,-0.68878174,-0.734375,0.34375,0.125,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012482,-0.74975586,-0.028625488,-0.69610596,-0.484375,-0.21875,0.234375,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012528,-0.7558594,-0.028625488,-0.69415283,-0.53125,0.640625,0.453125,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012559,-0.7561035,-0.026184082,-0.6914673,-0.484375,0.734375,0.484375,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012605,-0.75390625,-0.028625488,-0.69122314,-0.203125,0.4375,0.15625,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012639,-0.7512207,-0.02960205,-0.69659424,-0.1875,0.578125,0.3125,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012684,-0.7565918,-0.022521973,-0.6929321,-0.21875,0.8125,0.421875,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012730,-0.75805664,-0.03253174,-0.68756104,-0.03125,0.421875,0.375,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012763,-0.75756836,-0.026184082,-0.6983032,-0.046875,0.796875,0.5625,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012797,-0.7519531,-0.029846191,-0.6956177,-0.03125,1.015625,0.4375,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012841,-0.75561523,-0.023986816,-0.69415283,0.15625,0.9375,0.328125,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012899,-0.7595215,-0.019592285,-0.6890259,0.15625,1.078125,0.515625,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012920,-0.75878906,-0.022766113,-0.68951416,0.3125,1.296875,0.6875,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641012977,-0.7548828,-0.023254395,-0.6914673,0.46875,1.59375,0.703125,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641013001,-0.7583008,-0.020568848,-0.69488525,0.078125,1.28125,0.453125,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641013055,-0.7739258,-0.020812988,-0.6824341,0.78125,1.0625,0.734375,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641013079,-0.7585449,-0.02520752,-0.69659424,-0.4375,1.734375,0.984375,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641013135,-0.7390137,-0.02911377,-0.66656494,1.734375,2.625,0.625,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641013156,-0.7714844,-0.016418457,-0.69073486,0.46875,2.125,0.71875,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641013202,-0.7663574,-0.015930176,-0.67681885,-0.203125,2.015625,0.78125,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641013235,-0.75683594,-0.026184082,-0.6878052,0.140625,1.75,0.9375,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641013291,-0.76049805,-0.03375244,-0.6724243,0.453125,2.296875,0.875,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641013315,-0.7624512,-0.024475098,-0.68756104,-0.109375,1.203125,0.65625,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641013358,-0.7685547,-0.020324707,-0.68463135,-0.34375,1.28125,0.703125,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641013393,-0.7602539,-0.016906738,-0.6819458,0.3125,1.34375,0.46875,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
1695641013437,-0.7636719,-0.030578613,-0.6758423,0.109375,1.015625,0.59375,Respeck_s1975761_Lying down on left_Normal_25-09-2023_12-24-12
