timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,subject_id,notes,recording_id
1695641263788,0.083984375,-0.58984375,0.82714844,-0.03125,-0.3125,-0.0625,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641263828,0.087890625,-0.60253906,0.82128906,-0.09375,-0.0625,-0.125,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641263868,0.0859375,-0.5888672,0.8222656,0.03125,-0.0625,0.0625,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641263908,0.087890625,-0.58691406,0.8183594,-0.03125,-0.0625,0.1875,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641263948,0.083984375,-0.60058594,0.8095703,-0.09375,-0.0625,0.0,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641263988,0.08984375,-0.5878906,0.8105469,0.03125,0.0,-0.0625,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641264028,0.091796875,-0.59472656,0.8154297,-0.03125,-0.0625,0.0625,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641264068,0.091796875,-0.58984375,0.8105469,0.03125,-0.0625,-0.0625,-41.6875,-1.75,-154.125,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641264108,0.08886719,-0.5908203,0.8232422,0.03125,0.0,0.125,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641264148,0.08203125,-0.59277344,0.8144531,0.03125,0.0,0.125,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641264188,0.08984375,-0.5957031,0.80859375,0.09375,0.0625,0.0,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641264228,0.080078125,-0.5957031,0.8125,0.03125,-0.0625,0.0625,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641264268,0.087890625,-0.5859375,0.8125,0.03125,-0.0625,-0.0625,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641264308,0.07910156,-0.5830078,0.80566406,0.15625,0.21875,-0.21875,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
1695641264348,0.09082031,-0.58691406,0.8144531,0.125,-0.03125,-0.21875,0.0,0.0,0.0,Thingy,Lying down back,s1975761,,Thingy_s1975761_Lying down on back_25-09-2023_12-28-24
