timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,recording_id
1695641263788,0.083984375,-0.58984375,0.82714844,-0.03125,-0.3125,-0.0625,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641263833,0.087890625,-0.60253906,0.82128906,-0.09375,-0.0625,-0.125,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641263857,0.0859375,-0.5888672,0.8222656,0.03125,-0.0625,0.0625,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641263900,0.087890625,-0.58691406,0.8183594,-0.03125,-0.0625,0.1875,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641263946,0.083984375,-0.60058594,0.8095703,-0.09375,-0.0625,0.0,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641263992,0.08984375,-0.5878906,0.8105469,0.03125,0.0,-0.0625,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264013,0.091796875,-0.59472656,0.8154297,-0.03125,-0.0625,0.0625,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264059,0.091796875,-0.58984375,0.8105469,0.03125,-0.0625,-0.0625,-41.6875,-1.75,-154.125,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264103,0.08886719,-0.5908203,0.8232422,0.03125,0.0,0.125,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264148,0.08203125,-0.59277344,0.8144531,0.03125,0.0,0.125,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264193,0.08984375,-0.5957031,0.80859375,0.09375,0.0625,0.0,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264215,0.080078125,-0.5957031,0.8125,0.03125,-0.0625,0.0625,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264262,0.087890625,-0.5859375,0.8125,0.03125,-0.0625,-0.0625,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264305,0.07910156,-0.5830078,0.80566406,0.15625,0.21875,-0.21875,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264350,0.09082031,-0.58691406,0.8144531,0.125,-0.03125,-0.21875,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264374,0.07910156,-0.6015625,0.8144531,0.0625,0.03125,-0.09375,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264417,0.08886719,-0.5917969,0.8076172,0.0,0.09375,-0.21875,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264463,0.078125,-0.59375,0.8222656,0.125,-0.09375,-0.28125,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264509,0.09472656,-0.59277344,0.8261719,0.125,-0.28125,-0.46875,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264531,0.08203125,-0.5878906,0.81152344,0.15625,0.40625,-0.28125,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264576,0.080078125,-0.5966797,0.8154297,0.125,0.09375,-0.21875,-41.6875,-2.9375,-154.125,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264620,0.08886719,-0.59472656,0.80566406,0.0625,-0.15625,-0.21875,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264665,0.08984375,-0.6044922,0.81933594,0.125,-0.15625,-0.34375,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264712,0.08691406,-0.59375,0.8232422,0.0,-0.09375,-0.28125,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
1695641264733,0.09082031,-0.5986328,0.8095703,0.21875,0.15625,-0.09375,0.0,0.0,0.0,Thingy_s1975761_Lying down back_Normal_25-09-2023_12-28-24
