timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,recording_id
1695642250996,0.0690918,0.047058105,-0.98223877,-0.546875,1.640625,0.375,Respeck_s1975761_Lying down on stomach_Talking_25-09-2023_12-44-51
1695642251039,0.07104492,0.046813965,-0.98443604,-0.203125,1.828125,0.53125,Respeck_s1975761_Lying down on stomach_Talking_25-09-2023_12-44-51
1695642251083,0.06567383,0.050720215,-0.9837036,-0.203125,1.640625,0.65625,Respeck_s1975761_Lying down on stomach_Talking_25-09-2023_12-44-51
1695642251131,0.0625,0.043151855,-0.9859009,-0.578125,1.015625,0.453125,Respeck_s1975761_Lying down on stomach_Talking_25-09-2023_12-44-51
1695642251163,0.060791016,0.04901123,-0.9873657,-0.640625,0.921875,0.265625,Respeck_s1975761_Lying down on stomach_Talking_25-09-2023_12-44-51
1695642251196,0.064941406,0.05340576,-0.9837036,-0.5,0.640625,0.34375,Respeck_s1975761_Lying down on stomach_Talking_25-09-2023_12-44-51
1695642251242,0.06542969,0.050231934,-0.98394775,-0.609375,0.9375,0.34375,Respeck_s1975761_Lying down on stomach_Talking_25-09-2023_12-44-51
1695642251275,0.07421875,0.0524292,-0.9841919,-0.78125,0.703125,0.234375,Respeck_s1975761_Lying down on stomach_Talking_25-09-2023_12-44-51
1695642251320,0.06591797,0.04534912,-0.9805298,-0.375,0.46875,0.296875,Respeck_s1975761_Lying down on stomach_Talking_25-09-2023_12-44-51
1695642251354,0.06274414,0.047546387,-0.98443604,-0.109375,1.125,0.09375,Respeck_s1975761_Lying down on stomach_Talking_25-09-2023_12-44-51
1695642251399,0.06665039,0.04852295,-0.98516846,-0.171875,1.0625,0.46875,Respeck_s1975761_Lying down on stomach_Talking_25-09-2023_12-44-51
1695642251455,0.06665039,0.054626465,-0.98272705,-0.21875,1.484375,0.375,Respeck_s1975761_Lying down on stomach_Talking_25-09-2023_12-44-51
1695642251479,0.05883789,0.049987793,-0.9854126,-0.375,0.625,0.28125,Respeck_s1975761_Lying down on stomach_Talking_25-09-2023_12-44-51
