timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,subject_id,notes,recording_id
1695642762318,-0.11206055,-0.9817505,-0.09210205,-2.21875,0.734375,-0.984375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762358,-0.10888672,-1.0037231,-0.0881958,-0.640625,-1.328125,-1.140625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762398,-0.11450195,-0.9883423,-0.06866455,-0.859375,-0.828125,-1.078125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762438,-0.13549805,-0.987854,-0.08453369,-1.640625,-1.375,-0.96875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762478,-0.12451172,-0.9817505,-0.078430176,-2.6875,-2.21875,-0.859375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762518,-0.11816406,-0.98321533,-0.08258057,-2.234375,-1.421875,-0.484375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762558,-0.12768555,-0.9795532,-0.06817627,-2.953125,-1.671875,-0.140625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762598,-0.11230469,-0.98028564,-0.06964111,-1.921875,-3.515625,0.171875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762638,-0.123535156,-0.9939575,-0.06817627,-1.890625,-0.65625,0.125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762678,-0.13110352,-1.003479,-0.094055176,-2.015625,-0.609375,0.5,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762718,-0.118652344,-1.0042114,-0.06085205,1.515625,2.125,1.3125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762758,-0.1171875,-1.0037231,-0.089416504,0.125,2.875,1.59375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762798,-0.114990234,-0.9939575,-0.07354736,2.90625,1.921875,1.453125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762838,-0.12182617,-0.9819946,-0.05206299,-0.046875,3.28125,1.375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762878,-0.13330078,-0.99224854,-0.06500244,-1.03125,1.875,1.015625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762918,-0.110839844,-0.9998169,-0.074279785,-0.859375,-0.03125,0.875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762958,-0.11694336,-0.9976196,-0.07232666,-0.875,0.96875,0.671875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642762998,-0.11767578,-0.9963989,-0.070129395,-1.375,1.109375,0.90625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642763038,-0.11279297,-0.98443604,-0.07305908,-0.484375,0.140625,0.5625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642763078,-0.11303711,-0.98565674,-0.06939697,-1.03125,1.0625,0.390625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642763118,-0.114990234,-0.9937134,-0.07110596,-0.9375,0.96875,0.078125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642763158,-0.11328125,-0.9963989,-0.070129395,-0.984375,1.359375,0.109375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642763198,-0.11035156,-0.99786377,-0.06939697,-0.4375,1.484375,0.125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
1695642763238,-0.119384766,-0.98931885,-0.070617676,-0.84375,2.171875,0.078125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-53-23
