timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,subject_id,notes,recording_id
1695642250996,0.0690918,0.047058105,-0.98223877,-0.546875,1.640625,0.375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251036,0.07104492,0.046813965,-0.98443604,-0.203125,1.828125,0.53125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251076,0.06567383,0.050720215,-0.9837036,-0.203125,1.640625,0.65625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251116,0.0625,0.043151855,-0.9859009,-0.578125,1.015625,0.453125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251156,0.060791016,0.04901123,-0.9873657,-0.640625,0.921875,0.265625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251196,0.064941406,0.05340576,-0.9837036,-0.5,0.640625,0.34375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251236,0.06542969,0.050231934,-0.98394775,-0.609375,0.9375,0.34375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251276,0.07421875,0.0524292,-0.9841919,-0.78125,0.703125,0.234375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251316,0.06591797,0.04534912,-0.9805298,-0.375,0.46875,0.296875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251356,0.06274414,0.047546387,-0.98443604,-0.109375,1.125,0.09375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251396,0.06665039,0.04852295,-0.98516846,-0.171875,1.0625,0.46875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251436,0.06665039,0.054626465,-0.98272705,-0.21875,1.484375,0.375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251476,0.05883789,0.049987793,-0.9854126,-0.375,0.625,0.28125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251516,0.06542969,0.05340576,-0.9837036,-0.265625,0.796875,0.15625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251556,0.064941406,0.0524292,-0.98687744,-0.515625,0.6875,0.28125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251596,0.06347656,0.05340576,-0.98223877,-0.703125,0.796875,0.15625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251636,0.06567383,0.053894043,-0.9800415,-0.671875,0.53125,0.25,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251676,0.06542969,0.054626465,-0.9793091,-0.453125,0.625,0.515625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251716,0.06347656,0.049743652,-0.9824829,-0.453125,1.015625,0.234375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251756,0.06689453,0.047302246,-0.9837036,-0.578125,0.734375,0.21875,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251796,0.06738281,0.05316162,-0.9866333,-0.59375,0.921875,0.28125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251836,0.06518555,0.050231934,-0.98516846,-0.296875,1.0,0.28125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251876,0.06298828,0.04876709,-0.9819946,-0.390625,0.8125,0.3125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251916,0.064941406,0.051452637,-0.9883423,-0.546875,0.953125,0.203125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251956,0.064208984,0.051208496,-0.98809814,-0.5,0.9375,0.34375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642251996,0.060546875,0.058532715,-0.98565674,-0.46875,0.671875,0.25,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642252036,0.060302734,0.047546387,-0.98321533,-0.65625,0.703125,0.28125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642252076,0.05859375,0.051452637,-0.98809814,-0.4375,0.765625,0.203125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642252116,0.067871094,0.050476074,-0.98516846,-0.453125,0.84375,0.390625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642252156,0.06274414,0.050720215,-0.98516846,-0.46875,0.765625,0.484375,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642252196,0.0690918,0.050231934,-0.9854126,-0.421875,0.75,0.40625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642252236,0.057861328,0.04559326,-0.98394775,-0.671875,0.859375,0.3125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642252276,0.068359375,0.04901123,-0.97979736,-0.640625,0.671875,0.390625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642252316,0.063964844,0.05340576,-0.98150635,-0.453125,0.765625,0.265625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642252356,0.06738281,0.04827881,-0.98687744,-0.296875,0.890625,0.15625,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
1695642252396,0.06640625,0.054138184,-0.98394775,-0.546875,0.5625,0.3125,Respeck,Lying down on stomach,s1975761,,Respeck_s1975761_Lying down on stomach_25-09-2023_12-44-51
