timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,subject_id,notes,recording_id
1695644088865,-1.1357422,-0.24414062,0.13085938,-58.8125,-16.71875,8.59375,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644088905,-1.234375,-0.40039062,-0.12207031,8.21875,-60.0625,-28.75,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644088945,-0.7998047,0.06738281,0.12890625,55.5,-105.53125,-39.75,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644088985,-1.4316406,-0.036132812,-0.1171875,91.40625,-125.96875,-39.4375,-67.5,25.6875,-215.625,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644089025,-1.6484375,0.22363281,0.0703125,38.71875,-177.0625,-4.65625,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644089065,-1.6992188,0.16796875,0.4814453,14.5625,-242.59375,5.4375,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644089105,-1.6181641,-0.2529297,0.48046875,20.09375,-191.09375,-5.6875,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644089145,-0.984375,0.040039062,0.64746094,75.59375,-92.28125,-21.5625,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644089185,-0.50683594,-0.15039062,0.55371094,86.03125,32.59375,-19.65625,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644089225,0.1328125,-0.14648438,0.46191406,56.375,63.71875,13.96875,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644089265,0.060546875,-0.1953125,0.046875,19.5625,31.5,42.15625,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644089305,0.20703125,0.5205078,-0.31152344,-102.625,63.3125,-14.84375,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644089345,-0.73046875,-0.4326172,0.43359375,-26.71875,37.5625,-31.0,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644089385,-1.9990234,0.8408203,-1.0263672,-201.15625,-149.46875,-31.875,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644089425,-0.16210938,-0.16308594,0.5576172,22.625,-121.375,-8.375,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644089465,-1.6337891,0.021484375,-0.19628906,-103.65625,51.09375,-21.96875,-73.8125,18.3125,-190.5625,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
1695644089505,-1.1621094,-0.25195312,0.8515625,36.59375,74.71875,-12.15625,0.0,0.0,0.0,Thingy,Running,s1975761,,Thingy_s1975761_Running_25-09-2023_13-15-29
