timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,recording_id
1695643565608,-0.9970703,0.016601562,0.09375,5.40625,1.0,-2.75,0.0,0.0,0.0,Thingy_s1975761_Ascending stairs_Normal_25-09-2023_13-06-46
1695643565651,-1.0146484,0.036132812,0.11328125,3.375,0.40625,-3.125,0.0,0.0,0.0,Thingy_s1975761_Ascending stairs_Normal_25-09-2023_13-06-46
1695643565673,-0.9794922,0.048828125,0.087890625,-2.78125,1.1875,-3.625,0.0,0.0,0.0,Thingy_s1975761_Ascending stairs_Normal_25-09-2023_13-06-46
1695643565718,-1.046875,0.048828125,0.115234375,-2.59375,7.84375,-7.59375,0.0,0.0,0.0,Thingy_s1975761_Ascending stairs_Normal_25-09-2023_13-06-46
1695643565762,-1.0068359,-0.037109375,0.17285156,-10.90625,1.8125,-13.25,0.0,0.0,0.0,Thingy_s1975761_Ascending stairs_Normal_25-09-2023_13-06-46
1695643565809,-1.0048828,0.0087890625,0.14648438,-10.21875,3.34375,-17.46875,0.0,0.0,0.0,Thingy_s1975761_Ascending stairs_Normal_25-09-2023_13-06-46
1695643565832,-1.0058594,-0.020507812,0.13183594,-9.78125,6.5,-24.1875,0.0,0.0,0.0,Thingy_s1975761_Ascending stairs_Normal_25-09-2023_13-06-46
1695643565875,-0.9785156,-0.061523438,0.15820312,-10.65625,9.875,-27.65625,0.0,0.0,0.0,Thingy_s1975761_Ascending stairs_Normal_25-09-2023_13-06-46
1695643565922,-0.94628906,-0.07714844,0.19140625,-6.375,9.1875,-20.9375,0.0,0.0,0.0,Thingy_s1975761_Ascending stairs_Normal_25-09-2023_13-06-46
1695643565968,-0.90722656,-0.09082031,0.21679688,-8.5,11.6875,-10.3125,0.0,0.0,0.0,Thingy_s1975761_Ascending stairs_Normal_25-09-2023_13-06-46
1695643566011,-0.94140625,-0.12695312,0.24414062,-3.09375,8.09375,-0.6875,-71.25,32.5625,-187.125,Thingy_s1975761_Ascending stairs_Normal_25-09-2023_13-06-46
1695643566037,-0.8808594,-0.115234375,0.31640625,0.9375,9.125,3.53125,0.0,0.0,0.0,Thingy_s1975761_Ascending stairs_Normal_25-09-2023_13-06-46
1695643566078,-0.9589844,-0.11425781,0.29589844,9.3125,0.15625,10.1875,0.0,0.0,0.0,Thingy_s1975761_Ascending stairs_Normal_25-09-2023_13-06-46
