timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,subject_id,notes,recording_id
1695643899408,-0.91796875,-0.040039062,0.125,0.28125,49.21875,-7.9375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899448,-0.9609375,-0.036132812,0.19140625,-6.1875,46.21875,-12.9375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899488,-0.8486328,-0.00390625,0.125,-23.28125,52.3125,-6.59375,-72.625,18.9375,-207.625,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899528,-0.8652344,-0.0234375,0.14550781,-17.1875,59.15625,11.34375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899568,-0.9248047,-0.0234375,0.16894531,-24.25,65.375,25.4375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899608,-0.97753906,-0.064453125,0.13183594,-39.34375,47.8125,27.34375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899648,-1.0546875,-0.28710938,0.11328125,-44.96875,26.875,17.4375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899688,-1.140625,-0.3046875,0.1015625,-31.40625,18.875,-0.1875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899728,-1.3955078,-0.23046875,-0.04296875,-17.71875,-2.78125,-29.78125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899768,-1.4482422,0.21679688,-0.37304688,16.6875,-48.6875,-69.875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899808,-1.0068359,0.5107422,-0.14355469,31.53125,-96.53125,-47.125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899848,-1.4433594,0.10449219,0.23144531,11.125,-115.15625,-33.6875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899888,-1.0644531,0.13867188,-0.06738281,-30.0625,-120.34375,0.59375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899928,-1.1044922,-0.0859375,0.20800781,12.25,-130.25,9.46875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643899968,-0.6982422,-0.103515625,0.29003906,18.28125,-102.09375,-1.03125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900008,-0.7988281,-0.030273438,0.23828125,35.375,-72.5,-19.34375,-72.75,18.0625,-195.625,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900048,-0.56152344,0.076171875,0.21191406,32.5,-41.125,-22.78125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900088,-0.5029297,0.0087890625,0.22363281,17.4375,1.71875,2.625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900128,-0.44140625,-0.048828125,0.34277344,26.75,48.0,13.96875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900168,-0.5361328,-0.11328125,0.53125,36.96875,89.125,15.75,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900208,-1.0126953,-0.1171875,0.5654297,56.25,75.5,-13.75,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900248,-1.4169922,0.01171875,0.41308594,3.625,35.46875,-18.0,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900288,-1.4638672,-0.08300781,0.9296875,20.28125,-20.8125,1.46875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900328,-1.2373047,-0.14746094,0.50097656,1.625,-29.15625,1.21875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900368,-1.6171875,0.32714844,0.1328125,-0.71875,-37.84375,41.6875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900408,-0.35058594,0.24023438,0.13964844,-62.34375,-30.75,24.65625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900448,-1.1142578,-0.17871094,0.06738281,-24.15625,5.875,22.6875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900488,-0.8105469,0.051757812,0.119140625,-17.96875,52.375,4.625,-73.9375,19.25,-195.8125,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900528,-1.0439453,0.12792969,0.15722656,8.09375,52.6875,-8.1875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900568,-0.9716797,0.032226562,0.10058594,-29.5625,59.75,-19.15625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900608,-0.8378906,-0.13183594,0.11621094,-32.375,67.9375,-7.03125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900648,-0.8701172,-0.034179688,0.06933594,-27.4375,59.75,-9.84375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900688,-0.7939453,-0.033203125,0.12695312,-45.6875,61.28125,-7.5625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900728,-0.70703125,0.0126953125,0.08203125,-34.28125,62.15625,0.71875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900768,-0.88378906,0.034179688,0.13867188,-14.8125,69.28125,21.40625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900808,-1.0009766,-0.17285156,0.091796875,-27.9375,53.90625,37.90625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900848,-1.1376953,-0.17089844,0.12792969,-28.28125,38.71875,22.21875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900888,-1.1474609,-0.14160156,0.18554688,-23.71875,22.90625,1.15625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900928,-1.3876953,-0.14453125,0.16015625,-30.25,11.5,-4.8125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643900968,-1.3808594,-0.3173828,-0.3232422,-8.34375,-34.15625,-30.28125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901008,-0.95410156,0.091796875,-0.31640625,72.15625,-76.15625,-59.5,-66.75,22.5625,-214.5625,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901048,-1.5595703,0.29882812,0.047851562,95.1875,-114.125,-35.53125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901088,-1.2138672,0.15429688,0.07519531,-35.5625,-116.25,-34.375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901128,-1.0839844,-0.14355469,0.080078125,14.125,-127.5625,15.375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901168,-0.76464844,-0.12011719,0.1953125,34.34375,-118.34375,2.625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901208,-0.7060547,-0.046875,0.12890625,58.3125,-101.84375,-7.34375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901248,-0.62597656,0.01953125,0.20507812,64.1875,-75.0625,-18.625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901288,-0.43847656,0.13085938,0.21875,38.53125,-16.28125,-5.8125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901328,-0.4873047,0.056640625,0.2890625,23.40625,43.90625,13.1875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901368,-0.55859375,0.055664062,0.5683594,21.9375,75.375,23.375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901408,-0.86621094,-0.052734375,0.60253906,15.21875,90.59375,-8.5625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901448,-1.2626953,-0.21679688,0.6328125,4.125,22.78125,-7.28125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901488,-1.5810547,-0.28125,0.8935547,18.28125,-32.71875,-2.5625,-72.125,17.125,-197.625,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901528,-1.8681641,0.53222656,0.234375,-35.1875,-64.625,8.78125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901568,-0.4482422,0.14550781,0.3232422,-25.0625,-30.03125,2.75,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901608,-1.0253906,0.30371094,0.20898438,-25.53125,-16.40625,40.71875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901648,-0.95996094,-0.15527344,-0.033203125,-64.25,44.75,4.5,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901688,-1.0654297,0.048828125,0.16601562,2.03125,60.1875,-0.3125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901728,-0.90625,0.08300781,0.1484375,-5.71875,73.75,-22.21875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901768,-0.77441406,-0.0087890625,0.08300781,-14.0,73.8125,-11.0625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901808,-0.8876953,-0.05078125,0.13378906,-14.375,67.75,-1.71875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901848,-0.7402344,-0.08300781,0.29785156,-11.5625,63.5625,-6.71875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901888,-0.7988281,-0.06640625,0.17578125,-23.53125,64.28125,10.625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901928,-0.82910156,-0.055664062,0.28808594,-9.8125,72.28125,18.3125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643901968,-0.9238281,-0.15820312,0.1484375,-34.09375,56.84375,28.8125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643902008,-1.0761719,-0.23828125,-0.013671875,-28.28125,39.3125,18.4375,-69.125,21.1875,-212.3125,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643902048,-1.1660156,-0.16699219,0.21191406,-13.65625,44.3125,-3.0625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643902088,-1.3242188,-0.14355469,0.20996094,-28.40625,31.8125,-11.78125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643902128,-1.3964844,-0.2529297,-0.24609375,-8.6875,-13.0,-32.78125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643902168,-1.0849609,0.07714844,-0.42382812,61.25,-80.875,-56.15625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643902208,-1.3720703,0.46484375,0.15527344,112.6875,-109.125,-36.6875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643902248,-1.2060547,0.26464844,0.083984375,-48.125,-117.375,-35.21875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
1695643902288,-1.0615234,-0.03125,0.030273438,24.0,-121.375,18.0,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-12-19
