timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,recording_id
1695641060458,-0.053710938,0.9375,0.29589844,1.15625,0.46875,0.25,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060478,-0.046875,0.921875,0.32421875,0.21875,0.3125,0.3125,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060522,-0.0546875,0.9199219,0.30566406,0.09375,0.3125,0.15625,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060548,-0.059570312,0.94921875,0.2919922,-0.125,-0.6875,0.1875,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060590,-0.045898438,0.9277344,0.30664062,-0.875,-0.75,0.15625,-48.125,46.8125,-185.4375,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060636,-0.055664062,0.9160156,0.32128906,-1.34375,0.0,0.25,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060682,-0.05859375,0.92578125,0.32910156,-0.3125,-0.0625,0.4375,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060725,-0.059570312,0.9326172,0.31347656,-0.5625,-0.6875,0.4375,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060748,-0.049804688,0.9238281,0.32128906,-0.8125,-0.8125,0.1875,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060794,-0.051757812,0.921875,0.31640625,-0.25,-0.25,0.3125,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060837,-0.047851562,0.9277344,0.3095703,0.15625,0.1875,0.1875,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060883,-0.038085938,0.9267578,0.31347656,0.09375,-0.1875,0.1875,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060906,-0.049804688,0.92089844,0.3173828,0.09375,-0.125,0.15625,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060950,-0.047851562,0.9238281,0.31445312,0.90625,0.1875,0.15625,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641060995,-0.037109375,0.9277344,0.31347656,1.15625,0.3125,0.25,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061041,-0.04296875,0.92285156,0.3154297,0.96875,0.0,0.375,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061085,-0.049804688,0.921875,0.3095703,1.15625,0.125,0.5,-49.8125,46.5625,-185.625,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061108,-0.053710938,0.93652344,0.3076172,1.15625,0.125,0.6875,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061153,-0.046875,0.9248047,0.31640625,0.78125,0.0,0.9375,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061199,-0.046875,0.9277344,0.31445312,0.46875,0.0625,0.5625,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061243,-0.05078125,0.9394531,0.31640625,-0.3125,-0.125,0.03125,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061265,-0.047851562,0.9355469,0.3076172,-0.625,-0.8125,0.09375,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061310,-0.05078125,0.92285156,0.30078125,-1.28125,-0.875,0.1875,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061355,-0.041015625,0.9296875,0.296875,-1.71875,-0.8125,0.3125,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061401,-0.049804688,0.92578125,0.32226562,-1.46875,-0.6875,0.375,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061447,-0.038085938,0.92578125,0.3125,-1.46875,-0.75,0.375,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061468,-0.046875,0.9121094,0.328125,-0.875,-0.75,0.25,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061514,-0.052734375,0.92285156,0.3203125,-0.6875,-0.875,0.375,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061558,-0.046875,0.91308594,0.3232422,-0.3125,-0.625,0.3125,0.0,0.0,0.0,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
1695641061602,-0.032226562,0.92578125,0.31835938,-0.0625,-0.125,0.25,-49.375,46.25,-183.9375,Thingy_s1975761_Lying down on left_Normal_25-09-2023_12-25-01
