timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,subject_id,notes,recording_id
1695643047253,-0.19946289,-0.98101807,0.10662842,-1.6875,0.46875,-0.25,Respeck,Sitting,s1975761,,Respeck_s1975761_Sitting_25-09-2023_12-58-06
1695643047293,-0.20996094,-1.0044556,0.12908936,-0.265625,-1.21875,1.125,Respeck,Sitting,s1975761,,Respeck_s1975761_Sitting_25-09-2023_12-58-06
1695643047333,-0.203125,-0.9849243,0.11907959,-2.046875,0.390625,1.390625,Respeck,Sitting,s1975761,,Respeck_s1975761_Sitting_25-09-2023_12-58-06
1695643047373,-0.18603516,-0.9656372,0.08905029,-1.625,0.078125,0.375,Respeck,Sitting,s1975761,,Respeck_s1975761_Sitting_25-09-2023_12-58-06
1695643047413,-0.16723633,-0.97442627,0.1005249,0.875,1.78125,-1.125,Respeck,Sitting,s1975761,,Respeck_s1975761_Sitting_25-09-2023_12-58-06
1695643047453,-0.1730957,-0.99102783,0.13031006,1.84375,3.0,0.359375,Respeck,Sitting,s1975761,,Respeck_s1975761_Sitting_25-09-2023_12-58-06
1695643047493,-0.1850586,-0.97125244,0.09295654,2.859375,4.75,2.359375,Respeck,Sitting,s1975761,,Respeck_s1975761_Sitting_25-09-2023_12-58-06
1695643047533,-0.1381836,-1.0061646,0.08807373,2.140625,-0.875,5.5,Respeck,Sitting,s1975761,,Respeck_s1975761_Sitting_25-09-2023_12-58-06
1695643047573,-0.18066406,-1.0210571,0.038757324,8.796875,4.171875,3.21875,Respeck,Sitting,s1975761,,Respeck_s1975761_Sitting_25-09-2023_12-58-06
1695643047613,-0.22265625,-0.9421997,0.08734131,6.390625,15.828125,-0.15625,Respeck,Sitting,s1975761,,Respeck_s1975761_Sitting_25-09-2023_12-58-06
1695643047653,-0.20385742,-1.0349731,0.13519287,8.625,5.671875,1.53125,Respeck,Sitting,s1975761,,Respeck_s1975761_Sitting_25-09-2023_12-58-06
1695643047693,-0.1484375,-0.95928955,0.07489014,3.3125,5.1875,1.71875,Respeck,Sitting,s1975761,,Respeck_s1975761_Sitting_25-09-2023_12-58-06
1695643047733,-0.16235352,-0.97906494,0.06439209,3.484375,2.609375,1.359375,Respeck,Sitting,s1975761,,Respeck_s1975761_Sitting_25-09-2023_12-58-06
