timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,subject_id,notes,recording_id
1695644165100,-0.95996094,0.13378906,0.19238281,1.25,-14.46875,2.6875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165140,-0.9628906,0.19140625,0.22558594,7.34375,-21.46875,3.15625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165180,-0.94921875,0.17480469,0.28125,-2.65625,-26.65625,5.5,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165220,-0.9316406,0.15722656,0.3017578,0.8125,-29.71875,5.375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165260,-1.0058594,0.119140625,0.33789062,6.4375,-33.5625,3.84375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165300,-0.8876953,0.12402344,0.3330078,7.15625,-29.90625,-4.21875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165340,-0.8925781,0.16992188,0.359375,10.71875,-21.59375,-5.3125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165380,-0.8496094,0.15136719,0.32421875,5.9375,-9.8125,-8.1875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165420,-0.8652344,0.12988281,0.41015625,-4.96875,-2.5,-12.6875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165460,-0.87109375,0.16699219,0.3466797,7.53125,-4.5,-15.09375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165500,-0.8515625,0.13964844,0.41503906,11.375,5.3125,-16.53125,-70.9375,10.8125,-173.625,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165540,-0.92578125,0.21972656,0.3623047,-2.0625,19.25,-17.8125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165580,-0.97265625,0.2548828,0.37402344,11.75,9.40625,-10.625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165620,-1.0263672,0.12695312,0.4111328,14.875,-5.46875,-8.5,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165660,-0.89941406,0.080078125,0.38476562,-2.46875,-1.46875,-12.6875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165700,-0.8808594,0.08496094,0.19824219,13.625,4.71875,-13.375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165740,-1.015625,0.056640625,0.055664062,20.96875,7.6875,-9.21875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165780,-1.0351562,0.040039062,0.296875,19.75,0.9375,-9.71875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165820,-1.0498047,-0.024414062,0.18261719,10.78125,10.6875,-13.625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165860,-1.0019531,0.10449219,0.24609375,0.875,13.0,-13.84375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165900,-0.98046875,0.16699219,0.22070312,-12.3125,16.96875,-16.78125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165940,-0.9394531,0.091796875,0.19238281,-16.875,24.90625,-6.46875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644165980,-0.96191406,0.005859375,0.31445312,-6.3125,17.78125,-2.4375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166020,-0.9746094,-0.044921875,0.15136719,-13.65625,15.28125,-7.875,-69.4375,6.625,-177.625,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166060,-0.98535156,0.038085938,0.17285156,-0.09375,9.21875,-4.8125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166100,-0.9609375,-0.024414062,0.20996094,-10.03125,4.84375,-3.90625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166140,-0.9765625,-0.022460938,0.22851562,-6.875,5.5625,-5.8125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166180,-0.9628906,-0.0029296875,0.18847656,-13.59375,7.53125,-4.21875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166220,-0.9814453,0.0107421875,0.20898438,-9.625,10.375,-2.1875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166260,-0.9794922,-0.022460938,0.15820312,-10.90625,7.625,0.71875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166300,-0.984375,-0.001953125,0.19824219,-8.09375,10.8125,0.84375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166340,-0.9951172,-0.047851562,0.19238281,-12.0,8.3125,4.28125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166380,-0.9707031,-0.0107421875,0.22753906,-8.53125,10.5,5.625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166420,-0.9873047,-0.03515625,0.21777344,-14.9375,9.59375,9.46875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166460,-0.9951172,-0.021484375,0.203125,-10.84375,12.34375,12.9375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166500,-0.93652344,0.0087890625,0.16308594,2.09375,5.5625,11.65625,-72.0,6.9375,-179.4375,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166540,-1.0664062,-0.059570312,0.19921875,7.84375,7.40625,3.90625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166580,-1.0058594,0.1484375,0.026367188,7.59375,1.65625,-0.4375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166620,-1.0058594,0.20800781,-0.068359375,-2.96875,-3.59375,10.375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166660,-1.0634766,0.12695312,0.23535156,-0.09375,-8.34375,7.5625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166700,-1.109375,0.16113281,0.17578125,-20.53125,-12.375,10.25,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166740,-1.0732422,0.13671875,0.17480469,-30.25,-32.15625,5.625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166780,-0.88183594,0.03125,0.20410156,-26.40625,-32.21875,2.3125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166820,-0.9736328,0.076171875,0.15917969,-2.53125,-43.25,14.59375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166860,-0.94921875,0.072265625,0.33984375,12.0625,-47.34375,12.4375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166900,-0.8964844,0.14746094,0.3564453,1.0625,-42.21875,13.84375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166940,-0.92871094,0.10839844,0.3623047,17.78125,-37.65625,10.1875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644166980,-0.8671875,0.11328125,0.3720703,3.3125,-34.53125,1.78125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167020,-0.8779297,0.10449219,0.36523438,2.84375,-24.84375,1.15625,-69.3125,9.1875,-171.375,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167060,-0.85058594,0.15136719,0.37597656,7.90625,-17.09375,1.03125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167100,-0.87597656,0.12109375,0.39453125,13.875,-13.96875,-0.96875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167140,-0.8847656,0.14453125,0.36914062,10.96875,-5.65625,-3.3125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167180,-0.87597656,0.16210938,0.37304688,13.34375,0.4375,-6.03125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167220,-0.91015625,0.140625,0.3935547,13.875,5.5,-8.5625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167260,-0.83691406,0.16015625,0.3779297,14.3125,6.84375,-10.4375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167300,-0.82714844,0.15136719,0.3486328,5.34375,21.0,-11.90625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167340,-0.8671875,0.15039062,0.3642578,1.4375,31.5,-14.09375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167380,-1.0849609,0.24414062,0.34375,8.8125,24.96875,-12.40625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167420,-0.9921875,0.09765625,0.4423828,13.8125,4.40625,-0.625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167460,-1.0380859,0.12207031,0.3515625,-4.5625,11.84375,-1.21875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167500,-0.9794922,-0.048828125,0.24121094,13.53125,-1.875,-3.3125,-68.375,9.0625,-173.625,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167540,-0.9433594,0.17480469,0.15332031,11.75,12.46875,-4.15625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167580,-0.98535156,0.056640625,0.27539062,5.59375,0.125,-5.25,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167620,-0.98046875,0.0546875,0.21679688,-4.96875,0.4375,-11.25,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167660,-1.0029297,0.030273438,0.25,-3.21875,6.40625,-12.28125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167700,-0.99316406,0.06640625,0.23730469,-8.875,17.90625,-10.25,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167740,-0.94433594,0.091796875,0.17871094,-16.6875,23.21875,-11.59375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167780,-0.9794922,0.052734375,0.171875,-11.75,27.40625,-0.25,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167820,-0.97265625,-0.022460938,0.24804688,-6.6875,16.1875,-3.71875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167860,-1.0,0.028320312,0.27246094,-12.25,12.71875,-7.34375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167900,-0.9453125,0.005859375,0.21972656,-13.53125,5.875,-9.15625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167940,-0.9863281,0.0126953125,0.25195312,-5.03125,5.3125,-8.25,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644167980,-0.9921875,0.0126953125,0.2705078,-9.0625,16.5625,-5.25,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168020,-0.9375,0.033203125,0.17480469,-13.34375,14.96875,-0.96875,-71.25,5.125,-178.125,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168060,-0.9580078,0.036132812,0.20898438,-17.5625,8.8125,3.96875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168100,-0.95410156,-0.0048828125,0.17480469,-17.5,2.9375,6.34375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168140,-0.95410156,-0.046875,0.17871094,-17.0625,9.21875,8.96875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168180,-0.98046875,0.015625,0.22363281,-18.46875,11.4375,8.96875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168220,-1.0224609,-0.00390625,0.14648438,-34.21875,13.625,11.90625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168260,-0.9375,-0.052734375,0.14746094,-20.78125,10.6875,15.375,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168300,-1.0097656,-0.053710938,0.14453125,-2.71875,13.1875,10.75,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168340,-1.0009766,0.041992188,0.19042969,-1.25,21.8125,-6.03125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168380,-1.0361328,0.09277344,0.048828125,0.75,19.34375,2.1875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168420,-0.97753906,0.0546875,0.0068359375,7.0,10.625,8.28125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168460,-1.0458984,0.19921875,0.024414062,9.4375,-1.28125,11.03125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168500,-1.0898438,0.19140625,0.16210938,-2.46875,-6.53125,8.34375,-71.5625,8.125,-183.5,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168540,-1.0556641,0.13769531,0.11230469,-7.84375,-13.125,5.5,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168580,-1.0263672,0.12207031,0.13671875,-21.8125,-35.6875,7.6875,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168620,-1.0048828,0.09277344,0.1484375,-16.34375,-50.21875,9.15625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168660,-0.89746094,0.08105469,0.16894531,2.03125,-59.625,4.8125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168700,-0.9375,-0.0009765625,0.44335938,4.3125,-66.9375,1.03125,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168740,-0.9199219,0.111328125,0.28320312,9.71875,-52.28125,3.40625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
1695644168780,-0.9433594,0.09765625,0.35546875,22.96875,-51.5,-0.625,0.0,0.0,0.0,Thingy,Normal walking,s1975761,,Thingy_s1975761_Walking at normal speed_25-09-2023_13-16-45
