timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,recording_id
1695643898808,-0.6689453,0.005859375,0.41503906,2.59375,12.53125,-3.78125,0.0,0.0,0.0,Thingy_s1975761_Normal walking_Normal_25-09-2023_13-12-19
1695643898854,-0.7216797,-0.0087890625,0.44335938,-1.625,36.03125,0.71875,0.0,0.0,0.0,Thingy_s1975761_Normal walking_Normal_25-09-2023_13-12-19
1695643898901,-0.828125,-0.048828125,0.5449219,13.03125,33.75,2.9375,0.0,0.0,0.0,Thingy_s1975761_Normal walking_Normal_25-09-2023_13-12-19
1695643898947,-0.8652344,-0.040039062,0.5625,16.15625,24.0625,3.40625,0.0,0.0,0.0,Thingy_s1975761_Normal walking_Normal_25-09-2023_13-12-19
1695643899057,-0.87597656,-0.0009765625,0.57714844,14.25,13.3125,0.46875,-74.5625,18.8125,-197.75,Thingy_s1975761_Normal walking_Normal_25-09-2023_13-12-19
1695643899061,-0.8886719,0.033203125,0.56933594,20.09375,9.78125,1.65625,0.0,0.0,0.0,Thingy_s1975761_Normal walking_Normal_25-09-2023_13-12-19
1695643899063,-1.0605469,0.07910156,0.63378906,23.78125,-12.0625,6.96875,0.0,0.0,0.0,Thingy_s1975761_Normal walking_Normal_25-09-2023_13-12-19
1695643899102,-1.4589844,0.125,0.3935547,8.21875,-36.3125,4.15625,0.0,0.0,0.0,Thingy_s1975761_Normal walking_Normal_25-09-2023_13-12-19
1695643899146,-0.89746094,0.0126953125,0.45214844,-21.8125,-9.5625,-14.78125,0.0,0.0,0.0,Thingy_s1975761_Normal walking_Normal_25-09-2023_13-12-19
1695643899169,-1.2949219,0.2265625,0.29589844,-20.90625,11.125,20.875,0.0,0.0,0.0,Thingy_s1975761_Normal walking_Normal_25-09-2023_13-12-19
1695643899214,-0.78515625,0.08984375,-0.00390625,-56.625,28.5,5.1875,0.0,0.0,0.0,Thingy_s1975761_Normal walking_Normal_25-09-2023_13-12-19
