timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,recording_id
1695641741988,-0.49853516,-0.42877197,0.809021,-1.546875,-1.328125,-1.0,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742043,-0.50439453,-0.40167236,0.7904663,-1.859375,-1.328125,-0.171875,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742077,-0.5227051,-0.3574829,0.75531006,-0.421875,0.109375,1.8125,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742111,-0.5114746,-0.4006958,0.789978,0.46875,2.90625,3.421875,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742167,-0.56274414,-0.48712158,0.8222046,-1.359375,-2.125,2.015625,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742190,-0.48754883,-0.4031372,0.80023193,-26.296875,-12.125,7.0,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742223,-0.45385742,-0.47198486,0.930603,-34.3125,-13.4375,5.09375,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742268,-0.4296875,-0.2041626,0.7975464,-37.453125,-9.765625,5.890625,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742302,-0.564209,-0.38824463,1.0040894,-18.859375,-5.265625,1.0625,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742348,-0.5913086,-0.39239502,0.89642334,-7.0625,0.65625,-0.53125,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742381,-0.49389648,-0.30474854,0.83587646,-4.109375,-1.5,-0.984375,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742426,-0.52905273,-0.3267212,0.8805542,0.5625,4.359375,-0.171875,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742506,-0.5439453,-0.3279419,0.84954834,1.859375,-3.3125,-2.0,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742507,-0.55371094,-0.32183838,0.7977905,5.703125,4.5,-1.046875,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742539,-0.53271484,-0.2871704,0.8461304,5.453125,3.5625,1.78125,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742584,-0.5078125,-0.27349854,0.8488159,0.390625,3.4375,2.34375,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742619,-0.49804688,-0.34039307,0.87420654,-9.75,-0.203125,3.25,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742662,-0.51049805,-0.2341919,0.668396,-36.6875,-5.828125,3.59375,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
1695641742707,-0.55688477,-0.35577393,1.0292358,-22.78125,3.640625,0.671875,Respeck_s1975761_Lying down back_Coughing_25-09-2023_12-36-22
