timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,recording_id
1695641164091,-0.005859375,-0.61328125,-0.7910156,-0.0625,-0.03125,0.0625,-42.3125,-22.3125,-210.1875,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164134,-0.0009765625,-0.6123047,-0.8046875,-0.0625,-0.09375,-0.125,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164159,-0.0107421875,-0.6152344,-0.7998047,0.0,0.03125,0.0625,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164203,0.001953125,-0.6171875,-0.8095703,-0.0625,-0.03125,-0.0625,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164248,-0.001953125,-0.61621094,-0.8027344,-0.0625,-0.03125,-0.125,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164293,0.0,-0.61035156,-0.8027344,-0.0625,-0.09375,0.0,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164315,-0.005859375,-0.6113281,-0.7988281,-0.0625,-0.03125,0.0,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164362,-0.0009765625,-0.6113281,-0.7988281,0.0,0.03125,0.0,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164405,0.001953125,-0.61035156,-0.7988281,-0.0625,-0.03125,0.0625,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164450,-0.00390625,-0.6123047,-0.8105469,0.0,0.03125,-0.0625,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164497,0.0009765625,-0.6171875,-0.8046875,0.0,0.09375,0.0,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164518,-0.00390625,-0.6123047,-0.8076172,-0.0625,-0.03125,0.0,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164563,-0.001953125,-0.6191406,-0.79589844,0.0625,-0.09375,0.0,-40.9375,-20.375,-210.0625,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164609,0.0,-0.6142578,-0.8125,-0.125,-0.03125,0.0,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164653,0.001953125,-0.6044922,-0.7949219,0.0625,0.03125,0.0,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
1695641164677,0.001953125,-0.60839844,-0.8046875,0.0,0.09375,0.0625,0.0,0.0,0.0,Thingy_s1975761_Lying down right_Normal_25-09-2023_12-26-45
