timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,subject_id,notes,recording_id,ind
1695640946750,-0.9892578,0.072265625,0.10253906,-0.46875,-0.3125,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,142
1695640946790,-0.99902344,0.07128906,0.095703125,-0.59375,-0.25,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,143
1695640946830,-0.9863281,0.06640625,0.099609375,-0.59375,-0.1875,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,144
1695640946870,-0.9873047,0.061523438,0.08105469,-0.40625,0.0,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,145
1695640946910,-0.9970703,0.0703125,0.07324219,-0.09375,-0.0625,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,146
1695640946950,-0.9970703,0.06933594,0.10058594,-0.40625,0.0,0.21875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,147
1695640946990,-0.98828125,0.0703125,0.08496094,-0.15625,-0.0625,0.34375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,148
1695640947030,-0.9951172,0.064453125,0.09472656,-0.53125,-0.125,0.34375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,149
1695640947070,-0.99609375,0.06347656,0.08496094,-0.71875,-0.125,0.46875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,150
1695640947110,-0.99609375,0.06738281,0.087890625,-0.53125,-0.0625,0.21875,-77.25,16.375,-182.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,151
1695640947150,-0.99121094,0.06933594,0.076171875,-0.21875,0.0,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,152
1695640947190,-0.99316406,0.07421875,0.09082031,-0.40625,0.1875,0.40625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,153
1695640947230,-0.98828125,0.07128906,0.09472656,-0.34375,0.21875,0.46875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,154
1695640947270,-0.9873047,0.078125,0.08886719,-0.21875,0.125,0.46875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,155
1695640947310,-1.0,0.076171875,0.09277344,-0.34375,0.0,0.34375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,156
1695640947350,-0.99121094,0.061523438,0.08203125,-0.53125,0.0,0.34375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,157
1695640947390,-0.9892578,0.07519531,0.07910156,-0.46875,-0.125,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,158
1695640947430,-0.9921875,0.0703125,0.08691406,-0.28125,0.0625,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,159
1695640947470,-0.9873047,0.068359375,0.09472656,-0.46875,0.21875,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,160
1695640947510,-0.9970703,0.07324219,0.07910156,-0.34375,0.0625,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,161
1695640947550,-0.99121094,0.07324219,0.08203125,-0.40625,0.125,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,162
1695640947590,-0.9951172,0.060546875,0.08203125,-0.53125,0.0625,0.0,-78.3125,18.1875,-182.4375,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,163
1695640947630,-0.99121094,0.0625,0.09667969,-0.21875,0.125,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,164
1695640947670,-0.9951172,0.07519531,0.09667969,-0.09375,0.0625,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,165
1695640947710,-0.9951172,0.0703125,0.09082031,0.0625,0.21875,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,166
1695640947750,-0.9980469,0.072265625,0.09082031,0.5625,0.28125,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,167
1695640947790,-0.9873047,0.078125,0.08203125,0.25,0.125,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,168
1695640947830,-0.9863281,0.06738281,0.072265625,0.625,-0.0625,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,169
1695640947870,-0.9970703,0.07324219,0.07714844,0.4375,-0.0625,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,170
1695640947910,-0.98828125,0.07910156,0.08691406,-0.09375,-0.25,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,171
1695640947950,-0.984375,0.057617188,0.087890625,0.0,-0.0625,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,172
1695640947990,-0.99902344,0.080078125,0.07421875,0.5,0.0625,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,173
1695640948030,-0.98828125,0.0703125,0.08105469,0.1875,-0.125,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,174
1695640948070,-0.99609375,0.07519531,0.091796875,0.125,0.0625,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,175
1695640948110,-0.99609375,0.07519531,0.08300781,-0.15625,-0.1875,-0.125,-76.1875,17.125,-182.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,176
1695640948150,-0.9921875,0.057617188,0.08203125,-0.34375,-0.3125,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,177
1695640948190,-0.99609375,0.06738281,0.08300781,-0.15625,-0.1875,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,178
1695640948230,-0.9863281,0.07421875,0.09277344,-0.15625,0.0,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,179
1695640948270,-0.9873047,0.06347656,0.08300781,-0.09375,-0.0625,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,180
1695640948310,-0.99902344,0.07519531,0.08300781,0.0,0.0625,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,181
1695640948350,-0.99902344,0.06933594,0.08105469,-0.03125,-0.0625,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,182
1695640948390,-0.9941406,0.06542969,0.09082031,-0.09375,-0.125,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,183
1695640948430,-0.9902344,0.06933594,0.09472656,-0.09375,-0.0625,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,184
1695640948470,-0.984375,0.068359375,0.080078125,0.0,0.0,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,185
1695640948510,-1.0029297,0.07421875,0.09472656,-0.21875,-0.1875,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,186
1695640948550,-0.9892578,0.07128906,0.08691406,0.0625,0.0625,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,187
1695640948590,-0.9902344,0.06933594,0.08691406,0.1875,0.0625,-0.0625,-77.25,16.6875,-180.9375,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,188
1695640948630,-1.0029297,0.07519531,0.08105469,-0.09375,-0.0625,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,189
1695640948670,-0.9951172,0.07324219,0.07714844,-0.15625,0.0,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,190
1695640948710,-0.9941406,0.07324219,0.09277344,-0.15625,-0.125,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,191
1695640948750,-0.9921875,0.068359375,0.08984375,-0.15625,-0.25,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,192
1695640948790,-1.0029297,0.068359375,0.095703125,-0.21875,-0.125,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,193
1695640948830,-1.0019531,0.072265625,0.08691406,0.125,0.1875,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,194
1695640948870,-0.99121094,0.072265625,0.08300781,-0.03125,0.0625,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,195
1695640948910,-0.99121094,0.080078125,0.078125,0.0625,-0.0625,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,196
1695640948950,-0.9902344,0.07519531,0.09863281,0.0625,-0.0625,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,197
1695640948990,-0.98535156,0.07324219,0.08496094,0.0625,-0.125,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,198
1695640949030,-0.9951172,0.07519531,0.08691406,0.0,0.0625,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,199
1695640949070,-0.98535156,0.06640625,0.076171875,-0.09375,0.1875,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,200
1695640949110,-0.9980469,0.072265625,0.080078125,-0.28125,0.0,-0.125,-78.125,17.0,-182.125,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,201
1695640949150,-0.9941406,0.07324219,0.07910156,-0.28125,-0.0625,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,202
1695640949190,-0.99121094,0.06640625,0.08984375,-0.40625,0.0625,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,203
1695640949230,-1.0,0.0625,0.09863281,-0.28125,0.0625,-0.375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,204
1695640949270,-0.9951172,0.07714844,0.08984375,0.0,0.0,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,205
1695640949310,-0.9970703,0.0703125,0.08203125,0.0625,-0.125,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,206
1695640949350,-1.0039062,0.072265625,0.09667969,-0.03125,-0.125,-0.375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,207
1695640949390,-0.9951172,0.06640625,0.08496094,0.0625,-0.1875,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,208
1695640949430,-0.9951172,0.06640625,0.08496094,0.0,-0.0625,-0.4375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,209
1695640949470,-0.9902344,0.068359375,0.08691406,-0.53125,0.0625,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,210
1695640949510,-0.9902344,0.0625,0.08300781,-0.15625,-0.0625,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,211
1695640949550,-0.9921875,0.06933594,0.080078125,-0.34375,-0.125,-0.375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,212
1695640949590,-0.98339844,0.061523438,0.078125,-0.46875,-0.1875,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,213
1695640949630,-0.9921875,0.059570312,0.0859375,-0.15625,0.0,-0.1875,-77.6875,16.5625,-180.8125,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,214
1695640949670,-1.0058594,0.06738281,0.072265625,-0.09375,-0.0625,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,215
1695640949710,-0.99902344,0.064453125,0.09082031,-0.15625,0.1875,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,216
1695640949750,-0.99121094,0.068359375,0.08691406,-0.09375,0.125,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,217
1695640949790,-0.9892578,0.06640625,0.09277344,0.25,0.1875,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,218
1695640949830,-0.98828125,0.06640625,0.08203125,0.3125,0.1875,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,219
1695640949870,-0.99316406,0.0703125,0.07421875,0.0625,0.28125,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,220
1695640949910,-0.9970703,0.07714844,0.08496094,-0.09375,0.53125,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,221
1695640949950,-0.9873047,0.06347656,0.08203125,-0.09375,0.34375,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,222
1695640949990,-1.0,0.078125,0.083984375,-0.09375,0.125,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,223
1695640950030,-0.9951172,0.060546875,0.08496094,-0.09375,0.34375,0.21875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,224
1695640950070,-0.99902344,0.068359375,0.08203125,-0.09375,0.46875,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,225
1695640950110,-0.9921875,0.06640625,0.08496094,-0.03125,0.34375,0.125,-76.5,17.125,-181.375,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,226
1695640950150,-0.99121094,0.06738281,0.07128906,-0.59375,0.59375,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,227
1695640950190,-0.98535156,0.080078125,0.08886719,-0.34375,0.78125,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,228
1695640950230,-0.99121094,0.06738281,0.087890625,-0.03125,0.53125,0.34375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,229
1695640950270,-0.99609375,0.06640625,0.08691406,0.1875,-0.0625,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,230
1695640950310,-0.9970703,0.068359375,0.09863281,0.3125,-0.375,0.34375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,231
1695640950350,-0.98535156,0.06933594,0.076171875,-0.09375,-0.25,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,232
1695640950390,-0.99902344,0.0703125,0.07910156,-0.09375,0.1875,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,233
1695640950430,-0.9892578,0.07519531,0.08300781,-0.46875,0.0625,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,234
1695640950470,-0.9941406,0.064453125,0.08496094,-0.78125,0.125,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,235
1695640950510,-1.0009766,0.06738281,0.07714844,-0.09375,0.0625,0.21875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,236
1695640950550,-0.9892578,0.06738281,0.07910156,-0.28125,-0.25,0.21875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,237
1695640950590,-0.99121094,0.06738281,0.0859375,0.0625,-0.125,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,238
1695640950630,-0.9892578,0.06933594,0.07324219,0.0,-0.1875,0.21875,-78.4375,18.3125,-182.125,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,239
1695640950670,-0.9921875,0.06933594,0.08300781,-0.21875,-0.25,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,240
1695640950710,-0.9951172,0.07421875,0.09082031,-0.15625,-0.3125,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,241
1695640950750,-0.9951172,0.0703125,0.07421875,-0.21875,-0.125,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,242
1695640950790,-0.9951172,0.068359375,0.09472656,-0.59375,-0.1875,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,243
1695640950830,-0.99609375,0.07128906,0.080078125,-0.40625,-0.25,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,244
1695640950870,-1.0009766,0.07910156,0.08691406,-0.53125,-0.4375,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,245
1695640950910,-0.98828125,0.06738281,0.091796875,-0.71875,-0.1875,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,246
1695640950950,-0.9814453,0.07421875,0.08203125,-0.53125,-0.3125,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,247
1695640950990,-0.98828125,0.068359375,0.072265625,-0.21875,-0.25,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,248
1695640951030,-0.9892578,0.07128906,0.09667969,-0.15625,-0.1875,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,249
1695640951070,-0.9941406,0.07324219,0.07519531,-0.21875,-0.25,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,250
1695640951110,-0.9980469,0.0703125,0.09277344,-0.09375,-0.125,0.0625,-76.8125,17.4375,-181.6875,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,251
1695640951150,-0.98535156,0.06542969,0.080078125,-0.21875,-0.125,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,252
1695640951190,-0.9892578,0.068359375,0.080078125,-0.03125,-0.0625,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,253
1695640951230,-0.9921875,0.068359375,0.1015625,-0.28125,-0.3125,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,254
1695640951270,-0.9941406,0.068359375,0.095703125,0.25,-0.125,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,255
1695640951310,-0.99902344,0.08203125,0.08886719,0.75,-0.125,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,256
1695640951350,-0.9921875,0.07128906,0.08105469,0.3125,-0.375,-0.4375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,257
1695640951390,-0.9892578,0.07910156,0.08105469,0.375,-0.375,-0.5,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,258
1695640951430,-0.9951172,0.076171875,0.08886719,0.375,-0.3125,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,259
1695640951470,-0.9941406,0.0703125,0.08691406,0.125,-0.4375,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,260
1695640951510,-0.99121094,0.076171875,0.08203125,0.0,-0.25,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,261
1695640951550,-0.9873047,0.0703125,0.09667969,-0.28125,-0.5625,-0.4375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,262
1695640951590,-0.9980469,0.07324219,0.08300781,-0.21875,-0.4375,-0.375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,263
1695640951630,-0.9970703,0.072265625,0.07324219,-0.34375,-0.5,-0.3125,-78.875,17.5625,-182.125,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,264
1695640951670,-0.99316406,0.078125,0.08203125,-0.46875,-0.6875,-0.5625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,265
1695640951710,-0.9951172,0.064453125,0.07910156,-0.71875,-0.8125,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,266
1695640951750,-0.98828125,0.064453125,0.08886719,-0.46875,-0.6875,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,267
1695640951790,-0.99121094,0.0703125,0.095703125,-0.78125,-0.5625,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,268
1695640951830,-0.98339844,0.068359375,0.09863281,-0.40625,-0.3125,-0.375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,269
1695640951870,-0.99902344,0.0625,0.09765625,-0.53125,-0.125,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,270
1695640951910,-0.9970703,0.0703125,0.099609375,-0.78125,-0.3125,-0.5,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,271
1695640951950,-0.9951172,0.06542969,0.10546875,-0.46875,-0.4375,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,272
1695640951990,-0.99316406,0.06347656,0.09472656,-0.21875,-0.5,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,273
1695640952030,-0.99316406,0.068359375,0.09863281,-0.34375,-0.8125,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,274
1695640952070,-0.99609375,0.064453125,0.09765625,-0.59375,-0.5625,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,275
1695640952110,-0.9941406,0.060546875,0.09765625,-0.34375,-0.375,-0.125,-76.625,18.0625,-180.5,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,276
1695640952150,-0.9951172,0.056640625,0.10058594,-0.21875,-0.0625,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,277
1695640952190,-0.9941406,0.06640625,0.11035156,-0.15625,-0.1875,-0.4375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,278
1695640952230,-0.9892578,0.06542969,0.08984375,-0.09375,-0.25,-0.4375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,279
1695640952270,-0.9951172,0.06738281,0.095703125,0.1875,-0.25,-0.4375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,280
1695640952310,-0.9921875,0.06738281,0.08984375,0.3125,-0.375,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,281
1695640952350,-0.9863281,0.068359375,0.08105469,0.4375,-0.1875,-0.375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,282
1695640952390,-0.99316406,0.08203125,0.10058594,0.375,-0.1875,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,283
1695640952430,-0.9921875,0.072265625,0.087890625,0.3125,-0.125,-0.375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,284
