timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,subject_id,notes,recording_id,ind
1695640941750,-0.9941406,0.06738281,0.08886719,-0.28125,0.1875,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,17
1695640941790,-0.9902344,0.06542969,0.09472656,-0.28125,-0.125,0.34375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,18
1695640941830,-0.9980469,0.061523438,0.091796875,0.1875,0.0625,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,19
1695640941870,-0.9921875,0.06542969,0.10058594,0.125,-0.125,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,20
1695640941910,-1.0058594,0.06542969,0.09082031,-0.09375,0.0625,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,21
1695640941950,-1.0,0.061523438,0.10546875,-0.09375,0.0,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,22
1695640941990,-0.9892578,0.06738281,0.07910156,-0.28125,-0.1875,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,23
1695640942030,-0.9892578,0.068359375,0.09277344,0.0,-0.0625,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,24
1695640942070,-0.9863281,0.068359375,0.10644531,0.125,0.0,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,25
1695640942110,-0.9941406,0.06933594,0.09277344,-0.03125,0.0625,0.40625,-75.4375,17.125,-181.375,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,26
1695640942150,-0.99121094,0.068359375,0.091796875,-0.15625,0.1875,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,27
1695640942190,-0.9892578,0.072265625,0.10644531,-0.53125,0.21875,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,28
1695640942230,-0.9980469,0.07128906,0.103515625,-0.59375,0.34375,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,29
1695640942270,-0.9941406,0.068359375,0.103515625,-0.59375,0.59375,0.34375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,30
1695640942310,-0.9921875,0.06933594,0.091796875,-0.09375,0.1875,0.40625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,31
1695640942350,-0.99316406,0.06738281,0.09765625,-0.09375,0.125,0.34375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,32
1695640942390,-0.9902344,0.06640625,0.09667969,0.0,0.0625,0.53125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,33
1695640942430,-0.99316406,0.06933594,0.08691406,0.125,0.125,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,34
1695640942470,-0.9951172,0.060546875,0.09277344,-0.09375,0.34375,0.40625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,35
1695640942510,-0.99316406,0.0703125,0.09277344,-0.09375,0.53125,0.65625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,36
1695640942550,-0.9873047,0.07128906,0.08984375,-0.09375,0.46875,0.59375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,37
1695640942590,-0.9824219,0.055664062,0.09472656,-0.15625,0.28125,0.53125,-77.25,16.375,-181.6875,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,38
1695640942630,-0.9980469,0.061523438,0.08496094,0.25,0.125,0.40625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,39
1695640942670,-0.99316406,0.076171875,0.099609375,0.125,0.125,0.46875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,40
1695640942710,-0.9951172,0.06640625,0.087890625,-0.21875,-0.0625,0.53125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,41
1695640942750,-0.99121094,0.0625,0.08886719,-0.28125,0.125,0.40625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,42
1695640942790,-0.9892578,0.068359375,0.08300781,-0.65625,0.28125,0.34375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,43
1695640942830,-0.98535156,0.07421875,0.095703125,-0.59375,0.65625,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,44
1695640942870,-1.0009766,0.07128906,0.08300781,-0.15625,0.21875,0.21875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,45
1695640942910,-1.0019531,0.0703125,0.08300781,-0.09375,0.46875,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,46
1695640942950,-0.9921875,0.07519531,0.08886719,-0.15625,0.28125,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,47
1695640942990,-0.99316406,0.072265625,0.091796875,-0.15625,0.59375,0.21875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,48
1695640943030,-0.99121094,0.07128906,0.091796875,-0.34375,0.40625,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,49
1695640943070,-0.99121094,0.064453125,0.10449219,-0.40625,0.46875,0.21875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,50
1695640943110,-1.0,0.07324219,0.08691406,-0.21875,0.65625,0.21875,-78.3125,17.4375,-182.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,51
1695640943150,-0.9941406,0.072265625,0.08105469,-0.59375,0.53125,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,52
1695640943190,-0.9892578,0.07421875,0.076171875,-0.53125,0.40625,0.21875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,53
1695640943230,-0.9980469,0.076171875,0.07910156,-0.09375,0.28125,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,54
1695640943270,-0.99609375,0.06640625,0.08496094,-0.09375,0.34375,0.21875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,55
1695640943310,-0.99609375,0.07324219,0.0703125,-0.03125,0.59375,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,56
1695640943350,-0.9980469,0.06542969,0.08105469,-0.09375,0.34375,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,57
1695640943390,-0.9980469,0.068359375,0.091796875,-0.28125,0.125,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,58
1695640943430,-0.99609375,0.068359375,0.07324219,-0.15625,0.125,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,59
1695640943470,-0.9921875,0.072265625,0.07714844,-0.15625,0.40625,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,60
1695640943510,-0.9873047,0.07910156,0.08105469,0.0625,0.125,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,61
1695640943550,-0.9970703,0.078125,0.076171875,0.0625,0.28125,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,62
1695640943590,-0.9980469,0.07128906,0.076171875,0.375,0.1875,-0.1875,-78.125,16.5625,-182.125,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,63
1695640943630,-0.9951172,0.07324219,0.08105469,0.625,0.0,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,64
1695640943670,-0.9902344,0.0703125,0.072265625,0.5625,0.0,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,65
1695640943710,-0.9873047,0.07324219,0.07910156,0.6875,0.125,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,66
1695640943750,-1.0009766,0.072265625,0.08203125,1.0,0.28125,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,67
1695640943790,-1.0,0.068359375,0.08496094,1.1875,0.125,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,68
1695640943830,-0.99609375,0.07714844,0.08691406,1.0625,0.1875,-0.375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,69
1695640943870,-0.9941406,0.072265625,0.08105469,0.6875,0.0625,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,70
1695640943910,-0.9970703,0.07324219,0.078125,0.625,0.28125,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,71
1695640943950,-0.9902344,0.06933594,0.083984375,0.4375,0.0625,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,72
1695640943990,-0.9941406,0.080078125,0.08984375,-0.03125,0.0,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,73
1695640944030,-0.9970703,0.072265625,0.09082031,-0.09375,-0.0625,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,74
1695640944070,-0.99316406,0.06738281,0.0859375,-0.65625,-0.0625,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,75
1695640944110,-0.9921875,0.06738281,0.08886719,-0.78125,0.21875,0.0625,-78.0,17.4375,-180.625,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,76
1695640944150,-0.99121094,0.06933594,0.08300781,-0.71875,0.0,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,77
1695640944190,-0.9980469,0.072265625,0.07324219,-0.40625,0.0,0.21875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,78
1695640944230,-0.9941406,0.07421875,0.08203125,-0.59375,0.21875,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,79
1695640944270,-0.99609375,0.07324219,0.07910156,-0.15625,-0.0625,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,80
1695640944310,-0.99316406,0.0625,0.07519531,-0.21875,-0.0625,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,81
1695640944350,-0.9902344,0.07519531,0.07910156,-0.21875,0.0625,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,82
1695640944390,-0.99316406,0.0703125,0.07421875,-0.21875,0.0625,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,83
1695640944430,-0.9892578,0.08203125,0.08105469,-0.21875,-0.0625,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,84
1695640944470,-0.9951172,0.07519531,0.08691406,-0.09375,0.0,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,85
1695640944510,-0.98828125,0.078125,0.07421875,-0.03125,0.0625,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,86
1695640944550,-0.99121094,0.07421875,0.076171875,-0.09375,0.0625,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,87
1695640944590,-0.9941406,0.06542969,0.078125,0.1875,0.0625,-0.1875,-78.3125,16.6875,-181.6875,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,88
1695640944630,-0.9951172,0.0703125,0.068359375,0.0,0.125,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,89
1695640944670,-0.9951172,0.078125,0.09375,0.0625,-0.0625,0.28125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,90
1695640944710,-0.9863281,0.06933594,0.08203125,-0.03125,0.1875,0.34375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,91
1695640944750,-0.99902344,0.06347656,0.083984375,-0.65625,0.125,0.34375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,92
1695640944790,-0.9873047,0.07128906,0.0859375,-0.84375,0.40625,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,93
1695640944830,-0.99609375,0.07128906,0.08203125,-0.34375,0.21875,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,94
1695640944870,-0.99316406,0.068359375,0.07519531,-0.09375,0.125,0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,95
1695640944910,-0.99902344,0.076171875,0.07128906,0.0625,-0.1875,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,96
1695640944950,-0.99609375,0.0703125,0.08203125,0.0625,-0.25,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,97
1695640944990,-0.9921875,0.07519531,0.08105469,0.0625,-0.125,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,98
1695640945030,-0.9951172,0.07714844,0.08496094,-0.09375,0.125,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,99
1695640945070,-0.9941406,0.0703125,0.072265625,-0.46875,0.125,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,100
1695640945110,-0.9980469,0.06640625,0.09277344,-0.28125,0.0,0.0625,-77.25,17.4375,-182.4375,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,101
1695640945150,-0.9873047,0.0703125,0.08105469,-0.28125,-0.125,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,102
1695640945190,-0.99121094,0.07324219,0.08496094,-0.15625,-0.125,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,103
1695640945230,-0.9951172,0.07128906,0.078125,-0.15625,-0.25,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,104
1695640945270,-1.0029297,0.07519531,0.07421875,0.0625,-0.125,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,105
1695640945310,-0.9941406,0.07421875,0.07714844,-0.15625,-0.1875,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,106
1695640945350,-0.9902344,0.07128906,0.078125,-0.46875,-0.125,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,107
1695640945390,-0.9902344,0.08203125,0.08105469,-0.40625,-0.0625,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,108
1695640945430,-1.0078125,0.07324219,0.08886719,-0.40625,-0.25,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,109
1695640945470,-0.9892578,0.07421875,0.07421875,-0.15625,-0.25,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,110
1695640945510,-1.0009766,0.08105469,0.07421875,0.0625,-0.1875,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,111
1695640945550,-0.99121094,0.07324219,0.08496094,0.0625,-0.1875,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,112
1695640945590,-0.9941406,0.072265625,0.076171875,0.1875,-0.1875,-0.3125,-78.625,17.125,-182.75,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,113
1695640945630,-0.9970703,0.06640625,0.07324219,-0.15625,-0.3125,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,114
1695640945670,-1.0009766,0.07421875,0.08691406,0.0625,-0.4375,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,115
1695640945710,-0.9980469,0.080078125,0.07421875,0.0625,-0.375,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,116
1695640945750,-0.9892578,0.07324219,0.091796875,-0.09375,-0.1875,-0.375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,117
1695640945790,-0.9951172,0.076171875,0.08496094,-0.09375,-0.1875,-0.3125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,118
1695640945830,-0.99121094,0.07128906,0.06640625,-0.28125,-0.4375,-0.375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,119
1695640945870,-0.99609375,0.07519531,0.08105469,-0.21875,-0.5,-0.4375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,120
1695640945910,-0.98828125,0.07519531,0.061523438,-0.40625,-0.375,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,121
1695640945950,-0.9873047,0.07519531,0.06933594,-0.15625,-0.5625,-0.5,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,122
1695640945990,-0.99902344,0.06738281,0.07421875,-0.28125,-0.5,-0.75,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,123
1695640946030,-0.9921875,0.078125,0.08496094,0.125,-0.5625,-0.5,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,124
1695640946070,-0.9951172,0.07324219,0.07910156,0.125,-0.5,-0.4375,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,125
1695640946110,-0.9873047,0.07324219,0.08203125,-0.40625,-0.5625,-0.375,-78.3125,17.875,-182.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,126
1695640946150,-0.9951172,0.06933594,0.07128906,-0.28125,-0.6875,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,127
1695640946190,-0.98828125,0.05859375,0.08886719,-0.21875,-0.5,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,128
1695640946230,-0.98535156,0.068359375,0.08886719,-0.15625,-0.75,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,129
1695640946270,-0.99316406,0.06738281,0.08496094,0.0625,-0.6875,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,130
1695640946310,-0.9873047,0.076171875,0.07910156,0.25,-0.5,-0.1875,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,131
1695640946350,-0.9892578,0.0625,0.07910156,-0.03125,-0.625,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,132
1695640946390,-0.9892578,0.064453125,0.083984375,0.1875,-0.5625,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,133
1695640946430,-1.0,0.06347656,0.083984375,0.3125,-0.5625,-0.25,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,134
1695640946470,-0.9951172,0.068359375,0.078125,0.3125,-0.4375,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,135
1695640946510,-0.9902344,0.06347656,0.076171875,0.3125,-0.5,0.0,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,136
1695640946550,-0.99902344,0.064453125,0.08105469,0.125,-0.5625,-0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,137
1695640946590,-0.99121094,0.06347656,0.103515625,-0.03125,-0.4375,0.0,-77.25,17.875,-180.9375,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,138
1695640946630,-0.9970703,0.078125,0.09375,-0.21875,-0.5625,-0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,139
1695640946670,-0.9941406,0.07519531,0.0859375,-0.34375,-0.5625,0.0625,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,140
1695640946710,-0.99121094,0.06542969,0.08691406,-0.40625,-0.4375,0.125,0.0,0.0,0.0,Thingy,Standing,s1975761,,Thingy_s1975761_Standing_25-09-2023_12-23-01,141
