timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,recording_id
1695643197996,0.8244629,-0.11138916,0.49212646,7.796875,3.578125,-1.75,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198030,0.8190918,-0.14678955,0.51971436,10.0,4.890625,-2.15625,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198074,0.8522949,-0.14923096,0.5050659,6.203125,5.765625,-1.234375,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198109,0.84765625,-0.13897705,0.49066162,-0.796875,1.859375,-1.8125,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198154,0.8256836,-0.1428833,0.480896,0.46875,0.875,-1.078125,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198187,0.8461914,-0.13970947,0.5014038,0.515625,3.0,-0.71875,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198232,0.83935547,-0.14190674,0.5014038,-3.578125,-2.859375,-1.625,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198288,0.8239746,-0.1506958,0.4796753,-12.53125,-6.828125,-0.96875,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198312,0.8791504,-0.15289307,0.55462646,-23.21875,-1.9375,4.703125,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198369,0.8129883,-0.11016846,0.44207764,-14.8125,-1.375,7.765625,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198391,0.79589844,-0.08917236,0.50579834,-1.609375,4.34375,3.796875,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198435,0.81469727,-0.11260986,0.50897217,0.875,5.3125,4.5625,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198469,0.82592773,-0.097717285,0.5023804,-0.625,0.234375,3.046875,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198525,0.8532715,-0.12652588,0.5192261,-1.125,-2.5,3.03125,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198549,0.828125,-0.07183838,0.56365967,-5.34375,-6.25,2.8125,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198593,0.84716797,-0.09234619,0.57928467,-5.015625,-2.0625,2.40625,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198627,0.8442383,-0.081848145,0.51971436,-3.140625,1.5625,1.703125,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198672,0.8022461,-0.047424316,0.50946045,-4.0,-0.28125,1.3125,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198704,0.8581543,-0.09161377,0.53167725,-5.609375,1.390625,1.484375,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198750,0.82421875,-0.07281494,0.5336304,-3.390625,1.796875,1.171875,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198795,0.84521484,-0.06817627,0.5216675,-3.03125,0.96875,1.328125,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198830,0.8232422,-0.06768799,0.51678467,-5.140625,0.859375,1.75,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198874,0.795166,-0.047424316,0.5162964,-4.21875,0.875,1.265625,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198908,0.8479004,-0.070617676,0.54022217,-3.25,9.265625,1.828125,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198941,0.8300781,-0.051574707,0.53533936,-3.015625,6.078125,1.171875,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643198997,0.84350586,-0.050109863,0.51434326,-3.734375,3.09375,0.6875,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643199020,0.84936523,-0.06939697,0.4935913,0.890625,2.296875,1.09375,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643199088,0.86450195,-0.020568848,0.49749756,-2.5625,2.328125,2.25,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643199110,0.8713379,-0.0256958,0.48236084,-1.25,7.3125,2.625,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643199155,0.83740234,-0.03717041,0.47943115,0.625,8.546875,2.828125,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643199190,0.8574219,-0.038879395,0.48114014,1.140625,3.96875,1.8125,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643199236,0.8569336,-0.043029785,0.463562,0.75,0.203125,1.0625,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643199269,0.85424805,-0.01373291,0.4616089,-3.0,-4.046875,0.375,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643199302,0.8757324,-0.039367676,0.49969482,-3.75,0.515625,1.28125,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643199348,0.86035156,-0.015197754,0.49554443,-1.96875,2.203125,0.96875,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643199380,0.8574219,-0.038635254,0.49139404,-2.734375,2.0625,1.96875,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643199426,0.8552246,-0.031799316,0.49822998,-3.34375,-1.234375,0.640625,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643199459,0.81640625,-0.016662598,0.5150757,-3.953125,-1.375,1.0625,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
1695643199504,0.86572266,0.0004272461,0.4779663,-3.828125,0.890625,-0.625,Respeck_s1975761_Lying down right_Laughing_25-09-2023_13-00-38
