timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id,ind
1695296476183,0.45947266,-0.44439697,-0.270813,-19.96875,-46.03125,-11.0,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,0
1695296476223,0.29174805,-0.47418213,-0.23345947,-18.484375,-30.296875,18.53125,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,1
1695296476263,0.24194336,-1.0708618,0.15863037,-0.71875,24.78125,25.40625,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,2
1695296476303,0.51123047,-1.647522,0.43328857,35.015625,15.078125,-6.578125,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,3
1695296476343,0.45581055,-0.85528564,-0.04058838,-11.40625,-28.671875,-25.78125,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,4
1695296476383,0.27514648,-0.5901489,-0.13189697,-17.921875,-6.078125,2.765625,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,5
1695296476423,0.26098633,-0.67510986,0.120788574,-8.046875,20.265625,13.453125,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,6
1695296476463,0.5900879,-1.1133423,0.2321167,31.34375,26.359375,7.921875,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,7
1695296476503,0.53686523,-0.911438,0.1161499,-0.078125,-22.828125,-20.265625,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,8
1695296476543,0.20922852,-0.7461548,-0.047912598,-20.078125,-7.6875,-1.171875,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,9
1695296476583,0.23486328,-0.73565674,-0.015197754,-22.875,22.65625,9.109375,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,10
1695296476623,0.48754883,-1.0557251,0.02532959,31.71875,40.015625,-4.078125,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,11
1695296476663,0.73461914,-1.0010376,0.06585693,25.390625,3.8125,-19.359375,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,12
1695296476703,0.2849121,-0.6489868,-0.1585083,-14.78125,-1.828125,-3.34375,Respeck,Shuffle walking,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Shuffle walking_Normal_21-09-2023_12-41-56,13
