timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id,ind
1695295129747,-0.057617188,-0.7607422,0.58984375,-0.1875,-0.0625,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Lying down back_Normal_21-09-2023_12-19-29,21
1695295129787,-0.06640625,-0.7558594,0.5917969,0.0625,-0.0625,-0.09375,0.0,0.0,0.0,Thingy,Lying down back,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Lying down back_Normal_21-09-2023_12-19-29,22
1695295129827,-0.057617188,-0.7578125,0.61035156,0.0,-0.0625,-0.09375,0.0,0.0,0.0,Thingy,Lying down back,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Lying down back_Normal_21-09-2023_12-19-29,23
1695295129867,-0.06347656,-0.7636719,0.6044922,0.0625,-0.0625,-0.09375,0.0,0.0,0.0,Thingy,Lying down back,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Lying down back_Normal_21-09-2023_12-19-29,24
1695295129907,-0.06542969,-0.7558594,0.6044922,0.125,0.0625,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Lying down back_Normal_21-09-2023_12-19-29,25
1695295129947,-0.055664062,-0.76171875,0.60058594,0.25,0.25,-0.21875,0.0,0.0,0.0,Thingy,Lying down back,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Lying down back_Normal_21-09-2023_12-19-29,26
1695295129987,-0.07421875,-0.7548828,0.5957031,0.125,0.125,-0.15625,0.0,0.0,0.0,Thingy,Lying down back,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Lying down back_Normal_21-09-2023_12-19-29,27
1695295130027,-0.053710938,-0.75683594,0.5888672,-0.1875,0.0,-0.09375,0.0,0.0,0.0,Thingy,Lying down back,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Lying down back_Normal_21-09-2023_12-19-29,28
1695295130067,-0.0625,-0.76953125,0.59375,0.0,-0.1875,0.03125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Lying down back_Normal_21-09-2023_12-19-29,29
1695295130107,-0.0546875,-0.7548828,0.5986328,0.1875,0.125,0.03125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Lying down back_Normal_21-09-2023_12-19-29,30
1695295130147,-0.061523438,-0.7626953,0.609375,0.125,0.125,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Lying down back_Normal_21-09-2023_12-19-29,31
1695295130187,-0.061523438,-0.75390625,0.60839844,0.1875,0.125,-0.09375,-41.5625,-22.75,-11.625,Thingy,Lying down back,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Lying down back_Normal_21-09-2023_12-19-29,32
1695295130227,-0.060546875,-0.7558594,0.59472656,0.25,0.0625,0.03125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Lying down back_Normal_21-09-2023_12-19-29,33
