timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes
1696249150896,-0.37719727,0.026306152,0.9430542,1.25,0.109375,0.21875,Respeck,Lying down back,-1,s2091784,
1696249150925,-0.37524414,0.028259277,0.92962646,-0.765625,0.0625,-0.078125,Respeck,Lying down back,-1,s2091784,
1696249150972,-0.36279297,0.024353027,0.9274292,0.625,-0.1875,-0.1875,Respeck,Lying down back,-1,s2091784,
1696249151015,-0.37304688,0.01751709,0.9352417,-2.875,0.453125,-0.625,Respeck,Lying down back,-1,s2091784,
1696249151047,-0.3774414,0.015563965,0.9459839,3.109375,0.28125,0.015625,Respeck,Lying down back,-1,s2091784,
1696249151092,-0.36767578,0.026062012,0.92645264,0.671875,0.75,0.1875,Respeck,Lying down back,-1,s2091784,
1696249151135,-0.37402344,0.022644043,0.93792725,-0.25,0.265625,0.09375,Respeck,Lying down back,-1,s2091784,
1696249151165,-0.37060547,0.01776123,0.93255615,-0.84375,-0.046875,0.078125,Respeck,Lying down back,-1,s2091784,
1696249151211,-0.3630371,0.020446777,0.94744873,0.484375,-0.46875,0.015625,Respeck,Lying down back,-1,s2091784,
1696249151258,-0.36865234,0.013366699,0.9352417,-0.171875,0.296875,0.0,Respeck,Lying down back,-1,s2091784,
1696249151285,-0.3725586,0.018493652,0.9418335,-0.125,0.078125,-0.21875,Respeck,Lying down back,-1,s2091784,
1696249151331,-0.3684082,0.016540527,0.94451904,0.328125,-0.234375,-0.046875,Respeck,Lying down back,-1,s2091784,
1696249151376,-0.36254883,0.015563965,0.93914795,0.640625,-0.53125,-0.046875,Respeck,Lying down back,-1,s2091784,
1696249151405,-0.35961914,0.010192871,0.94744873,0.515625,-0.828125,-0.0625,Respeck,Lying down back,-1,s2091784,
1696249151503,-0.36865234,0.011169434,0.94940186,0.71875,-1.03125,0.078125,Respeck,Lying down back,-1,s2091784,
1696249151539,-0.3708496,0.010681152,0.94866943,-0.296875,-1.15625,0.296875,Respeck,Lying down back,-1,s2091784,
1696249151559,-0.37182617,0.01751709,0.9450073,0.046875,-1.6875,-0.046875,Respeck,Lying down back,-1,s2091784,
1696249151570,-0.36645508,0.013122559,0.9347534,-0.625,-2.296875,0.1875,Respeck,Lying down back,-1,s2091784,
1696249151601,-0.37158203,0.019958496,0.93792725,-2.140625,-1.859375,-0.140625,Respeck,Lying down back,-1,s2091784,
1696249151646,-0.3713379,0.0040893555,0.93133545,-0.9375,-1.96875,-0.046875,Respeck,Lying down back,-1,s2091784,
1696249151691,-0.38623047,0.014831543,0.9359741,-2.453125,-1.34375,-0.40625,Respeck,Lying down back,-1,s2091784,
