timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
1696246469639,-0.99121094,-0.052734375,-0.1171875,1.65625,1.40625,-0.09375,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,31
1696246469679,-0.98535156,-0.06347656,-0.11425781,1.5,-0.90625,-0.15625,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,32
1696246469719,-0.9863281,-0.057617188,-0.14257812,2.65625,-0.84375,-0.03125,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,33
1696246469759,-0.9921875,-0.053710938,-0.14648438,2.46875,-0.4375,-0.09375,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,34
1696246469799,-0.9902344,-0.0625,-0.13671875,2.46875,1.21875,0.125,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,35
1696246469839,-0.9863281,-0.064453125,-0.12402344,-0.03125,1.34375,-0.59375,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,36
1696246469879,-1.0,-0.06347656,-0.12792969,-0.84375,-1.15625,-0.90625,-81.125,-20.8125,-156.8125,Thingy,Standing,-1,s2091784,,37
1696246469919,-0.9892578,-0.053710938,-0.14160156,2.40625,-1.84375,-0.21875,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,38
1696246469959,-0.9951172,-0.060546875,-0.13867188,0.8125,-1.34375,-0.53125,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,39
1696246469999,-0.9921875,-0.059570312,-0.14941406,1.25,-0.375,-0.03125,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,40
1696246470039,-0.9951172,-0.055664062,-0.13574219,-0.09375,-0.5,-0.15625,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,41
1696246470079,-0.9892578,-0.05859375,-0.14355469,-2.0,-1.09375,-0.71875,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,42
1696246470119,-0.9873047,-0.059570312,-0.14550781,-1.4375,-0.0625,-0.21875,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,43
1696246470159,-0.98535156,-0.055664062,-0.125,-0.34375,1.34375,-0.53125,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,44
1696246470199,-0.9873047,-0.061523438,-0.12792969,-2.0,0.71875,-1.15625,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,45
1696246470239,-0.9921875,-0.047851562,-0.12988281,-2.1875,-0.5,-0.15625,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,46
1696246470279,-0.98828125,-0.07421875,-0.12988281,0.6875,-0.5625,1.125,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,47
1696246470319,-0.9921875,-0.0703125,-0.14355469,-1.4375,-0.4375,-0.09375,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,48
1696246470359,-0.9951172,-0.06347656,-0.13574219,-1.875,0.71875,-0.84375,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,49
1696246470399,-0.98828125,-0.0703125,-0.13769531,0.5625,0.96875,1.0625,-81.0,-20.1875,-154.875,Thingy,Standing,-1,s2091784,,50
1696246470439,-0.9892578,-0.06738281,-0.13867188,-0.15625,0.90625,0.625,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,51
1696246470479,-0.99316406,-0.072265625,-0.13476562,-1.3125,0.5,-0.46875,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,52
1696246470519,-0.99316406,-0.05859375,-0.13867188,0.375,1.78125,-0.21875,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,53
1696246470559,-0.984375,-0.060546875,-0.13183594,1.125,2.03125,0.375,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,54
1696246470599,-0.99316406,-0.06347656,-0.11621094,-0.28125,0.84375,-0.84375,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,55
1696246470639,-0.99316406,-0.051757812,-0.13476562,1.4375,-0.90625,-0.40625,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,56
1696246470679,-0.98828125,-0.06542969,-0.14257812,3.375,-1.28125,1.1875,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,57
1696246470719,-0.9921875,-0.059570312,-0.13671875,2.84375,0.3125,0.03125,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,58
1696246470759,-0.9873047,-0.061523438,-0.14746094,1.375,1.34375,0.03125,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,59
1696246470799,-0.9892578,-0.07128906,-0.12792969,4.1875,1.34375,1.1875,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,60
1696246470839,-0.99902344,-0.08105469,-0.11816406,-0.34375,-0.1875,-0.46875,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,61
1696246470879,-0.9873047,-0.068359375,-0.13574219,1.84375,-1.875,-1.21875,-80.5625,-21.25,-157.375,Thingy,Standing,-1,s2091784,,62
1696246470919,-0.98828125,-0.052734375,-0.16308594,5.40625,-1.40625,0.0625,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,63
1696246470959,-0.9892578,-0.047851562,-0.15429688,5.6875,-2.0625,0.8125,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,64
1696246470999,-0.99316406,-0.06933594,-0.13183594,7.59375,-2.0625,1.96875,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,65
1696246471039,-0.9824219,-0.06933594,-0.13671875,6.125,-1.84375,1.0625,0.0,0.0,0.0,Thingy,Standing,-1,s2091784,,66
