timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes
1696246050590,-0.046875,-0.3017578,0.9765625,-1.0,-0.25,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246050631,-0.0390625,-0.3017578,0.9589844,-0.875,-0.1875,0.21875,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246050665,-0.036132812,-0.31152344,0.97265625,-0.4375,0.09375,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246050710,-0.03515625,-0.30371094,0.94628906,-0.1875,-0.09375,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246050755,-0.037109375,-0.3076172,0.9794922,0.78125,0.15625,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246050800,-0.044921875,-0.30273438,0.97265625,0.40625,-0.15625,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246050823,-0.053710938,-0.29589844,0.94628906,0.3125,0.03125,-0.21875,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246050901,-0.034179688,-0.30078125,0.9716797,0.0,-0.5625,-0.9375,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246050946,-0.032226562,-0.2841797,0.9707031,0.65625,0.46875,-0.6875,-49.375,-9.875,-105.8125,Thingy,Lying down back,-1,s2091784,
1696246050948,-0.046875,-0.28808594,0.95996094,-1.15625,-0.15625,0.28125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246050991,-0.036132812,-0.30859375,0.95996094,0.0,-0.09375,0.9375,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051025,-0.036132812,-0.3095703,0.95410156,0.3125,-0.5,0.53125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051070,-0.040039062,-0.30664062,0.9707031,-0.8125,-0.25,-0.21875,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051115,-0.036132812,-0.296875,0.953125,0.53125,0.03125,0.21875,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051160,-0.037109375,-0.30273438,0.96777344,0.96875,-0.03125,0.21875,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051183,-0.03125,-0.3046875,0.96875,-0.0625,-0.03125,-0.28125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051227,-0.040039062,-0.2919922,0.9589844,-0.375,0.03125,-0.34375,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051261,-0.037109375,-0.30371094,0.9736328,0.125,-0.1875,0.40625,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051306,-0.036132812,-0.30566406,0.96777344,0.25,-0.15625,0.65625,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051352,-0.041015625,-0.30664062,0.9589844,-0.625,-0.25,0.28125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051384,-0.045898438,-0.30566406,0.9814453,-0.3125,-0.03125,0.15625,-50.5625,-11.375,-105.8125,Thingy,Lying down back,-1,s2091784,
1696246051430,-0.03515625,-0.3017578,0.9580078,0.0,-0.15625,-0.15625,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051475,-0.036132812,-0.2919922,0.96191406,0.53125,0.09375,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051519,-0.049804688,-0.3017578,0.98339844,-0.0625,0.03125,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051542,-0.03515625,-0.29882812,0.9638672,-0.3125,-0.1875,0.15625,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
1696246051587,-0.041015625,-0.30371094,0.96972656,0.1875,-0.03125,0.15625,0.0,0.0,0.0,Thingy,Lying down back,-1,s2091784,
