timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
1696250453147,0.5620117,0.054138184,0.8251343,1.09375,0.109375,-0.5,Respeck,Lying down right,-1,s2091784,,31
1696250453187,0.5715332,0.057556152,0.8324585,0.640625,0.3125,-0.140625,Respeck,Lying down right,-1,s2091784,,32
1696250453227,0.5695801,0.05731201,0.82489014,-1.953125,-0.328125,0.203125,Respeck,Lying down right,-1,s2091784,,33
1696250453267,0.5734863,0.054870605,0.81073,-1.203125,0.03125,0.4375,Respeck,Lying down right,-1,s2091784,,34
1696250453307,0.5727539,0.049987793,0.8085327,0.46875,0.125,-0.34375,Respeck,Lying down right,-1,s2091784,,35
1696250453347,0.56640625,0.055847168,0.7831421,-0.9375,-0.28125,-0.171875,Respeck,Lying down right,-1,s2091784,,36
1696250453387,0.5690918,0.058776855,0.8085327,0.25,-1.203125,-0.703125,Respeck,Lying down right,-1,s2091784,,37
1696250453427,0.58496094,0.051696777,0.83465576,0.734375,-1.96875,-1.0,Respeck,Lying down right,-1,s2091784,,38
1696250453467,0.5812988,0.042175293,0.83709717,0.15625,-0.921875,-0.375,Respeck,Lying down right,-1,s2091784,,39
1696250453507,0.5678711,0.053894043,0.8126831,-1.234375,0.125,0.21875,Respeck,Lying down right,-1,s2091784,,40
1696250453547,0.56591797,0.050476074,0.8043823,0.09375,-1.03125,0.171875,Respeck,Lying down right,-1,s2091784,,41
1696250453587,0.5686035,0.047546387,0.8148804,-0.28125,-0.75,0.125,Respeck,Lying down right,-1,s2091784,,42
1696250453627,0.57006836,0.05267334,0.82366943,-0.078125,-1.359375,0.1875,Respeck,Lying down right,-1,s2091784,,43
1696250453667,0.56689453,0.05999756,0.8139038,0.0,-0.390625,-0.03125,Respeck,Lying down right,-1,s2091784,,44
1696250453707,0.5617676,0.054626465,0.80999756,-0.359375,-0.796875,-0.203125,Respeck,Lying down right,-1,s2091784,,45
1696250453747,0.5617676,0.050476074,0.821228,-0.09375,-1.1875,-0.1875,Respeck,Lying down right,-1,s2091784,,46
1696250453787,0.57177734,0.046325684,0.8287964,0.265625,-1.359375,-0.328125,Respeck,Lying down right,-1,s2091784,,47
1696250453827,0.5722656,0.042175293,0.8200073,-0.390625,-0.265625,-0.125,Respeck,Lying down right,-1,s2091784,,48
1696250453867,0.564209,0.04925537,0.8119507,-1.046875,-0.265625,-0.1875,Respeck,Lying down right,-1,s2091784,,49
1696250453907,0.57299805,0.04925537,0.82244873,-0.125,0.09375,-0.1875,Respeck,Lying down right,-1,s2091784,,50
1696250453947,0.56469727,0.047790527,0.81463623,-0.46875,-0.5625,0.0,Respeck,Lying down right,-1,s2091784,,51
1696250453987,0.5744629,0.05340576,0.8109741,-0.296875,-0.796875,-0.03125,Respeck,Lying down right,-1,s2091784,,52
1696250454027,0.56396484,0.04168701,0.8131714,-0.453125,-0.78125,0.15625,Respeck,Lying down right,-1,s2091784,,53
1696250454067,0.5715332,0.038024902,0.8366089,0.453125,-1.234375,-0.3125,Respeck,Lying down right,-1,s2091784,,54
1696250454107,0.5744629,0.051696777,0.81903076,-0.25,-0.421875,0.046875,Respeck,Lying down right,-1,s2091784,,55
1696250454147,0.5727539,0.047302246,0.81073,-0.421875,-0.796875,-0.15625,Respeck,Lying down right,-1,s2091784,,56
1696250454187,0.5632324,0.046081543,0.82318115,-1.015625,-0.90625,-0.359375,Respeck,Lying down right,-1,s2091784,,57
1696250454227,0.56469727,0.047302246,0.8209839,-0.734375,-1.0,-0.34375,Respeck,Lying down right,-1,s2091784,,58
1696250454267,0.5690918,0.051940918,0.8161011,0.09375,-1.09375,-0.34375,Respeck,Lying down right,-1,s2091784,,59
1696250454307,0.5649414,0.050231934,0.8121948,-0.515625,-1.46875,-0.125,Respeck,Lying down right,-1,s2091784,,60
1696250454347,0.5600586,0.04168701,0.82562256,-0.234375,-1.4375,-0.140625,Respeck,Lying down right,-1,s2091784,,61
1696250454387,0.55615234,0.049743652,0.82196045,-0.984375,-0.671875,0.125,Respeck,Lying down right,-1,s2091784,,62
1696250454427,0.55493164,0.05291748,0.8241577,0.25,-1.15625,0.234375,Respeck,Lying down right,-1,s2091784,,63
1696250454467,0.55859375,0.054626465,0.81243896,-0.21875,-0.40625,0.15625,Respeck,Lying down right,-1,s2091784,,64
1696250454507,0.5541992,0.04876709,0.81243896,-0.171875,-1.03125,-0.078125,Respeck,Lying down right,-1,s2091784,,65
1696250454547,0.5554199,0.04876709,0.8253784,0.328125,-1.390625,-0.328125,Respeck,Lying down right,-1,s2091784,,66
1696250454587,0.56347656,0.040222168,0.8336792,0.828125,-1.46875,-0.46875,Respeck,Lying down right,-1,s2091784,,67
1696250454627,0.56884766,0.043395996,0.84051514,0.09375,-0.140625,-0.296875,Respeck,Lying down right,-1,s2091784,,68
1696250454667,0.5541992,0.04168701,0.82733154,-0.953125,-0.125,-0.265625,Respeck,Lying down right,-1,s2091784,,69
1696250454707,0.5563965,0.042663574,0.8119507,-1.34375,0.0,-0.125,Respeck,Lying down right,-1,s2091784,,70
1696250454747,0.5605469,0.048034668,0.8197632,-0.203125,-0.65625,-0.34375,Respeck,Lying down right,-1,s2091784,,71
1696250454787,0.56689453,0.05657959,0.8234253,-0.390625,-0.484375,0.109375,Respeck,Lying down right,-1,s2091784,,72
1696250454827,0.56103516,0.051696777,0.8095093,-1.453125,-0.265625,0.234375,Respeck,Lying down right,-1,s2091784,,73
1696250454867,0.5498047,0.04437256,0.81707764,-1.1875,-0.046875,0.046875,Respeck,Lying down right,-1,s2091784,,74
1696250454907,0.55322266,0.03656006,0.83929443,0.265625,-1.640625,-0.140625,Respeck,Lying down right,-1,s2091784,,75
1696250454947,0.560791,0.04486084,0.82733154,-0.34375,-0.4375,-0.046875,Respeck,Lying down right,-1,s2091784,,76
1696250454987,0.5541992,0.051452637,0.8187866,-0.109375,-0.75,0.03125,Respeck,Lying down right,-1,s2091784,,77
1696250455027,0.560791,0.04510498,0.8239136,-1.25,-0.296875,-0.21875,Respeck,Lying down right,-1,s2091784,,78
1696250455067,0.55810547,0.044128418,0.81781006,-1.0,-0.203125,-0.28125,Respeck,Lying down right,-1,s2091784,,79
1696250455107,0.55737305,0.051208496,0.8148804,0.09375,-0.859375,-0.1875,Respeck,Lying down right,-1,s2091784,,80
1696250455147,0.55859375,0.046569824,0.8187866,0.015625,-1.015625,-0.1875,Respeck,Lying down right,-1,s2091784,,81
1696250455187,0.56152344,0.055603027,0.82855225,0.4375,-1.625,-0.34375,Respeck,Lying down right,-1,s2091784,,82
1696250455227,0.5661621,0.041931152,0.84124756,0.609375,-1.0625,-0.125,Respeck,Lying down right,-1,s2091784,,83
1696250455267,0.5632324,0.04534912,0.82489014,-0.296875,-0.859375,0.203125,Respeck,Lying down right,-1,s2091784,,84
1696250455307,0.55737305,0.042663574,0.81781006,-0.390625,-0.5625,-0.203125,Respeck,Lying down right,-1,s2091784,,85
1696250455347,0.5510254,0.046569824,0.8139038,-0.875,-1.140625,-0.0625,Respeck,Lying down right,-1,s2091784,,86
1696250455387,0.5600586,0.04168701,0.826355,-0.34375,-1.71875,-0.203125,Respeck,Lying down right,-1,s2091784,,87
1696250455427,0.5612793,0.04119873,0.8348999,0.515625,-1.3125,-0.09375,Respeck,Lying down right,-1,s2091784,,88
1696250455467,0.54907227,0.049987793,0.8331909,-0.40625,-0.421875,-0.28125,Respeck,Lying down right,-1,s2091784,,89
1696250455507,0.54345703,0.038757324,0.8278198,-1.046875,0.03125,0.0625,Respeck,Lying down right,-1,s2091784,,90
1696250455547,0.5534668,0.043884277,0.82611084,-0.015625,-1.4375,-0.25,Respeck,Lying down right,-1,s2091784,,91
1696250455587,0.55371094,0.042175293,0.8270874,-0.015625,-0.171875,-0.171875,Respeck,Lying down right,-1,s2091784,,92
1696250455627,0.5605469,0.048034668,0.8287964,-0.375,-1.171875,0.078125,Respeck,Lying down right,-1,s2091784,,93
1696250455667,0.55566406,0.04071045,0.8234253,-0.265625,-0.4375,-0.0625,Respeck,Lying down right,-1,s2091784,,94
1696250455707,0.5559082,0.03778076,0.8295288,-1.015625,-0.765625,-0.234375,Respeck,Lying down right,-1,s2091784,,95
1696250455747,0.5534668,0.031433105,0.8395386,0.578125,-1.453125,-0.125,Respeck,Lying down right,-1,s2091784,,96
1696250455787,0.5571289,0.050476074,0.83026123,-0.578125,-0.765625,0.03125,Respeck,Lying down right,-1,s2091784,,97
1696250455827,0.5449219,0.05218506,0.81781006,-0.625,-0.21875,0.234375,Respeck,Lying down right,-1,s2091784,,98
1696250455867,0.5498047,0.050231934,0.82318115,-0.671875,-0.609375,-0.296875,Respeck,Lying down right,-1,s2091784,,99
1696250455907,0.54711914,0.042175293,0.82928467,-0.3125,-1.390625,-0.234375,Respeck,Lying down right,-1,s2091784,,100
1696250455947,0.55322266,0.042663574,0.83636475,0.8125,-1.53125,-0.078125,Respeck,Lying down right,-1,s2091784,,101
1696250455987,0.5600586,0.035827637,0.8336792,-0.21875,-0.859375,-0.40625,Respeck,Lying down right,-1,s2091784,,102
1696250456027,0.5541992,0.04559326,0.83270264,-0.421875,-0.90625,-0.03125,Respeck,Lying down right,-1,s2091784,,103
1696250456067,0.5444336,0.043151855,0.8329468,-0.25,0.015625,0.140625,Respeck,Lying down right,-1,s2091784,,104
1696250456107,0.5554199,0.04168701,0.83148193,0.09375,-0.640625,0.125,Respeck,Lying down right,-1,s2091784,,105
1696250456147,0.54785156,0.04071045,0.82318115,-0.515625,-0.359375,-0.046875,Respeck,Lying down right,-1,s2091784,,106
