timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes
1696245876467,0.24023438,-0.92974854,0.1786499,-8.59375,5.40625,-4.0625,Respeck,Standing,-1,s2091784,
1696245876516,0.16357422,-0.96099854,0.14349365,-1.890625,3.4375,-2.171875,Respeck,Standing,-1,s2091784,
1696245876544,0.171875,-0.98443604,0.13104248,-1.53125,1.890625,-0.796875,Respeck,Standing,-1,s2091784,
1696245876588,0.22338867,-0.94537354,0.14056396,-1.609375,-0.0625,1.359375,Respeck,Standing,-1,s2091784,
1696245876633,0.21899414,-0.9468384,0.15545654,-1.59375,-0.5,1.234375,Respeck,Standing,-1,s2091784,
1696245876663,0.18701172,-0.9680786,0.1618042,-0.3125,-1.328125,0.234375,Respeck,Standing,-1,s2091784,
1696245876708,0.16577148,-0.9807739,0.13616943,-0.546875,0.375,0.828125,Respeck,Standing,-1,s2091784,
1696245876753,0.20043945,-0.94781494,0.17254639,4.03125,-0.28125,1.9375,Respeck,Standing,-1,s2091784,
1696245876783,0.19873047,-0.95977783,0.15130615,3.1875,-2.125,2.75,Respeck,Standing,-1,s2091784,
1696245876828,0.18164062,-0.975647,0.13885498,-0.859375,-1.75,1.734375,Respeck,Standing,-1,s2091784,
1696245876873,0.20629883,-0.96295166,0.15740967,3.875,-0.4375,1.984375,Respeck,Standing,-1,s2091784,
1696245876903,0.24169922,-0.98028564,0.13983154,1.28125,-1.296875,1.328125,Respeck,Standing,-1,s2091784,
1696245876948,0.24169922,-0.9602661,0.13885498,2.65625,-1.640625,-0.015625,Respeck,Standing,-1,s2091784,
1696245876993,0.22070312,-0.958313,0.14202881,-0.640625,-2.4375,-0.25,Respeck,Standing,-1,s2091784,
1696245877023,0.19946289,-0.96221924,0.13690186,0.625,-1.765625,-0.140625,Respeck,Standing,-1,s2091784,
1696245877068,0.20532227,-0.9651489,0.13323975,1.640625,-4.25,0.78125,Respeck,Standing,-1,s2091784,
1696245877114,0.21533203,-0.9697876,0.14715576,2.359375,-2.6875,0.9375,Respeck,Standing,-1,s2091784,
1696245877143,0.21582031,-0.9631958,0.1281128,0.734375,-2.703125,-0.015625,Respeck,Standing,-1,s2091784,
1696245877188,0.20532227,-0.95635986,0.1383667,2.90625,-2.0,0.015625,Respeck,Standing,-1,s2091784,
1696245877233,0.21728516,-0.97003174,0.12615967,2.40625,-2.09375,0.234375,Respeck,Standing,-1,s2091784,
1696245877263,0.2253418,-0.9573364,0.121032715,1.484375,-2.390625,0.515625,Respeck,Standing,-1,s2091784,
1696245877308,0.2241211,-0.96710205,0.124938965,0.359375,-1.890625,0.203125,Respeck,Standing,-1,s2091784,
1696245877338,0.21191406,-0.9570923,0.1293335,2.328125,-1.828125,0.703125,Respeck,Standing,-1,s2091784,
1696245877383,0.21435547,-0.9627075,0.11883545,2.140625,-1.796875,0.71875,Respeck,Standing,-1,s2091784,
1696245877428,0.20800781,-0.9585571,0.1149292,2.078125,-1.171875,0.84375,Respeck,Standing,-1,s2091784,
1696245877458,0.21142578,-0.96710205,0.1239624,1.53125,-0.890625,0.5625,Respeck,Standing,-1,s2091784,
1696245877503,0.21166992,-0.9780884,0.1383667,0.015625,-0.96875,0.765625,Respeck,Standing,-1,s2091784,
1696245877548,0.22631836,-0.9607544,0.1227417,2.1875,-1.015625,0.609375,Respeck,Standing,-1,s2091784,
1696245877578,0.2211914,-0.9656372,0.11004639,-2.03125,-1.203125,-0.234375,Respeck,Standing,-1,s2091784,
1696245877623,0.2175293,-0.9627075,0.11517334,0.6875,-1.140625,0.0,Respeck,Standing,-1,s2091784,
1696245877668,0.22167969,-0.9717407,0.11541748,-0.9375,-0.71875,0.25,Respeck,Standing,-1,s2091784,
1696245877698,0.22509766,-0.9590454,0.11224365,0.0625,-0.453125,0.390625,Respeck,Standing,-1,s2091784,
1696245877743,0.2290039,-0.95440674,0.11126709,-1.578125,-1.15625,-0.03125,Respeck,Standing,-1,s2091784,
1696245877788,0.21289062,-0.9614868,0.11859131,-1.53125,-1.140625,-0.125,Respeck,Standing,-1,s2091784,
1696245877818,0.2133789,-0.9636841,0.11541748,-1.890625,-0.734375,0.296875,Respeck,Standing,-1,s2091784,
1696245877864,0.21679688,-0.9678345,0.11932373,-2.40625,-1.125,0.234375,Respeck,Standing,-1,s2091784,
1696245877908,0.21289062,-0.9585571,0.1281128,-2.78125,-0.171875,-0.21875,Respeck,Standing,-1,s2091784,
1696245877938,0.2211914,-0.9649048,0.12786865,-3.609375,-0.375,-0.421875,Respeck,Standing,-1,s2091784,
1696245877983,0.22387695,-0.9668579,0.12640381,-4.78125,-0.203125,-0.828125,Respeck,Standing,-1,s2091784,
1696245878028,0.22167969,-0.9612427,0.14447021,-3.171875,-0.15625,-1.125,Respeck,Standing,-1,s2091784,
1696245878058,0.22167969,-0.9607544,0.14227295,-2.625,0.546875,-0.546875,Respeck,Standing,-1,s2091784,
1696245878104,0.22045898,-0.9573364,0.13568115,-3.390625,-0.5,-0.21875,Respeck,Standing,-1,s2091784,
1696245878135,0.22338867,-0.9602661,0.15203857,-2.90625,0.53125,-0.8125,Respeck,Standing,-1,s2091784,
1696245878178,0.22558594,-0.9607544,0.15252686,-1.484375,-0.21875,-0.703125,Respeck,Standing,-1,s2091784,
1696245878223,0.20336914,-0.9505005,0.14178467,-3.40625,-0.71875,-0.4375,Respeck,Standing,-1,s2091784,
1696245878254,0.20776367,-0.9522095,0.15716553,-2.625,0.015625,0.21875,Respeck,Standing,-1,s2091784,
1696245878298,0.21533203,-0.9649048,0.16204834,-2.484375,0.234375,-0.015625,Respeck,Standing,-1,s2091784,
1696245878343,0.22241211,-0.9685669,0.15838623,-3.125,0.375,-0.515625,Respeck,Standing,-1,s2091784,
1696245878374,0.2199707,-0.95391846,0.16766357,-1.3125,0.5,-0.15625,Respeck,Standing,-1,s2091784,
1696245878419,0.21386719,-0.9468384,0.1593628,-3.984375,1.15625,-1.140625,Respeck,Standing,-1,s2091784,
1696245878463,0.2019043,-0.9602661,0.1774292,-2.9375,0.484375,-0.15625,Respeck,Standing,-1,s2091784,
1696245878495,0.21289062,-0.9697876,0.1774292,-2.59375,0.609375,-0.03125,Respeck,Standing,-1,s2091784,
1696245878538,0.2253418,-0.9534302,0.16693115,-1.984375,0.421875,-0.21875,Respeck,Standing,-1,s2091784,
1696245878584,0.22143555,-0.9512329,0.17303467,-1.875,0.875,-0.171875,Respeck,Standing,-1,s2091784,
1696245878617,0.2121582,-0.95025635,0.17645264,-2.296875,0.5,-0.34375,Respeck,Standing,-1,s2091784,
1696245878661,0.21142578,-0.9585571,0.17034912,-2.234375,0.296875,-0.5,Respeck,Standing,-1,s2091784,
