timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes
1696250835504,0.096191406,-0.046936035,-0.9949341,-0.203125,-0.5,-0.078125,Respeck,Lying down on stomach,-1,s2091784,
1696250835550,0.099609375,-0.055480957,-0.9993286,-0.234375,-0.359375,-0.125,Respeck,Lying down on stomach,-1,s2091784,
1696250835595,0.10058594,-0.051818848,-1.0032349,-0.484375,-0.53125,-0.046875,Respeck,Lying down on stomach,-1,s2091784,
1696250835625,0.095703125,-0.05718994,-0.9951782,-0.140625,-0.8125,-0.015625,Respeck,Lying down on stomach,-1,s2091784,
1696250835671,0.09375,-0.051574707,-0.9937134,-0.0625,-0.78125,-0.046875,Respeck,Lying down on stomach,-1,s2091784,
1696250835715,0.09838867,-0.051086426,-1.0046997,-0.5,-0.8125,-0.078125,Respeck,Lying down on stomach,-1,s2091784,
1696250835748,0.09692383,-0.061828613,-0.9968872,-0.40625,-0.625,-0.171875,Respeck,Lying down on stomach,-1,s2091784,
1696250835790,0.10083008,-0.054016113,-1.0049438,-0.671875,-0.609375,-0.03125,Respeck,Lying down on stomach,-1,s2091784,
1696250835822,0.10180664,-0.05255127,-0.99298096,-0.296875,-0.78125,-0.015625,Respeck,Lying down on stomach,-1,s2091784,
1696250835866,0.10595703,-0.04888916,-0.99713135,-0.40625,-0.46875,-0.09375,Respeck,Lying down on stomach,-1,s2091784,
1696250835910,0.10058594,-0.054992676,-0.99420166,-0.4375,-0.515625,-0.03125,Respeck,Lying down on stomach,-1,s2091784,
1696250835940,0.10253906,-0.050109863,-1.0015259,-0.515625,-0.515625,-0.125,Respeck,Lying down on stomach,-1,s2091784,
1696250835985,0.099365234,-0.058166504,-0.99884033,-0.0625,-0.484375,0.0,Respeck,Lying down on stomach,-1,s2091784,
1696250836030,0.10131836,-0.05255127,-0.99664307,0.125,-0.90625,-0.046875,Respeck,Lying down on stomach,-1,s2091784,
1696250836060,0.095214844,-0.050598145,-0.9990845,-0.21875,-0.65625,0.0,Respeck,Lying down on stomach,-1,s2091784,
1696250836106,0.10180664,-0.0491333,-0.9968872,-0.421875,-0.828125,-0.15625,Respeck,Lying down on stomach,-1,s2091784,
1696250836150,0.1003418,-0.054504395,-0.9998169,-0.484375,-1.234375,-0.140625,Respeck,Lying down on stomach,-1,s2091784,
1696250836183,0.099609375,-0.050109863,-1.0064087,-0.828125,-1.046875,-0.1875,Respeck,Lying down on stomach,-1,s2091784,
1696250836226,0.106933594,-0.055480957,-0.9920044,-0.453125,-1.109375,-0.21875,Respeck,Lying down on stomach,-1,s2091784,
1696250836270,0.10424805,-0.046447754,-1.006897,-0.984375,-1.0625,-0.21875,Respeck,Lying down on stomach,-1,s2091784,
1696250836300,0.10253906,-0.05328369,-0.9932251,-0.84375,-1.234375,-0.046875,Respeck,Lying down on stomach,-1,s2091784,
1696250836345,0.107910156,-0.04937744,-0.99786377,-0.984375,-1.046875,-0.046875,Respeck,Lying down on stomach,-1,s2091784,
1696250836390,0.10522461,-0.05230713,-1.0015259,-1.03125,-0.90625,-0.109375,Respeck,Lying down on stomach,-1,s2091784,
1696250836420,0.11230469,-0.05645752,-1.0076294,-1.171875,-1.015625,-0.046875,Respeck,Lying down on stomach,-1,s2091784,
1696250836465,0.11010742,-0.059143066,-1.0110474,-0.8125,-0.375,-0.140625,Respeck,Lying down on stomach,-1,s2091784,
1696250836510,0.10644531,-0.054260254,-0.97906494,0.09375,0.234375,0.03125,Respeck,Lying down on stomach,-1,s2091784,
1696250836543,0.09814453,-0.054016113,-0.9758911,1.296875,-0.65625,0.0,Respeck,Lying down on stomach,-1,s2091784,
1696250836585,0.10961914,-0.050598145,-1.0078735,0.59375,-0.578125,-0.078125,Respeck,Lying down on stomach,-1,s2091784,
1696250836616,0.1081543,-0.054504395,-1.0125122,-0.9375,-0.546875,-0.03125,Respeck,Lying down on stomach,-1,s2091784,
1696250836661,0.11035156,-0.05303955,-0.9998169,-0.796875,-0.359375,-0.0625,Respeck,Lying down on stomach,-1,s2091784,
1696250836705,0.1015625,-0.04864502,-0.9920044,-0.703125,-0.46875,-0.125,Respeck,Lying down on stomach,-1,s2091784,
1696250836735,0.103515625,-0.05230713,-0.987854,-0.578125,-0.453125,-0.1875,Respeck,Lying down on stomach,-1,s2091784,
1696250836780,0.10546875,-0.054992676,-0.991272,0.09375,-0.65625,0.09375,Respeck,Lying down on stomach,-1,s2091784,
1696250836825,0.10620117,-0.049621582,-0.9990845,-0.078125,-0.5625,-0.0625,Respeck,Lying down on stomach,-1,s2091784,
1696250836858,0.10546875,-0.05718994,-1.0105591,-0.46875,-0.46875,-0.09375,Respeck,Lying down on stomach,-1,s2091784,
