timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
1696249063638,-0.94555664,-0.13092041,-0.3032837,-0.703125,0.28125,-0.03125,Respeck,Lying down on left,-1,s2091784,,46
1696249063678,-0.95751953,-0.12921143,-0.30889893,-0.9375,0.125,-0.046875,Respeck,Lying down on left,-1,s2091784,,47
1696249063718,-0.9499512,-0.13067627,-0.30596924,0.234375,0.265625,-0.234375,Respeck,Lying down on left,-1,s2091784,,48
1696249063758,-0.97314453,-0.12774658,-0.32037354,-0.078125,0.0625,-0.3125,Respeck,Lying down on left,-1,s2091784,,49
1696249063798,-0.9523926,-0.12310791,-0.28082275,0.953125,1.453125,-0.25,Respeck,Lying down on left,-1,s2091784,,50
1696249063838,-0.9489746,-0.13140869,-0.302063,-0.265625,0.578125,-0.4375,Respeck,Lying down on left,-1,s2091784,,51
1696249063878,-0.97387695,-0.11651611,-0.3110962,-0.578125,-0.46875,-0.15625,Respeck,Lying down on left,-1,s2091784,,52
1696249063918,-0.9543457,-0.11480713,-0.31793213,0.125,1.890625,0.09375,Respeck,Lying down on left,-1,s2091784,,53
1696249063958,-0.93530273,-0.11431885,-0.29888916,-0.5,7.265625,0.6875,Respeck,Lying down on left,-1,s2091784,,54
1696249063998,-0.95532227,-0.14434814,-0.24517822,2.59375,6.796875,1.125,Respeck,Lying down on left,-1,s2091784,,55
1696249064038,-0.9812012,-0.15362549,-0.3032837,-0.140625,2.484375,0.875,Respeck,Lying down on left,-1,s2091784,,56
1696249064078,-1.0024414,-0.12750244,-0.3196411,-1.53125,1.15625,-1.03125,Respeck,Lying down on left,-1,s2091784,,57
1696249064118,-0.9628906,-0.12042236,-0.28302002,0.203125,2.984375,-1.890625,Respeck,Lying down on left,-1,s2091784,,58
1696249064158,-0.9628906,-0.12237549,-0.22052002,0.421875,5.03125,-0.328125,Respeck,Lying down on left,-1,s2091784,,59
1696249064198,-0.96899414,-0.11260986,-0.25299072,0.28125,2.828125,0.15625,Respeck,Lying down on left,-1,s2091784,,60
1696249064238,-0.9836426,-0.101135254,-0.27227783,0.390625,3.484375,0.65625,Respeck,Lying down on left,-1,s2091784,,61
1696249064278,-0.97387695,-0.13238525,-0.25079346,0.90625,3.46875,0.859375,Respeck,Lying down on left,-1,s2091784,,62
1696249064318,-0.9772949,-0.13702393,-0.24273682,0.171875,2.921875,0.078125,Respeck,Lying down on left,-1,s2091784,,63
1696249064358,-0.9772949,-0.12432861,-0.26348877,-2.125,2.984375,-0.484375,Respeck,Lying down on left,-1,s2091784,,64
1696249064398,-0.9824219,-0.120910645,-0.206604,1.296875,4.0,-0.453125,Respeck,Lying down on left,-1,s2091784,,65
1696249064438,-0.98339844,-0.121398926,-0.22174072,2.0,3.0,-0.171875,Respeck,Lying down on left,-1,s2091784,,66
1696249064478,-0.99194336,-0.117004395,-0.24127197,-0.75,2.0625,-0.3125,Respeck,Lying down on left,-1,s2091784,,67
1696249064518,-0.97680664,-0.12017822,-0.22613525,0.09375,2.59375,0.0,Respeck,Lying down on left,-1,s2091784,,68
1696249064558,-0.96875,-0.11553955,-0.222229,-0.015625,3.34375,0.078125,Respeck,Lying down on left,-1,s2091784,,69
1696249064598,-0.9868164,-0.12335205,-0.21026611,-0.078125,3.21875,0.234375,Respeck,Lying down on left,-1,s2091784,,70
