timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes
1696246199304,-0.045898438,-0.16601562,-0.99121094,-0.21875,0.0,-0.0625,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199351,-0.051757812,-0.16113281,-0.99316406,-0.21875,0.15625,0.0,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199417,-0.053710938,-0.17089844,-0.9921875,-0.34375,0.15625,-0.1875,-39.4375,-31.625,-153.8125,Thingy,Lying down right,-1,s2091784,
1696246199422,-0.05078125,-0.16308594,-1.0058594,-0.28125,0.0625,-0.0625,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199462,-0.055664062,-0.16015625,-0.98339844,-0.34375,-0.0625,0.0,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199496,-0.053710938,-0.16699219,-0.9794922,-0.15625,-0.0625,0.0,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199541,-0.048828125,-0.16113281,-0.984375,-0.09375,0.0,0.0,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199574,-0.045898438,-0.15820312,-0.984375,0.03125,-0.0625,0.0,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199620,-0.049804688,-0.17285156,-0.9824219,-0.03125,-0.125,-0.0625,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199664,-0.0546875,-0.16601562,-1.0048828,-0.03125,-0.125,0.0,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199710,-0.05859375,-0.16601562,-0.9941406,0.09375,-0.1875,0.0,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199733,-0.0546875,-0.16503906,-0.9970703,-0.09375,0.0,-0.0625,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199778,-0.055664062,-0.15722656,-0.9902344,-0.09375,0.0625,0.0,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199823,-0.047851562,-0.16308594,-0.99121094,-0.34375,-0.0625,0.0625,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199856,-0.053710938,-0.16699219,-1.0019531,-0.28125,-0.0625,0.0625,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199901,-0.051757812,-0.16699219,-1.0,-0.15625,-0.0625,0.0,-38.6875,-32.8125,-155.625,Thingy,Lying down right,-1,s2091784,
1696246199934,-0.055664062,-0.16503906,-0.9863281,-0.03125,0.0625,0.0,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246199980,-0.056640625,-0.16210938,-0.99609375,-0.03125,-0.1875,-0.125,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246200024,-0.055664062,-0.15722656,-0.9921875,-0.03125,-0.0625,-0.125,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246200070,-0.056640625,-0.17578125,-0.98828125,0.09375,-0.1875,-0.0625,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246200092,-0.057617188,-0.16015625,-0.98535156,0.03125,-0.125,0.0,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246200139,-0.053710938,-0.1640625,-0.9921875,-0.09375,-0.0625,-0.0625,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246200182,-0.049804688,-0.1640625,-1.0,-0.21875,-0.125,0.0625,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246200216,-0.046875,-0.16308594,-0.98828125,-0.15625,-0.125,-0.0625,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246200260,-0.053710938,-0.16503906,-0.9824219,-0.21875,-0.125,0.0625,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246200294,-0.053710938,-0.15820312,-0.9814453,-0.15625,0.0625,-0.125,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
1696246200340,-0.046875,-0.16601562,-0.9902344,-0.21875,-0.0625,0.0,0.0,0.0,0.0,Thingy,Lying down right,-1,s2091784,
