timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
1696250278364,-0.026855469,-1.0032349,0.02142334,-0.1875,-0.84375,-0.171875,Respeck,Standing,-1,s2091784,,46
1696250278404,-0.021484375,-0.99298096,0.015075684,-1.328125,0.140625,-0.328125,Respeck,Standing,-1,s2091784,,47
1696250278444,-0.026367188,-0.9871216,0.018737793,-0.8125,-0.734375,-0.1875,Respeck,Standing,-1,s2091784,,48
1696250278484,-0.026611328,-0.9834595,0.012634277,-1.546875,-0.984375,-0.421875,Respeck,Standing,-1,s2091784,,49
1696250278524,-0.038330078,-1.0005493,0.04119873,-0.0625,-0.796875,-0.1875,Respeck,Standing,-1,s2091784,,50
1696250278564,-0.030029297,-0.99957275,0.028015137,-1.234375,-0.390625,-0.125,Respeck,Standing,-1,s2091784,,51
1696250278604,-0.031982422,-0.9998169,0.020690918,-1.484375,-0.46875,-0.25,Respeck,Standing,-1,s2091784,,52
1696250278644,-0.03491211,-0.9898071,0.026062012,-0.65625,-0.59375,-0.296875,Respeck,Standing,-1,s2091784,,53
1696250278684,-0.029052734,-0.9990845,0.031677246,-0.375,-0.828125,-0.046875,Respeck,Standing,-1,s2091784,,54
1696250278724,-0.032226562,-0.99957275,0.027526855,-1.234375,-0.921875,-0.171875,Respeck,Standing,-1,s2091784,,55
1696250278764,-0.041015625,-0.99542236,0.025817871,-0.8125,-1.390625,-0.171875,Respeck,Standing,-1,s2091784,,56
1696250278804,-0.036865234,-0.987854,0.025817871,-0.609375,-1.1875,-0.390625,Respeck,Standing,-1,s2091784,,57
1696250278844,-0.036865234,-0.987854,0.028747559,-0.65625,-1.515625,-0.4375,Respeck,Standing,-1,s2091784,,58
1696250278884,-0.037353516,-0.9951782,0.027038574,0.015625,-1.265625,-0.21875,Respeck,Standing,-1,s2091784,,59
1696250278924,-0.0390625,-0.9963989,0.027038574,0.078125,-1.53125,-0.296875,Respeck,Standing,-1,s2091784,,60
1696250278964,-0.032470703,-0.98809814,0.026306152,0.359375,-1.15625,-0.265625,Respeck,Standing,-1,s2091784,,61
1696250279004,-0.03173828,-0.9968872,0.028259277,-0.390625,-1.046875,-0.28125,Respeck,Standing,-1,s2091784,,62
1696250279044,-0.029296875,-0.99420166,0.015319824,0.015625,-0.40625,-0.1875,Respeck,Standing,-1,s2091784,,63
1696250279084,-0.035888672,-0.9976196,0.030944824,-0.125,-0.734375,0.390625,Respeck,Standing,-1,s2091784,,64
1696250279124,-0.041015625,-0.9973755,0.03363037,0.8125,0.0625,0.21875,Respeck,Standing,-1,s2091784,,65
1696250279164,-0.030517578,-0.9951782,0.01751709,-0.75,0.046875,-0.171875,Respeck,Standing,-1,s2091784,,66
1696250279204,-0.032958984,-0.99786377,0.022888184,-0.46875,0.09375,-0.203125,Respeck,Standing,-1,s2091784,,67
1696250279244,-0.03173828,-1.0015259,0.025817871,-0.5,0.59375,0.09375,Respeck,Standing,-1,s2091784,,68
1696250279284,-0.029296875,-0.99298096,0.008972168,-0.75,0.28125,0.140625,Respeck,Standing,-1,s2091784,,69
1696250279324,-0.033935547,-0.9993286,0.02142334,-0.703125,-0.4375,-0.265625,Respeck,Standing,-1,s2091784,,70
1696250279364,-0.03491211,-0.99786377,0.035339355,-0.703125,-0.15625,0.0,Respeck,Standing,-1,s2091784,,71
1696250279404,-0.03540039,-1.000061,0.02532959,-0.859375,-0.3125,0.15625,Respeck,Standing,-1,s2091784,,72
1696250279444,-0.030517578,-1.0010376,0.018249512,-1.15625,0.046875,-0.0625,Respeck,Standing,-1,s2091784,,73
1696250279484,-0.040039062,-1.0025024,0.027770996,-0.671875,0.265625,-0.3125,Respeck,Standing,-1,s2091784,,74
1696250279524,-0.037597656,-0.9973755,0.028747559,-1.078125,0.5625,-0.34375,Respeck,Standing,-1,s2091784,,75
1696250279564,-0.036376953,-0.9927368,0.023376465,-1.421875,0.359375,-0.171875,Respeck,Standing,-1,s2091784,,76
1696250279604,-0.032714844,-0.99713135,0.026306152,-1.59375,-0.578125,0.015625,Respeck,Standing,-1,s2091784,,77
1696250279644,-0.02319336,-0.9834595,0.015319824,-2.09375,0.453125,-0.078125,Respeck,Standing,-1,s2091784,,78
1696250279684,-0.033447266,-0.9907837,0.031677246,-1.125,0.140625,-0.203125,Respeck,Standing,-1,s2091784,,79
1696250279724,-0.041992188,-0.9951782,0.038513184,-0.34375,0.0,0.171875,Respeck,Standing,-1,s2091784,,80
1696250279764,-0.033447266,-0.9937134,0.016052246,-1.390625,0.015625,-0.0625,Respeck,Standing,-1,s2091784,,81
1696250279804,-0.029052734,-0.9949341,0.02508545,-1.203125,-1.078125,-0.328125,Respeck,Standing,-1,s2091784,,82
1696250279844,-0.033935547,-0.9985962,0.039001465,-0.28125,-0.9375,-0.265625,Respeck,Standing,-1,s2091784,,83
1696250279884,-0.028808594,-1.0012817,0.026794434,-1.328125,0.0,-0.328125,Respeck,Standing,-1,s2091784,,84
1696250279924,-0.03149414,-0.987854,0.031921387,-1.765625,-0.046875,-0.96875,Respeck,Standing,-1,s2091784,,85
1696250279964,-0.032958984,-0.99102783,0.047302246,-0.34375,-1.203125,-0.375,Respeck,Standing,-1,s2091784,,86
1696250280004,-0.03881836,-0.99835205,0.034851074,-1.921875,-0.15625,-0.046875,Respeck,Standing,-1,s2091784,,87
1696250280044,-0.0234375,-1.0176392,0.027770996,-1.671875,2.5,-1.53125,Respeck,Standing,-1,s2091784,,88
1696250280084,-0.041015625,-0.989563,0.03704834,-1.203125,3.90625,-2.40625,Respeck,Standing,-1,s2091784,,89
1696250280124,-0.059326172,-0.99346924,0.049743652,-0.96875,1.125,-0.921875,Respeck,Standing,-1,s2091784,,90
1696250280164,-0.036132812,-0.97491455,0.050964355,-1.171875,0.203125,-1.046875,Respeck,Standing,-1,s2091784,,91
1696250280204,-0.035888672,-0.9907837,0.046325684,-0.578125,-0.421875,-0.796875,Respeck,Standing,-1,s2091784,,92
1696250280244,-0.048095703,-1.0003052,0.04095459,-0.984375,-0.203125,-0.453125,Respeck,Standing,-1,s2091784,,93
1696250280284,-0.05419922,-0.99664307,0.050476074,-0.234375,-0.828125,0.203125,Respeck,Standing,-1,s2091784,,94
1696250280324,-0.04638672,-0.9973755,0.054138184,-0.0625,-0.328125,-0.140625,Respeck,Standing,-1,s2091784,,95
1696250280364,-0.03173828,-0.99542236,0.038757324,-1.1875,-1.109375,-0.5,Respeck,Standing,-1,s2091784,,96
1696250280404,-0.038085938,-1.003479,0.036071777,-0.921875,-1.234375,-0.234375,Respeck,Standing,-1,s2091784,,97
1696250280444,-0.043945312,-0.9907837,0.0446167,-0.46875,-0.140625,0.28125,Respeck,Standing,-1,s2091784,,98
1696250280484,-0.053466797,-1.0020142,0.04168701,-0.796875,-1.15625,-0.1875,Respeck,Standing,-1,s2091784,,99
1696250280524,-0.049560547,-0.9990845,0.0524292,-1.03125,-1.5,-0.609375,Respeck,Standing,-1,s2091784,,100
1696250280564,-0.04272461,-0.9866333,0.051208496,-0.140625,-0.6875,-0.046875,Respeck,Standing,-1,s2091784,,101
1696250280604,-0.043945312,-1.0005493,0.043640137,-0.953125,-0.28125,-0.140625,Respeck,Standing,-1,s2091784,,102
1696250280644,-0.041748047,-0.9956665,0.034851074,-0.890625,-1.109375,-0.765625,Respeck,Standing,-1,s2091784,,103
1696250280684,-0.045654297,-0.9956665,0.05731201,0.125,-0.796875,-1.109375,Respeck,Standing,-1,s2091784,,104
1696250280724,-0.04736328,-0.9937134,0.049743652,-0.84375,-0.5625,-0.390625,Respeck,Standing,-1,s2091784,,105
1696250280764,-0.04736328,-0.9846802,0.045837402,-1.21875,-0.9375,0.140625,Respeck,Standing,-1,s2091784,,106
1696250280804,-0.045410156,-0.99835205,0.050231934,0.125,0.71875,-0.75,Respeck,Standing,-1,s2091784,,107
1696250280844,-0.048828125,-1.0027466,0.030944824,-0.65625,0.34375,0.109375,Respeck,Standing,-1,s2091784,,108
1696250280884,-0.059570312,-0.99005127,0.04852295,0.1875,-0.796875,0.9375,Respeck,Standing,-1,s2091784,,109
1696250280924,-0.043701172,-1.0012817,0.061462402,-0.125,-0.59375,-0.609375,Respeck,Standing,-1,s2091784,,110
1696250280964,-0.037109375,-0.99786377,0.047546387,-2.40625,-1.65625,-0.953125,Respeck,Standing,-1,s2091784,,111
1696250281004,-0.046142578,-0.9968872,0.047058105,-1.390625,-0.578125,-0.5625,Respeck,Standing,-1,s2091784,,112
1696250281044,-0.053466797,-0.9993286,0.051208496,-0.359375,-0.796875,0.40625,Respeck,Standing,-1,s2091784,,113
1696250281084,-0.052246094,-0.9924927,0.0524292,-0.6875,-0.8125,0.109375,Respeck,Standing,-1,s2091784,,114
