timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
1696245988518,-0.62597656,0.0048828125,0.8076172,-0.28125,0.53125,0.15625,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,61
1696245988558,-0.6298828,0.0068359375,0.79003906,-0.46875,0.65625,0.09375,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,62
1696245988598,-0.64453125,0.0,0.79003906,0.125,0.90625,0.53125,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,63
1696245988638,-0.6357422,0.0078125,0.796875,-0.125,0.1875,0.09375,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,64
1696245988678,-0.6269531,-0.0029296875,0.7841797,-0.0625,-0.375,-0.28125,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,65
1696245988718,-0.6328125,0.0048828125,0.7890625,-0.0625,-0.25,-0.28125,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,66
1696245988758,-0.6347656,0.009765625,0.7890625,0.125,-0.4375,-0.21875,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,67
1696245988798,-0.6191406,0.0068359375,0.81152344,0.5,-0.6875,-0.03125,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,68
1696245988838,-0.61035156,0.0029296875,0.8076172,0.375,-0.5,-0.40625,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,69
1696245988878,-0.625,0.001953125,0.7871094,0.0,0.375,-0.75,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,70
1696245988918,-0.61035156,0.017578125,0.8125,0.25,0.46875,-0.5,-60.0,-6.125,-109.875,Thingy,Lying down on left,-1,s2091784,,71
1696245988958,-0.6201172,0.013671875,0.8203125,0.375,1.15625,0.09375,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,72
1696245988998,-0.6328125,0.0068359375,0.7949219,-0.125,1.15625,0.15625,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,73
1696245989038,-0.6298828,0.009765625,0.7910156,-0.0625,0.59375,0.15625,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,74
1696245989078,-0.6298828,0.005859375,0.78808594,0.375,0.53125,0.40625,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,75
1696245989118,-0.63183594,0.005859375,0.7949219,0.125,0.25,0.09375,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,76
1696245989158,-0.63378906,-0.005859375,0.78515625,0.4375,-0.1875,0.21875,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,77
1696245989198,-0.63378906,-0.01171875,0.7998047,0.1875,-0.25,0.09375,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,78
1696245989238,-0.62597656,0.0,0.7832031,-0.125,-0.375,-0.09375,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,79
1696245989278,-0.6298828,0.001953125,0.7910156,-0.0625,-0.3125,-0.5625,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,80
1696245989318,-0.6279297,0.009765625,0.80371094,0.0625,-0.0625,-0.21875,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,81
1696245989358,-0.62890625,0.0126953125,0.78808594,0.0,-0.125,-0.46875,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,82
1696245989398,-0.62597656,0.015625,0.7910156,0.125,-0.125,-0.28125,-62.375,-7.75,-111.0625,Thingy,Lying down on left,-1,s2091784,,83
1696245989438,-0.63183594,0.009765625,0.80078125,-0.125,0.0625,0.03125,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,84
1696245989478,-0.6308594,0.018554688,0.8144531,-0.0625,-0.3125,0.15625,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,85
1696245989518,-0.6220703,0.0009765625,0.79003906,0.3125,-0.125,0.78125,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,86
1696245989558,-0.6298828,-0.0029296875,0.79003906,-0.34375,-0.3125,0.28125,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,87
1696245989598,-0.6308594,0.0029296875,0.7988281,-0.65625,0.4375,-0.28125,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,88
1696245989638,-0.62597656,0.0146484375,0.8027344,-0.53125,0.125,0.03125,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,89
1696245989678,-0.6357422,0.00390625,0.7890625,0.0,0.0625,0.46875,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,90
1696245989718,-0.6308594,0.0048828125,0.7919922,-0.21875,-0.25,-0.15625,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,91
1696245989758,-0.6298828,0.0087890625,0.80371094,0.0625,-0.5,0.15625,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,92
1696245989798,-0.6230469,0.013671875,0.7988281,0.5625,-0.375,0.03125,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,93
1696245989838,-0.6269531,0.005859375,0.80078125,0.1875,-0.3125,-0.21875,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,94
1696245989878,-0.62109375,0.0029296875,0.8076172,-0.125,-0.25,-0.09375,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,95
1696245989918,-0.62109375,0.0048828125,0.8017578,-0.0625,-0.1875,0.09375,-59.875,-8.5,-109.25,Thingy,Lying down on left,-1,s2091784,,96
1696245989958,-0.62109375,0.0087890625,0.8027344,-0.0625,0.125,0.15625,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,97
1696245989998,-0.6279297,0.00390625,0.796875,-0.40625,0.0,0.15625,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,98
1696245990038,-0.62109375,0.015625,0.79296875,0.0625,-0.1875,0.21875,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,99
1696245990078,-0.625,0.0068359375,0.79589844,0.0,0.1875,0.03125,0.0,0.0,0.0,Thingy,Lying down on left,-1,s2091784,,100
