timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
1696245945110,-0.6894531,-0.3430786,-0.66070557,-0.375,0.390625,-0.125,Respeck,Lying down on left,-1,s2091784,,41
1696245945150,-0.68896484,-0.3255005,-0.6567993,0.203125,1.859375,-0.6875,Respeck,Lying down on left,-1,s2091784,,42
1696245945190,-0.69311523,-0.3328247,-0.6538696,0.640625,2.6875,-0.65625,Respeck,Lying down on left,-1,s2091784,,43
1696245945230,-0.6994629,-0.32891846,-0.6548462,-0.078125,2.03125,-0.390625,Respeck,Lying down on left,-1,s2091784,,44
1696245945270,-0.70458984,-0.32867432,-0.659729,-0.875,1.90625,-0.015625,Respeck,Lying down on left,-1,s2091784,,45
1696245945310,-0.7023926,-0.33624268,-0.6499634,-0.8125,2.734375,-0.015625,Respeck,Lying down on left,-1,s2091784,,46
1696245945350,-0.7060547,-0.32843018,-0.6355591,0.3125,2.515625,-0.734375,Respeck,Lying down on left,-1,s2091784,,47
1696245945390,-0.70874023,-0.32965088,-0.6387329,-0.3125,2.546875,-0.46875,Respeck,Lying down on left,-1,s2091784,,48
1696245945430,-0.7133789,-0.32720947,-0.63946533,-1.234375,2.546875,-0.1875,Respeck,Lying down on left,-1,s2091784,,49
1696245945470,-0.71728516,-0.33502197,-0.6387329,-0.484375,2.515625,-0.234375,Respeck,Lying down on left,-1,s2091784,,50
1696245945510,-0.7145996,-0.3320923,-0.6304321,-1.046875,2.453125,-0.265625,Respeck,Lying down on left,-1,s2091784,,51
1696245945550,-0.7145996,-0.32989502,-0.6182251,-0.328125,2.6875,-0.375,Respeck,Lying down on left,-1,s2091784,,52
1696245945590,-0.72875977,-0.32647705,-0.6235962,-1.578125,1.5,-0.140625,Respeck,Lying down on left,-1,s2091784,,53
1696245945630,-0.72631836,-0.32183838,-0.6199341,0.96875,2.09375,-0.25,Respeck,Lying down on left,-1,s2091784,,54
1696245945670,-0.7314453,-0.34210205,-0.62091064,-0.96875,0.859375,-0.15625,Respeck,Lying down on left,-1,s2091784,,55
1696245945710,-0.72436523,-0.32354736,-0.6135864,0.5,1.265625,-0.859375,Respeck,Lying down on left,-1,s2091784,,56
1696245945750,-0.734375,-0.32574463,-0.6201782,0.234375,0.796875,-0.78125,Respeck,Lying down on left,-1,s2091784,,57
1696245945790,-0.732666,-0.3279419,-0.62286377,-0.796875,0.484375,-0.046875,Respeck,Lying down on left,-1,s2091784,,58
1696245945830,-0.73535156,-0.32696533,-0.62701416,-1.671875,0.71875,0.265625,Respeck,Lying down on left,-1,s2091784,,59
1696245945870,-0.7338867,-0.32843018,-0.6109009,-0.15625,0.859375,-0.609375,Respeck,Lying down on left,-1,s2091784,,60
1696245945910,-0.7363281,-0.3242798,-0.6087036,-0.375,0.90625,-0.5,Respeck,Lying down on left,-1,s2091784,,61
1696245945950,-0.7338867,-0.3279419,-0.6099243,-0.703125,0.765625,-0.203125,Respeck,Lying down on left,-1,s2091784,,62
1696245945990,-0.736084,-0.32403564,-0.61016846,-0.125,0.3125,-0.28125,Respeck,Lying down on left,-1,s2091784,,63
