timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes
1696246661739,-0.9824219,-0.14355469,-0.20019531,55.625,21.0625,5.03125,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246661786,-0.9863281,-0.051757812,-0.13085938,-9.9375,41.25,-14.9375,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246661832,-1.0019531,-0.06542969,-0.11816406,-77.96875,21.65625,-16.21875,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246661875,-1.0869141,-0.14257812,0.032226562,-191.125,8.84375,-17.5,-72.75,-38.5,-125.875,Thingy,Shuffle walking,-1,s2091784,
1696246661896,-1.1328125,-0.29003906,0.17675781,-147.125,-30.53125,-12.96875,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246661931,-0.9951172,-0.3076172,0.2421875,50.75,-85.09375,-13.09375,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246661975,-1.0185547,-0.21484375,-0.021484375,-7.53125,-164.1875,-30.8125,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246662020,-1.2382812,-0.025390625,-0.20996094,88.59375,-125.5625,-21.71875,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246662054,-1.1171875,0.2578125,-0.20117188,196.5625,-132.4375,-10.46875,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246662099,-0.8886719,-0.0068359375,-0.17285156,14.1875,-70.5625,5.03125,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246662144,-0.8154297,0.12402344,-0.23828125,-101.28125,44.625,-24.75,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246662190,-0.8984375,0.19238281,-0.19726562,-54.90625,101.3125,-4.25,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246662211,-0.6767578,0.09082031,-0.08300781,-27.75,108.71875,4.15625,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246662259,-1.6513672,0.10058594,0.7158203,144.3125,196.09375,20.15625,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246662302,-1.2587891,0.4658203,-0.064453125,182.40625,-5.4375,59.65625,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246662335,-0.6699219,-0.040039062,-0.14453125,-76.875,87.84375,23.21875,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246662382,-1.1201172,-0.35839844,-0.2109375,-107.28125,-14.9375,64.84375,-68.875,-36.25,-126.5,Thingy,Shuffle walking,-1,s2091784,
1696246662414,-1.2832031,-0.57421875,-0.025390625,-80.65625,63.1875,101.40625,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246662459,-0.72558594,-0.23730469,0.06542969,-116.1875,7.21875,-19.5,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
1696246662504,-1.0976562,-0.08691406,-0.12207031,18.15625,-0.65625,-59.125,0.0,0.0,0.0,Thingy,Shuffle walking,-1,s2091784,
