timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
1696250752868,0.8474121,0.007507324,0.49261475,-3.015625,2.53125,0.859375,Respeck,Lying down right,-1,s2091784,,46
1696250752908,0.83740234,0.01727295,0.4953003,-0.203125,0.546875,0.390625,Respeck,Lying down right,-1,s2091784,,47
1696250752948,0.84765625,0.016784668,0.51678467,1.125,-2.78125,-0.140625,Respeck,Lying down right,-1,s2091784,,48
1696250752988,0.84716797,0.008483887,0.508728,-1.15625,0.015625,0.0,Respeck,Lying down right,-1,s2091784,,49
1696250753028,0.8469238,-0.0025024414,0.5180054,-0.5,1.078125,0.328125,Respeck,Lying down right,-1,s2091784,,50
1696250753068,0.8598633,-0.0049438477,0.55389404,2.453125,-1.75,-0.703125,Respeck,Lying down right,-1,s2091784,,51
1696250753108,0.8535156,0.0053100586,0.51556396,-1.28125,-0.4375,0.5625,Respeck,Lying down right,-1,s2091784,,52
1696250753148,0.84399414,0.015075684,0.5006714,-3.328125,1.234375,0.546875,Respeck,Lying down right,-1,s2091784,,53
1696250753188,0.842041,0.019470215,0.50408936,-0.71875,-1.09375,0.09375,Respeck,Lying down right,-1,s2091784,,54
1696250753228,0.8408203,0.013366699,0.5114136,-0.453125,-1.328125,-0.53125,Respeck,Lying down right,-1,s2091784,,55
1696250753268,0.85717773,0.0060424805,0.52752686,-1.078125,-0.796875,-0.3125,Respeck,Lying down right,-1,s2091784,,56
1696250753308,0.85058594,0.010925293,0.5216675,0.625,-0.296875,-0.609375,Respeck,Lying down right,-1,s2091784,,57
1696250753348,0.8469238,0.023376465,0.5126343,0.34375,-0.546875,0.421875,Respeck,Lying down right,-1,s2091784,,58
1696250753388,0.8503418,0.00018310547,0.5165405,-0.046875,-0.0625,0.53125,Respeck,Lying down right,-1,s2091784,,59
1696250753428,0.845459,0.011413574,0.5199585,-0.84375,-0.140625,-0.15625,Respeck,Lying down right,-1,s2091784,,60
1696250753468,0.83569336,0.012390137,0.5079956,0.15625,-0.296875,0.03125,Respeck,Lying down right,-1,s2091784,,61
1696250753508,0.83813477,0.015808105,0.50213623,0.140625,-0.59375,0.296875,Respeck,Lying down right,-1,s2091784,,62
1696250753548,0.84228516,0.0048217773,0.52142334,0.3125,-0.953125,-0.34375,Respeck,Lying down right,-1,s2091784,,63
1696250753588,0.8666992,-0.010070801,0.5446167,1.421875,-1.796875,-0.90625,Respeck,Lying down right,-1,s2091784,,64
1696250753628,0.86206055,0.006286621,0.5265503,0.671875,-0.25,0.03125,Respeck,Lying down right,-1,s2091784,,65
1696250753668,0.83496094,0.012390137,0.5084839,-2.625,1.171875,0.671875,Respeck,Lying down right,-1,s2091784,,66
1696250753708,0.8352051,0.01751709,0.51434326,-0.546875,-0.375,-0.234375,Respeck,Lying down right,-1,s2091784,,67
1696250753748,0.8378906,0.011169434,0.5097046,0.109375,-1.546875,-0.234375,Respeck,Lying down right,-1,s2091784,,68
1696250753788,0.85180664,0.008239746,0.512146,-0.90625,0.125,0.046875,Respeck,Lying down right,-1,s2091784,,69
1696250753828,0.84814453,0.0060424805,0.5097046,-0.703125,-0.796875,0.0,Respeck,Lying down right,-1,s2091784,,70
1696250753868,0.8510742,0.00970459,0.5338745,1.328125,-1.765625,0.3125,Respeck,Lying down right,-1,s2091784,,71
1696250753908,0.8691406,0.00018310547,0.539978,2.4375,-0.328125,0.484375,Respeck,Lying down right,-1,s2091784,,72
1696250753948,0.85961914,-6.1035156e-05,0.5140991,-0.625,0.09375,0.421875,Respeck,Lying down right,-1,s2091784,,73
1696250753988,0.8388672,0.011657715,0.5084839,-2.0625,0.40625,0.421875,Respeck,Lying down right,-1,s2091784,,74
1696250754028,0.8312988,0.015808105,0.51116943,-0.703125,-0.265625,0.0,Respeck,Lying down right,-1,s2091784,,75
1696250754068,0.83862305,0.008239746,0.5150757,0.328125,-1.09375,-0.09375,Respeck,Lying down right,-1,s2091784,,76
1696250754108,0.8449707,0.0036010742,0.51116943,0.125,0.03125,-0.03125,Respeck,Lying down right,-1,s2091784,,77
1696250754148,0.8532715,-0.00079345703,0.5302124,-0.515625,-0.40625,-0.140625,Respeck,Lying down right,-1,s2091784,,78
1696250754188,0.86694336,0.007751465,0.5360718,1.0,-0.78125,-0.421875,Respeck,Lying down right,-1,s2091784,,79
1696250754228,0.85717773,0.0079956055,0.5153198,-2.03125,0.0625,0.15625,Respeck,Lying down right,-1,s2091784,,80
1696250754268,0.84472656,0.010192871,0.5180054,-1.5625,0.546875,0.265625,Respeck,Lying down right,-1,s2091784,,81
1696250754308,0.8498535,0.0211792,0.5114136,0.0,-1.4375,0.1875,Respeck,Lying down right,-1,s2091784,,82
1696250754348,0.8457031,0.020446777,0.5014038,-0.03125,-0.71875,0.171875,Respeck,Lying down right,-1,s2091784,,83
1696250754388,0.84643555,0.008483887,0.496521,-2.84375,-0.484375,0.0,Respeck,Lying down right,-1,s2091784,,84
1696250754428,0.8535156,0.011169434,0.53948975,1.15625,-0.984375,-0.890625,Respeck,Lying down right,-1,s2091784,,85
1696250754468,0.87231445,0.0045776367,0.54119873,2.0625,-0.71875,-0.546875,Respeck,Lying down right,-1,s2091784,,86
1696250754508,0.83935547,0.0036010742,0.49749756,-2.578125,1.421875,0.671875,Respeck,Lying down right,-1,s2091784,,87
1696250754548,0.83813477,0.012634277,0.4977417,-2.109375,-0.71875,0.4375,Respeck,Lying down right,-1,s2091784,,88
1696250754588,0.84033203,0.013366699,0.5109253,0.703125,-1.484375,-0.3125,Respeck,Lying down right,-1,s2091784,,89
1696250754628,0.85546875,0.009216309,0.51727295,-0.734375,0.40625,-0.015625,Respeck,Lying down right,-1,s2091784,,90
1696250754668,0.8383789,0.0099487305,0.5219116,-1.046875,1.015625,-0.015625,Respeck,Lying down right,-1,s2091784,,91
1696250754708,0.85253906,0.009460449,0.51434326,0.09375,0.375,-0.375,Respeck,Lying down right,-1,s2091784,,92
1696250754748,0.8598633,0.0053100586,0.53826904,1.359375,-0.1875,-0.546875,Respeck,Lying down right,-1,s2091784,,93
1696250754788,0.8522949,0.009216309,0.52093506,-0.015625,-0.0625,0.484375,Respeck,Lying down right,-1,s2091784,,94
1696250754828,0.8508301,0.014831543,0.4928589,-2.203125,0.625,0.3125,Respeck,Lying down right,-1,s2091784,,95
1696250754868,0.8383789,0.016784668,0.49749756,-1.5625,-0.734375,-0.09375,Respeck,Lying down right,-1,s2091784,,96
1696250754908,0.87109375,0.006286621,0.524353,-0.171875,-0.40625,-0.578125,Respeck,Lying down right,-1,s2091784,,97
1696250754948,0.86621094,-0.00079345703,0.5204468,-0.625,-0.234375,-0.375,Respeck,Lying down right,-1,s2091784,,98
1696250754988,0.8569336,0.013122559,0.51898193,0.40625,-0.40625,0.3125,Respeck,Lying down right,-1,s2091784,,99
1696250755028,0.8466797,0.00970459,0.49847412,-0.78125,-0.90625,0.234375,Respeck,Lying down right,-1,s2091784,,100
1696250755068,0.8479004,0.018493652,0.5114136,-0.46875,-0.9375,0.015625,Respeck,Lying down right,-1,s2091784,,101
1696250755108,0.8679199,0.01727295,0.51678467,-0.953125,0.5625,-0.28125,Respeck,Lying down right,-1,s2091784,,102
1696250755148,0.8425293,0.019226074,0.49627686,0.28125,1.921875,0.140625,Respeck,Lying down right,-1,s2091784,,103
