timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
1696242537665,-1.0263672,-0.31152344,0.15039062,15.90625,27.125,24.03125,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,46
1696242537705,-0.921875,-0.19433594,0.13964844,8.46875,24.3125,28.25,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,47
1696242537745,-0.95410156,-0.2685547,0.09375,5.0,28.28125,33.6875,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,48
1696242537785,-1.0117188,-0.21582031,-0.049804688,10.4375,24.5,38.9375,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,49
1696242537825,-1.0869141,-0.20898438,0.09375,-19.25,35.0625,53.21875,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,50
1696242537865,-1.2158203,-0.037109375,0.009765625,3.03125,42.75,64.03125,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,51
1696242537905,-1.0449219,-0.07128906,-0.029296875,11.15625,52.9375,77.625,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,52
1696242537945,-0.8935547,-0.06640625,-0.08105469,20.125,39.8125,66.40625,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,53
1696242537985,-1.0087891,0.029296875,-0.21582031,54.25,73.875,86.90625,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,54
1696242538025,-1.2792969,0.056640625,-0.359375,102.84375,43.625,112.53125,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,55
1696242538065,-1.0546875,-0.0126953125,-0.27929688,96.53125,12.4375,117.65625,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,56
1696242538105,-1.0126953,0.0087890625,-0.2890625,88.0,7.59375,78.65625,-106.9375,12.8125,-125.0,Thingy,Ascending stairs,-1,s2091784,,57
1696242538145,-0.96875,0.095703125,-0.25878906,105.03125,1.5625,54.0,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,58
1696242538185,-0.796875,0.15136719,-0.20703125,115.65625,28.53125,40.34375,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,59
1696242538225,-0.7597656,0.17480469,-0.20019531,79.5625,2.71875,32.03125,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,60
1696242538265,-0.7998047,0.07421875,-0.3623047,95.09375,-50.4375,37.34375,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,61
1696242538305,-0.9033203,-0.015625,-0.4560547,142.6875,-36.71875,38.5,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,62
1696242538345,-0.93652344,0.12792969,-0.23730469,-109.5,54.40625,-31.9375,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,63
1696242538385,-1.0410156,0.20507812,-0.032226562,-106.875,26.03125,-32.0625,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,64
1696242538425,-0.9970703,0.171875,-0.17871094,-12.15625,13.21875,-30.28125,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,65
1696242538465,-0.79296875,0.2734375,-0.26367188,-23.8125,45.6875,-18.625,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,66
1696242538505,-1.0664062,0.15234375,-0.083984375,8.46875,7.34375,15.0,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,67
1696242538545,-0.9033203,0.08691406,-0.3515625,8.78125,12.375,10.4375,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,68
1696242538585,-0.90527344,0.21386719,-0.20214844,-5.9375,18.53125,17.375,-100.375,14.125,-134.125,Thingy,Ascending stairs,-1,s2091784,,69
1696242538625,-0.9765625,0.16308594,-0.3203125,-17.96875,61.3125,20.8125,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,70
1696242538665,-0.9951172,0.22460938,-0.2939453,-47.5,40.8125,4.875,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,71
1696242538705,-0.8515625,0.19921875,-0.4482422,-28.625,-31.34375,-2.875,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,72
1696242538745,-0.9013672,0.25976562,-0.69433594,-12.28125,10.78125,-5.5625,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,73
1696242538785,-0.81933594,0.14941406,-0.47070312,54.6875,14.125,14.28125,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,74
1696242538825,-0.9326172,0.22265625,-0.21582031,-29.3125,1.9375,11.96875,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,75
1696242538865,-0.9326172,0.17480469,-0.39746094,-21.0625,12.90625,16.28125,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,76
1696242538905,-0.9746094,0.30273438,-0.35839844,-19.65625,0.59375,12.4375,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,77
1696242538945,-1.0449219,0.296875,-0.35351562,-7.9375,-4.90625,12.625,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,78
1696242538985,-0.98339844,0.19042969,-0.33496094,-20.21875,-10.90625,11.96875,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,79
1696242539025,-0.96875,0.2734375,-0.32910156,-13.375,-8.40625,13.65625,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,80
1696242539065,-1.0693359,0.3408203,-0.36816406,-20.03125,-0.59375,13.125,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,81
1696242539105,-1.2011719,0.4013672,-0.32714844,-36.21875,1.75,15.375,-96.625,20.3125,-133.6875,Thingy,Ascending stairs,-1,s2091784,,82
1696242539145,-1.3154297,0.22167969,0.16308594,-42.5625,-55.6875,-3.25,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,83
1696242539185,-1.0839844,0.23242188,-0.13476562,-50.5625,-86.6875,-25.40625,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,84
1696242539225,-1.0898438,0.29785156,-0.068359375,-60.375,-80.84375,-36.0625,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,85
1696242539265,-1.1074219,0.2529297,-0.055664062,-123.96875,-71.125,-67.3125,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,86
1696242539305,-1.0224609,0.23925781,-0.24707031,-78.8125,-43.25,-77.875,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,87
1696242539345,-1.0986328,0.24316406,-0.057617188,-142.15625,-51.0625,-95.65625,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,88
1696242539385,-0.8798828,0.20214844,-0.18847656,-105.125,20.53125,-83.3125,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,89
1696242539425,-0.89941406,0.12988281,-0.00390625,-36.03125,1.75,-70.875,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,90
1696242539465,-0.84472656,0.17382812,-0.043945312,-26.9375,-8.9375,-75.625,0.0,0.0,0.0,Thingy,Ascending stairs,-1,s2091784,,91
