timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes
1696250538769,0.13623047,-0.041809082,-0.99176025,-0.265625,-0.421875,-0.203125,Respeck,Lying down on stomach,-1,s2091784,
1696250538816,0.13842773,-0.038635254,-0.9937134,-0.453125,-0.5,-0.109375,Respeck,Lying down on stomach,-1,s2091784,
1696250538844,0.13769531,-0.042541504,-0.99420166,-0.28125,-0.421875,-0.03125,Respeck,Lying down on stomach,-1,s2091784,
1696250538889,0.1340332,-0.04107666,-0.991272,-0.34375,-0.140625,-0.125,Respeck,Lying down on stomach,-1,s2091784,
1696250538934,0.13720703,-0.039367676,-0.9951782,-0.1875,0.390625,-0.28125,Respeck,Lying down on stomach,-1,s2091784,
1696250538964,0.13476562,-0.036193848,-0.9902954,0.375,0.890625,-0.15625,Respeck,Lying down on stomach,-1,s2091784,
1696250539009,0.13427734,-0.044006348,-0.99664307,-0.03125,1.515625,-0.34375,Respeck,Lying down on stomach,-1,s2091784,
1696250539040,0.12670898,-0.04547119,-0.987854,0.53125,1.46875,-0.28125,Respeck,Lying down on stomach,-1,s2091784,
1696250539084,0.119140625,-0.037902832,-0.9961548,-0.1875,1.1875,-0.28125,Respeck,Lying down on stomach,-1,s2091784,
1696250539129,0.12695312,-0.03741455,-0.986145,0.0625,0.671875,-0.171875,Respeck,Lying down on stomach,-1,s2091784,
1696250539160,0.11987305,-0.042297363,-0.99468994,-0.140625,0.546875,-0.265625,Respeck,Lying down on stomach,-1,s2091784,
1696250539204,0.118896484,-0.03765869,-0.9849243,0.859375,0.03125,-0.171875,Respeck,Lying down on stomach,-1,s2091784,
1696250539250,0.119628906,-0.03253174,-1.0110474,-0.34375,0.03125,-0.078125,Respeck,Lying down on stomach,-1,s2091784,
1696250539280,0.11669922,-0.031555176,-0.9915161,-0.234375,-0.359375,0.0625,Respeck,Lying down on stomach,-1,s2091784,
1696250539326,0.123291016,-0.029846191,-0.9985962,-0.390625,-0.125,-0.1875,Respeck,Lying down on stomach,-1,s2091784,
1696250539369,0.12036133,-0.030090332,-0.9949341,-0.265625,-0.421875,-0.09375,Respeck,Lying down on stomach,-1,s2091784,
1696250539400,0.12158203,-0.03375244,-0.9937134,-0.640625,-0.328125,-0.125,Respeck,Lying down on stomach,-1,s2091784,
1696250539444,0.11767578,-0.032043457,-0.99224854,-0.453125,-0.21875,-0.03125,Respeck,Lying down on stomach,-1,s2091784,
1696250539489,0.119140625,-0.03253174,-0.9993286,-0.484375,-0.21875,-0.25,Respeck,Lying down on stomach,-1,s2091784,
1696250539519,0.11694336,-0.03326416,-1.0010376,-0.46875,-0.140625,-0.265625,Respeck,Lying down on stomach,-1,s2091784,
1696250539564,0.11743164,-0.03741455,-0.9968872,-0.65625,-0.453125,-0.046875,Respeck,Lying down on stomach,-1,s2091784,
1696250539609,0.11743164,-0.030578613,-0.9963989,-0.53125,-0.3125,-0.015625,Respeck,Lying down on stomach,-1,s2091784,
1696250539639,0.12133789,-0.034240723,-0.9976196,-0.734375,-0.328125,-0.046875,Respeck,Lying down on stomach,-1,s2091784,
1696250539684,0.119384766,-0.037902832,-0.9898071,-0.625,-0.34375,-0.09375,Respeck,Lying down on stomach,-1,s2091784,
1696250539730,0.122558594,-0.035461426,-0.99957275,-0.8125,-0.421875,-0.078125,Respeck,Lying down on stomach,-1,s2091784,
1696250539759,0.115722656,-0.03668213,-0.9939575,-0.609375,-0.1875,-0.0625,Respeck,Lying down on stomach,-1,s2091784,
1696250539804,0.115722656,-0.033996582,-0.99591064,-0.59375,-0.140625,-0.15625,Respeck,Lying down on stomach,-1,s2091784,
1696250539835,0.1159668,-0.03277588,-0.99957275,-0.796875,-0.28125,-0.078125,Respeck,Lying down on stomach,-1,s2091784,
1696250539879,0.12060547,-0.03717041,-0.99591064,-0.578125,-0.28125,-0.1875,Respeck,Lying down on stomach,-1,s2091784,
1696250539924,0.12060547,-0.034973145,-0.9993286,-0.75,-0.53125,-0.03125,Respeck,Lying down on stomach,-1,s2091784,
1696250539954,0.115478516,-0.03741455,-0.99713135,-0.4375,-0.390625,0.015625,Respeck,Lying down on stomach,-1,s2091784,
1696250539999,0.119140625,-0.033996582,-1.0054321,-0.46875,-0.46875,-0.046875,Respeck,Lying down on stomach,-1,s2091784,
1696250540044,0.123291016,-0.042785645,-1.0071411,-0.390625,-0.4375,-0.046875,Respeck,Lying down on stomach,-1,s2091784,
1696250540074,0.111816406,-0.039367676,-0.97125244,0.84375,-0.40625,-0.09375,Respeck,Lying down on stomach,-1,s2091784,
1696250540119,0.114746094,-0.032043457,-0.99542236,0.65625,-0.640625,-0.125,Respeck,Lying down on stomach,-1,s2091784,
1696250540164,0.11328125,-0.031555176,-1.0117798,-0.515625,-0.640625,-0.1875,Respeck,Lying down on stomach,-1,s2091784,
1696250540194,0.12231445,-0.033996582,-1.0029907,-0.015625,-1.046875,-0.09375,Respeck,Lying down on stomach,-1,s2091784,
1696250540239,0.11669922,-0.034973145,-0.9902954,0.15625,-0.578125,-0.0625,Respeck,Lying down on stomach,-1,s2091784,
1696250540284,0.115478516,-0.032043457,-1.00177,-0.625,-0.78125,0.171875,Respeck,Lying down on stomach,-1,s2091784,
1696250540314,0.12084961,-0.03277588,-0.98883057,-0.140625,-0.546875,0.0,Respeck,Lying down on stomach,-1,s2091784,
1696250540359,0.11621094,-0.035217285,-0.99884033,-0.203125,-0.359375,0.0,Respeck,Lying down on stomach,-1,s2091784,
1696250540404,0.11645508,-0.028625488,-1.0059204,-0.421875,-0.359375,-0.0625,Respeck,Lying down on stomach,-1,s2091784,
