timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes
1696246429306,-0.3095703,0.18261719,0.93847656,0.09375,-0.125,-0.90625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429330,-0.3095703,0.1875,0.9589844,0.28125,-0.0625,-0.78125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429374,-0.31054688,0.17285156,0.94628906,0.21875,0.0,-0.59375,-71.6875,-11.6875,-114.5,Thingy,Sitting,-1,s2091784,
1696246429419,-0.29882812,0.18847656,0.953125,0.09375,0.15625,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429453,-0.296875,0.18457031,0.9355469,0.03125,-0.0625,0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429499,-0.3076172,0.18847656,0.9560547,0.09375,0.09375,0.1875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429536,-0.31054688,0.18359375,0.9482422,-0.15625,0.15625,0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429577,-0.3125,0.17773438,0.95996094,-0.03125,0.0625,-0.1875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429622,-0.32128906,0.18066406,0.9423828,-0.03125,0.21875,-0.25,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429667,-0.30859375,0.18164062,0.9375,0.09375,0.09375,-0.53125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429689,-0.29882812,0.18652344,0.9394531,0.03125,0.0,-0.4375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429734,-0.3125,0.18261719,0.9501953,0.03125,-0.25,-0.1875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429779,-0.3046875,0.18261719,0.9482422,0.03125,-0.125,-0.25,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429813,-0.3154297,0.1875,0.9482422,0.03125,0.0,-0.46875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429858,-0.30664062,0.18554688,0.9511719,-0.15625,-0.1875,-0.4375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429894,-0.3076172,0.18554688,0.94140625,0.34375,0.53125,-0.25,-71.6875,-10.625,-112.125,Thingy,Sitting,-1,s2091784,
1696246429937,-0.30566406,0.18066406,0.9501953,0.34375,0.0,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246429982,-0.30273438,0.18457031,0.9511719,0.28125,0.21875,-0.25,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430027,-0.30273438,0.18457031,0.95996094,-0.28125,-0.25,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430049,-0.3046875,0.18652344,0.9501953,-0.53125,-0.5625,-0.46875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430094,-0.3076172,0.18261719,0.94433594,-1.1875,-0.6875,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430140,-0.3095703,0.18945312,0.9550781,0.09375,0.0,-0.25,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430173,-0.31445312,0.19824219,0.95996094,-0.9375,-0.8125,0.1875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430218,-0.31933594,0.1953125,0.9667969,0.28125,0.34375,0.5,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430252,-0.31347656,0.17675781,0.94140625,0.28125,0.21875,1.40625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430297,-0.31054688,0.17871094,0.94921875,0.71875,0.53125,0.75,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430342,-0.31347656,0.18164062,0.95214844,0.40625,0.40625,0.875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430386,-0.3095703,0.18359375,0.94921875,0.75,0.40625,-0.0625,-70.375,-11.0625,-112.5625,Thingy,Sitting,-1,s2091784,
1696246430409,-0.31835938,0.19042969,0.9277344,0.75,0.21875,-0.78125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430454,-0.31054688,0.16796875,0.9433594,0.03125,-0.3125,-1.09375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430499,-0.3095703,0.18261719,0.9404297,0.46875,-0.375,-1.28125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430533,-0.29882812,0.18554688,0.9267578,0.34375,-0.4375,-1.53125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430578,-0.29589844,0.1875,0.94433594,-0.15625,-0.4375,-0.78125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430612,-0.30664062,0.18652344,0.9501953,-0.15625,-0.1875,-0.1875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430657,-0.30273438,0.1875,0.9638672,-0.03125,0.15625,0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430702,-0.31152344,0.19042969,0.9355469,-0.28125,0.28125,0.5,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430747,-0.31054688,0.19238281,0.95410156,-0.28125,0.0625,0.5625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430792,-0.3203125,0.1796875,0.9453125,-0.21875,0.0625,0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430814,-0.31835938,0.17089844,0.9609375,-0.34375,0.15625,-0.125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430893,-0.30273438,0.17675781,0.9472656,0.21875,0.21875,0.0,-70.8125,-10.75,-112.5625,Thingy,Sitting,-1,s2091784,
1696246430895,-0.2998047,0.18066406,0.94921875,0.09375,-0.125,0.0,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430938,-0.3046875,0.18652344,0.95703125,0.15625,-0.1875,-0.25,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246430972,-0.31152344,0.19140625,0.94433594,-0.15625,-0.5,-0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431017,-0.31640625,0.19140625,0.9472656,-0.03125,-0.25,-0.4375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431062,-0.31640625,0.1953125,0.9609375,0.03125,0.0,-0.4375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431107,-0.30371094,0.18652344,0.95410156,0.15625,0.21875,-0.53125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431152,-0.2998047,0.18261719,0.94433594,0.03125,0.21875,-0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431174,-0.31054688,0.18457031,0.9482422,0.09375,0.21875,0.25,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431219,-0.3046875,0.17480469,0.9404297,0.28125,0.09375,0.125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431253,-0.31152344,0.17871094,0.9482422,0.03125,0.0,0.125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431300,-0.31640625,0.17871094,0.9638672,0.21875,-0.125,-0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431333,-0.3017578,0.18359375,0.9453125,0.03125,0.0,-0.53125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431377,-0.3076172,0.1875,0.9560547,0.03125,-0.25,-0.46875,-71.6875,-10.1875,-113.125,Thingy,Sitting,-1,s2091784,
1696246431422,-0.30273438,0.1875,0.9482422,0.09375,0.15625,-0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431466,-0.3076172,0.18945312,0.9394531,0.09375,0.21875,0.125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431512,-0.29882812,0.19042969,0.9511719,0.28125,0.34375,0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431534,-0.30566406,0.18554688,0.94921875,0.03125,0.09375,0.5625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431579,-0.32421875,0.18652344,0.9560547,0.03125,0.0,0.1875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431613,-0.30566406,0.17578125,0.94921875,0.09375,-0.125,-0.53125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431658,-0.3076172,0.18359375,0.9501953,-0.03125,-0.1875,-0.84375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431692,-0.30664062,0.18457031,0.95996094,0.21875,0.0,-0.78125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431737,-0.29882812,0.18554688,0.9472656,0.34375,0.0625,-0.59375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431782,-0.3154297,0.18164062,0.94140625,0.09375,0.0625,0.1875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431827,-0.3125,0.18554688,0.9433594,0.15625,0.15625,0.25,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431872,-0.31835938,0.18652344,0.953125,0.03125,-0.0625,0.125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431895,-0.3076172,0.17578125,0.95996094,-0.09375,0.0,-0.0625,-72.0,-11.375,-112.6875,Thingy,Sitting,-1,s2091784,
1696246431939,-0.31152344,0.18652344,0.9560547,-0.03125,-0.125,-0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246431974,-0.31347656,0.19238281,0.9453125,0.15625,0.0625,-0.46875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246432021,-0.31640625,0.18457031,0.9482422,0.15625,0.09375,-0.59375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246432052,-0.30859375,0.19140625,0.953125,0.03125,-0.1875,-0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246432097,-0.30664062,0.18066406,0.9482422,0.09375,0.09375,-0.59375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246432142,-0.30566406,0.18554688,0.93847656,0.21875,0.0,-0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246432187,-0.30078125,0.18164062,0.9316406,0.21875,0.0,-0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246432232,-0.3095703,0.1875,0.95703125,-0.21875,-0.125,0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246432254,-0.3154297,0.18945312,0.9560547,-0.40625,0.0,-0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246432299,-0.32128906,0.19140625,0.93652344,-0.09375,0.09375,-0.46875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246432333,-0.31933594,0.18652344,0.9375,0.15625,0.09375,-0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246432389,-0.3046875,0.18164062,0.9472656,0.34375,0.21875,-0.4375,-70.625,-10.1875,-112.375,Thingy,Sitting,-1,s2091784,
1696246432412,-0.3125,0.18164062,0.9433594,0.40625,0.0625,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246432457,-0.31152344,0.18066406,0.9423828,0.03125,-0.25,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
1696246432502,-0.30664062,0.19140625,0.9482422,-0.09375,-0.375,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,
