timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
1696246517386,-0.39453125,-0.34472656,0.8652344,-0.15625,-0.90625,8.625,-79.5,-22.75,-122.0,Thingy,Miscellaneous movements,-1,s2091784,,61
1696246517426,-0.3955078,-0.30664062,0.8828125,-0.71875,0.6875,12.90625,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,62
1696246517466,-0.4423828,-0.3642578,1.0527344,-7.71875,17.09375,19.59375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,63
1696246517506,-0.3671875,-0.46972656,0.7519531,-21.875,30.46875,19.5,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,64
1696246517546,-0.41992188,-0.47265625,0.89746094,0.5625,27.84375,14.25,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,65
1696246517586,-0.53027344,-0.4423828,0.94140625,-3.875,50.71875,17.59375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,66
1696246517626,-0.65722656,-0.328125,0.89941406,1.3125,61.59375,17.40625,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,67
1696246517666,-0.71484375,-0.2529297,0.8671875,16.6875,71.53125,20.15625,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,68
1696246517706,-0.73339844,-0.22070312,0.7939453,31.09375,78.1875,34.1875,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,69
1696246517746,-0.81933594,-0.24414062,0.72753906,54.90625,92.59375,48.59375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,70
1696246517786,-0.81347656,-0.2734375,0.6191406,48.90625,109.125,46.09375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,71
1696246517826,-0.85839844,-0.19238281,0.5214844,56.25,123.59375,38.28125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,72
1696246517866,-0.8623047,-0.21582031,0.4111328,44.625,132.375,35.40625,-85.5,-18.5625,-135.0625,Thingy,Miscellaneous movements,-1,s2091784,,73
1696246517906,-0.85058594,-0.0390625,0.36914062,56.40625,134.53125,28.9375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,74
1696246517946,-0.94140625,0.080078125,0.29003906,79.1875,117.5,29.4375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,75
1696246517986,-0.92285156,0.020507812,0.26171875,57.03125,104.625,23.625,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,76
1696246518026,-0.89941406,-0.005859375,0.25,26.09375,101.1875,11.25,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,77
1696246518066,-0.8466797,-0.021484375,0.28222656,1.25,87.78125,0.1875,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,78
1696246518106,-0.7988281,0.029296875,0.24511719,28.46875,65.0625,-18.0,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,79
1696246518146,-0.95214844,0.15625,0.21777344,10.03125,47.90625,-25.625,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,80
1696246518186,-1.0039062,0.08300781,0.12011719,-4.5,21.78125,-0.84375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,81
1696246518226,-1.0185547,-0.059570312,0.034179688,27.3125,1.71875,17.28125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,82
1696246518266,-0.953125,-0.16015625,0.0126953125,7.46875,0.6875,-1.03125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,83
1696246518306,-0.9941406,-0.047851562,-0.03515625,3.8125,2.625,-16.46875,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,84
1696246518346,-1.0302734,0.0234375,-0.0029296875,-3.625,4.34375,-12.1875,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,85
1696246518386,-0.99121094,0.052734375,-0.048828125,5.625,5.125,-8.84375,-82.1875,-18.5625,-153.625,Thingy,Miscellaneous movements,-1,s2091784,,86
1696246518426,-1.03125,0.07910156,0.064453125,-4.375,15.5625,1.53125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,87
1696246518466,-0.98535156,-0.064453125,0.04296875,-9.125,-4.6875,6.125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,88
1696246518506,-0.9951172,-0.036132812,0.015625,3.8125,3.0625,1.78125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,89
1696246518546,-0.99121094,-0.06933594,0.0390625,-5.78125,-4.46875,-1.4375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,90
1696246518586,-1.0107422,-0.01953125,0.034179688,7.71875,-5.90625,-2.53125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,91
1696246518626,-0.9873047,0.0078125,0.07128906,3.875,-16.0,-1.5625,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,92
1696246518666,-0.984375,0.024414062,0.028320312,-9.5625,-19.03125,-4.9375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,93
1696246518706,-0.95214844,0.076171875,0.037109375,-11.40625,-33.3125,-0.71875,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,94
1696246518746,-0.86621094,0.052734375,0.048828125,-11.9375,-66.34375,2.9375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,95
1696246518786,-1.0898438,0.0009765625,0.22070312,5.625,-70.1875,7.46875,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,96
1696246518826,-0.98828125,-0.17089844,0.21875,-23.84375,-102.71875,15.875,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,97
1696246518866,-0.9580078,-0.0146484375,0.41992188,-20.59375,-74.09375,-14.4375,-84.4375,-16.4375,-147.5,Thingy,Miscellaneous movements,-1,s2091784,,98
1696246518906,-0.79785156,-0.13183594,0.2841797,-67.125,-82.15625,-20.25,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,99
1696246518946,-0.76660156,-0.11621094,0.51171875,-42.875,-93.25,-27.03125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,100
1696246518986,-0.85546875,-0.107421875,0.36132812,-57.59375,-86.25,-33.3125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,101
1696246519026,-0.83496094,-0.13476562,0.45214844,-11.75,-88.5625,-37.46875,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,102
1696246519066,-0.8486328,-0.21777344,0.53222656,-14.8125,-98.15625,-32.21875,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,103
1696246519106,-0.76953125,0.044921875,0.625,0.03125,-87.875,-41.375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,104
1696246519146,-0.7363281,-0.19042969,0.5830078,-16.9375,-90.40625,-33.625,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,105
1696246519186,-0.6660156,-0.038085938,0.67285156,2.15625,-83.0625,-25.3125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,106
1696246519226,-0.65625,-0.3935547,0.703125,1.65625,-78.0,-23.375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,107
1696246519266,-0.6621094,-0.109375,0.8544922,12.78125,-73.0625,-19.21875,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,108
1696246519306,-0.62402344,-0.28222656,0.8701172,-10.78125,-60.3125,-7.5625,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,109
1696246519346,-0.6748047,-0.34765625,0.88183594,-23.71875,-46.6875,-19.625,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,110
1696246519386,-0.6171875,-0.4013672,0.8955078,-18.84375,-44.4375,-19.75,-80.25,-23.5,-123.8125,Thingy,Miscellaneous movements,-1,s2091784,,111
1696246519426,-0.55078125,-0.39941406,0.87890625,-23.59375,-20.875,-6.09375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,112
1696246519466,-0.453125,-0.3046875,0.890625,-12.625,-20.875,-3.34375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,113
1696246519506,-0.4794922,-0.19628906,0.90722656,2.28125,-22.40625,-2.53125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,114
1696246519546,-0.49414062,-0.2529297,0.88183594,12.59375,-27.71875,-1.3125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,115
1696246519586,-0.50390625,-0.30664062,0.88378906,13.03125,-20.125,0.125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,116
1696246519626,-0.43652344,-0.31347656,0.88183594,5.8125,-16.21875,3.6875,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,117
1696246519666,-0.3955078,-0.28808594,0.86328125,-1.9375,-10.4375,3.125,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,118
1696246519706,-0.40820312,-0.3017578,0.88378906,-7.1875,-7.25,-2.71875,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,119
1696246519746,-0.390625,-0.2919922,0.875,-6.5625,-5.0,-1.4375,0.0,0.0,0.0,Thingy,Miscellaneous movements,-1,s2091784,,120
