timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
1696246431737,-0.29882812,0.18554688,0.9472656,0.34375,0.0625,-0.59375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,61
1696246431777,-0.3154297,0.18164062,0.94140625,0.09375,0.0625,0.1875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,62
1696246431817,-0.3125,0.18554688,0.9433594,0.15625,0.15625,0.25,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,63
1696246431857,-0.31835938,0.18652344,0.953125,0.03125,-0.0625,0.125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,64
1696246431897,-0.3076172,0.17578125,0.95996094,-0.09375,0.0,-0.0625,-72.0,-11.375,-112.6875,Thingy,Sitting,-1,s2091784,,65
1696246431937,-0.31152344,0.18652344,0.9560547,-0.03125,-0.125,-0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,66
1696246431977,-0.31347656,0.19238281,0.9453125,0.15625,0.0625,-0.46875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,67
1696246432017,-0.31640625,0.18457031,0.9482422,0.15625,0.09375,-0.59375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,68
1696246432057,-0.30859375,0.19140625,0.953125,0.03125,-0.1875,-0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,69
1696246432097,-0.30664062,0.18066406,0.9482422,0.09375,0.09375,-0.59375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,70
1696246432137,-0.30566406,0.18554688,0.93847656,0.21875,0.0,-0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,71
1696246432177,-0.30078125,0.18164062,0.9316406,0.21875,0.0,-0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,72
1696246432217,-0.3095703,0.1875,0.95703125,-0.21875,-0.125,0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,73
1696246432257,-0.3154297,0.18945312,0.9560547,-0.40625,0.0,-0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,74
1696246432297,-0.32128906,0.19140625,0.93652344,-0.09375,0.09375,-0.46875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,75
1696246432337,-0.31933594,0.18652344,0.9375,0.15625,0.09375,-0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,76
1696246432377,-0.3046875,0.18164062,0.9472656,0.34375,0.21875,-0.4375,-70.625,-10.1875,-112.375,Thingy,Sitting,-1,s2091784,,77
1696246432417,-0.3125,0.18164062,0.9433594,0.40625,0.0625,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,78
1696246432457,-0.31152344,0.18066406,0.9423828,0.03125,-0.25,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,79
1696246432497,-0.30664062,0.19140625,0.9482422,-0.09375,-0.375,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,80
1696246432537,-0.31640625,0.19433594,0.94628906,-0.34375,-0.125,-0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,81
1696246432577,-0.3154297,0.19628906,0.95703125,-0.03125,0.09375,0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,82
1696246432617,-0.31445312,0.1796875,0.92871094,-0.09375,0.46875,0.125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,83
1696246432657,-0.31445312,0.18066406,0.9501953,0.15625,0.34375,0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,84
1696246432697,-0.3154297,0.17871094,0.9580078,0.34375,0.15625,-0.125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,85
1696246432737,-0.30859375,0.18457031,0.94433594,0.21875,0.0625,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,86
1696246432777,-0.31152344,0.19042969,0.95996094,-0.03125,-0.5,-0.53125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,87
1696246432817,-0.30371094,0.19433594,0.93652344,0.15625,0.0,-0.78125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,88
1696246432857,-0.30273438,0.1796875,0.9375,0.03125,-0.25,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,89
1696246432897,-0.30566406,0.19140625,0.9560547,0.03125,0.0625,-0.125,-70.625,-10.9375,-112.125,Thingy,Sitting,-1,s2091784,,90
1696246432937,-0.31835938,0.19238281,0.95214844,-0.40625,0.0,0.625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,91
1696246432977,-0.3154297,0.18164062,0.95214844,0.15625,0.28125,0.4375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,92
1696246433017,-0.3095703,0.19140625,0.9550781,0.03125,0.34375,0.0,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,93
1696246433057,-0.3154297,0.18066406,0.94921875,0.09375,-0.0625,-0.65625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,94
1696246433097,-0.30371094,0.18652344,0.9404297,0.15625,0.09375,-0.59375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,95
1696246433137,-0.31933594,0.1875,0.953125,0.21875,-0.25,-0.84375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,96
1696246433177,-0.3095703,0.18652344,0.9404297,0.03125,-0.25,-0.25,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,97
1696246433217,-0.30859375,0.18457031,0.9472656,0.09375,0.0,0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,98
1696246433257,-0.31152344,0.17480469,0.95410156,0.21875,0.34375,-0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,99
1696246433297,-0.31347656,0.18261719,0.9482422,0.15625,0.21875,-0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,100
1696246433337,-0.3046875,0.17480469,0.94433594,0.15625,0.34375,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,101
1696246433377,-0.31445312,0.18847656,0.94921875,-0.34375,0.15625,-0.3125,-71.5625,-11.5,-113.625,Thingy,Sitting,-1,s2091784,,102
1696246433417,-0.2998047,0.18457031,0.953125,-0.53125,0.09375,-0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,103
1696246433457,-0.3125,0.18261719,0.95703125,-0.625,-0.25,0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,104
1696246433497,-0.3232422,0.17578125,0.9550781,-0.15625,-0.1875,0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,105
1696246433537,-0.328125,0.18359375,0.9482422,0.34375,0.15625,0.6875,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,106
1696246433577,-0.3095703,0.18652344,0.9472656,0.46875,0.53125,-0.125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,107
1696246433617,-0.3095703,0.18261719,0.94921875,0.21875,0.0,-0.3125,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,108
1696246433657,-0.31152344,0.18261719,0.9501953,0.03125,-0.3125,-0.0625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,109
1696246433697,-0.3125,0.19042969,0.9453125,0.09375,-0.3125,-0.375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,110
1696246433737,-0.31445312,0.18945312,0.9511719,0.15625,-0.125,-1.15625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,111
1696246433777,-0.3095703,0.1796875,0.9550781,0.21875,-0.0625,-0.59375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,112
1696246433817,-0.3046875,0.1875,0.9472656,0.46875,0.0,-0.59375,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,113
1696246433857,-0.3046875,0.18652344,0.9482422,0.28125,-0.0625,-0.25,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,114
1696246433897,-0.30566406,0.18359375,0.9482422,-0.03125,0.0625,0.0625,-72.0,-10.1875,-112.375,Thingy,Sitting,-1,s2091784,,115
1696246433937,-0.32128906,0.18261719,0.9482422,-0.21875,-0.4375,0.625,0.0,0.0,0.0,Thingy,Sitting,-1,s2091784,,116
