timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes
1696250276533,-0.048828125,-0.98687744,0.046813965,-0.5,0.328125,-0.5625,Respeck,Standing,-1,s2091784,
1696250276582,-0.06274414,-0.9939575,0.055603027,-1.28125,0.640625,0.0625,Respeck,Standing,-1,s2091784,
1696250276612,-0.060058594,-0.9841919,0.049987793,-1.765625,-1.578125,0.40625,Respeck,Standing,-1,s2091784,
1696250276654,-0.060058594,-0.991272,0.053894043,-0.890625,-0.328125,-0.34375,Respeck,Standing,-1,s2091784,
1696250276729,-0.05053711,-0.9907837,0.046569824,-0.515625,-1.25,0.171875,Respeck,Standing,-1,s2091784,
1696250276732,-0.060302734,-0.989563,0.05682373,-0.921875,-3.21875,0.625,Respeck,Standing,-1,s2091784,
1696250276775,-0.064453125,-1.0020142,0.06732178,0.875,-3.234375,1.03125,Respeck,Standing,-1,s2091784,
1696250276804,-0.048095703,-1.0005493,0.057800293,0.28125,-4.109375,2.0,Respeck,Standing,-1,s2091784,
1696250276849,-0.04638672,-0.9866333,0.06048584,-1.140625,-5.578125,1.46875,Respeck,Standing,-1,s2091784,
1696250276893,-0.057373047,-0.99053955,0.06585693,2.234375,-4.15625,1.328125,Respeck,Standing,-1,s2091784,
1696250276924,-0.05859375,-0.99298096,0.06048584,1.9375,-2.109375,1.40625,Respeck,Standing,-1,s2091784,
1696250276969,-0.052490234,-1.00177,0.04949951,-1.25,-0.203125,0.953125,Respeck,Standing,-1,s2091784,
1696250277014,-0.04272461,-1.0073853,0.05291748,-0.125,0.609375,1.015625,Respeck,Standing,-1,s2091784,
1696250277044,-0.041748047,-1.0122681,0.050964355,2.890625,0.90625,1.484375,Respeck,Standing,-1,s2091784,
1696250277094,-0.03125,-1.0015259,0.03314209,3.203125,-1.5,1.828125,Respeck,Standing,-1,s2091784,
1696250277135,-0.03564453,-0.9985962,0.021911621,1.484375,-2.6875,-0.28125,Respeck,Standing,-1,s2091784,
1696250277164,-0.05102539,-0.9902954,0.03729248,3.046875,-2.21875,-0.3125,Respeck,Standing,-1,s2091784,
1696250277214,-0.03491211,-0.98687744,0.024841309,4.296875,0.390625,1.359375,Respeck,Standing,-1,s2091784,
1696250277253,-0.020507812,-0.9849243,0.023376465,2.234375,2.890625,1.875,Respeck,Standing,-1,s2091784,
1696250277284,-0.046875,-0.9902954,0.012878418,1.421875,-1.375,0.546875,Respeck,Standing,-1,s2091784,
1696250277329,-0.049316406,-0.9963989,0.043640137,2.15625,-1.046875,0.015625,Respeck,Standing,-1,s2091784,
