timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
1696248359266,0.025878906,-0.97662354,0.17327881,0.359375,-0.28125,-0.515625,Respeck,Sitting,-1,s2091784,,0
1696248359306,0.016845703,-0.97979736,0.18231201,0.625,-0.25,-0.484375,Respeck,Sitting,-1,s2091784,,1
1696248359346,0.0073242188,-0.9829712,0.18133545,0.890625,-0.671875,0.65625,Respeck,Sitting,-1,s2091784,,2
1696248359386,0.014160156,-0.9890747,0.18328857,2.15625,-1.171875,1.140625,Respeck,Sitting,-1,s2091784,,3
1696248359426,0.028076172,-0.9812622,0.16229248,0.859375,0.046875,-0.046875,Respeck,Sitting,-1,s2091784,,4
1696248359466,0.01171875,-0.9800415,0.15838623,1.359375,0.078125,-0.890625,Respeck,Sitting,-1,s2091784,,5
1696248359506,-0.004638672,-0.9907837,0.15570068,1.59375,-0.859375,0.171875,Respeck,Sitting,-1,s2091784,,6
1696248359546,0.016601562,-0.98883057,0.16253662,1.71875,0.25,1.15625,Respeck,Sitting,-1,s2091784,,7
1696248359586,0.02709961,-0.9949341,0.14813232,0.609375,0.71875,0.734375,Respeck,Sitting,-1,s2091784,,8
1696248359626,0.014892578,-0.9751587,0.15716553,1.015625,-0.515625,0.1875,Respeck,Sitting,-1,s2091784,,9
1696248359666,0.038330078,-0.9612427,0.14105225,-2.90625,1.78125,-0.65625,Respeck,Sitting,-1,s2091784,,10
1696248359706,0.052246094,-0.99005127,0.1239624,-7.140625,1.953125,-1.171875,Respeck,Sitting,-1,s2091784,,11
1696248359746,0.036865234,-1.0003052,0.18695068,-6.125,0.3125,-1.421875,Respeck,Sitting,-1,s2091784,,12
1696248359786,0.010498047,-1.0352173,0.19354248,-5.734375,1.921875,-2.109375,Respeck,Sitting,-1,s2091784,,13
1696248359826,0.012451172,-0.98321533,0.10809326,-14.15625,5.796875,-4.015625,Respeck,Sitting,-1,s2091784,,14
1696248359866,0.041259766,-0.9002075,0.17596436,-15.109375,-3.265625,-1.234375,Respeck,Sitting,-1,s2091784,,15
1696248359906,0.033447266,-0.9985962,0.31048584,-13.671875,4.328125,-3.0625,Respeck,Sitting,-1,s2091784,,16
1696248359946,-0.02758789,-1.0049438,0.2321167,1.515625,1.015625,-3.546875,Respeck,Sitting,-1,s2091784,,17
1696248359986,-0.0056152344,-0.9324341,0.25653076,-1.890625,-2.640625,-2.5625,Respeck,Sitting,-1,s2091784,,18
1696248360026,0.04248047,-0.97979736,0.2453003,-0.296875,2.875,-3.78125,Respeck,Sitting,-1,s2091784,,19
1696248360066,0.01953125,-0.98321533,0.23651123,-4.390625,3.75,-8.171875,Respeck,Sitting,-1,s2091784,,20
1696248360106,0.020019531,-0.9170532,0.23065186,-4.125,-3.578125,-3.53125,Respeck,Sitting,-1,s2091784,,21
1696248360146,0.009277344,-0.87042236,0.2592163,-1.40625,-12.015625,3.046875,Respeck,Sitting,-1,s2091784,,22
1696248360186,-0.095214844,-0.89263916,0.3817749,-3.65625,4.90625,7.265625,Respeck,Sitting,-1,s2091784,,23
1696248360226,-0.10058594,-1.0784302,0.2033081,-8.875,3.4375,-2.453125,Respeck,Sitting,-1,s2091784,,24
1696248360266,0.064208984,-1.1016235,0.14837646,-0.359375,-15.0625,-3.890625,Respeck,Sitting,-1,s2091784,,25
1696248360306,0.03881836,-0.89019775,0.3703003,-2.8125,10.34375,-2.625,Respeck,Sitting,-1,s2091784,,26
1696248360346,-0.03515625,-0.8904419,0.22894287,-1.25,-0.9375,-1.421875,Respeck,Sitting,-1,s2091784,,27
1696248360386,-0.053710938,-0.95880127,0.2736206,-16.28125,-5.359375,-0.640625,Respeck,Sitting,-1,s2091784,,28
1696248360426,-0.025634766,-1.0413208,0.34832764,-2.953125,6.609375,0.9375,Respeck,Sitting,-1,s2091784,,29
