timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
1696246557775,0.22045898,-0.9439087,0.39886475,-14.921875,-2.0,-11.515625,Respeck,Miscellaneous movements,-1,s2091784,,61
1696246557815,0.20288086,-0.8977661,0.41571045,-5.515625,-3.546875,-8.90625,Respeck,Miscellaneous movements,-1,s2091784,,62
1696246557855,0.18115234,-0.8765259,0.4130249,0.671875,0.0,-6.234375,Respeck,Miscellaneous movements,-1,s2091784,,63
1696246557895,0.16796875,-0.86187744,0.38909912,-4.75,-1.5,-5.46875,Respeck,Miscellaneous movements,-1,s2091784,,64
1696246557935,0.16699219,-0.8237915,0.41619873,-0.640625,-0.484375,-3.921875,Respeck,Miscellaneous movements,-1,s2091784,,65
1696246557975,0.1850586,-0.8843384,0.42132568,-7.8125,-2.578125,-4.609375,Respeck,Miscellaneous movements,-1,s2091784,,66
1696246558015,0.17480469,-0.88409424,0.41741943,-1.875,-2.96875,-1.40625,Respeck,Miscellaneous movements,-1,s2091784,,67
1696246558055,0.15673828,-0.90997314,0.41326904,-1.734375,-3.3125,2.078125,Respeck,Miscellaneous movements,-1,s2091784,,68
1696246558095,0.13989258,-0.8652954,0.41351318,5.0,-3.0,4.25,Respeck,Miscellaneous movements,-1,s2091784,,69
1696246558135,0.13305664,-0.87457275,0.41033936,3.125,0.734375,6.3125,Respeck,Miscellaneous movements,-1,s2091784,,70
1696246558175,0.16674805,-0.84210205,0.418396,4.5,0.234375,8.484375,Respeck,Miscellaneous movements,-1,s2091784,,71
1696246558215,0.16455078,-0.85650635,0.4147339,13.0625,3.5,12.40625,Respeck,Miscellaneous movements,-1,s2091784,,72
1696246558255,0.1862793,-0.8623657,0.39959717,13.515625,6.90625,12.359375,Respeck,Miscellaneous movements,-1,s2091784,,73
1696246558295,0.2211914,-0.90875244,0.37957764,10.21875,5.484375,15.78125,Respeck,Miscellaneous movements,-1,s2091784,,74
1696246558335,0.27856445,-0.89434814,0.34246826,12.21875,5.734375,19.796875,Respeck,Miscellaneous movements,-1,s2091784,,75
1696246558375,0.28173828,-0.9163208,0.322937,16.421875,5.140625,25.703125,Respeck,Miscellaneous movements,-1,s2091784,,76
1696246558415,0.19799805,-0.9998169,0.35125732,5.546875,13.703125,22.875,Respeck,Miscellaneous movements,-1,s2091784,,77
1696246558455,0.23925781,-1.0281372,0.3036499,4.8125,16.734375,19.640625,Respeck,Miscellaneous movements,-1,s2091784,,78
1696246558495,0.5107422,-1.1253052,0.26141357,3.140625,15.765625,34.640625,Respeck,Miscellaneous movements,-1,s2091784,,79
1696246558535,0.8444824,-1.3262329,0.29241943,-14.625,3.5625,38.59375,Respeck,Miscellaneous movements,-1,s2091784,,80
1696246558575,0.8762207,-1.0784302,0.44207764,-3.15625,-2.484375,5.53125,Respeck,Miscellaneous movements,-1,s2091784,,81
1696246558615,0.704834,-0.9055786,0.25482178,69.65625,31.296875,-16.921875,Respeck,Miscellaneous movements,-1,s2091784,,82
1696246558655,0.3876953,-1.0706177,0.097839355,36.0,41.125,-12.484375,Respeck,Miscellaneous movements,-1,s2091784,,83
1696246558695,0.58081055,-1.1533813,0.117370605,-22.5625,-6.671875,3.015625,Respeck,Miscellaneous movements,-1,s2091784,,84
1696246558735,0.782959,-1.083313,0.14764404,-0.75,3.59375,-3.4375,Respeck,Miscellaneous movements,-1,s2091784,,85
1696246558775,0.6647949,-0.9849243,0.12176514,16.59375,6.984375,-13.90625,Respeck,Miscellaneous movements,-1,s2091784,,86
1696246558815,0.5185547,-0.8128052,0.14984131,2.03125,-9.984375,-14.53125,Respeck,Miscellaneous movements,-1,s2091784,,87
1696246558855,0.34643555,-0.71099854,0.13153076,-12.8125,-7.40625,-20.015625,Respeck,Miscellaneous movements,-1,s2091784,,88
