# Sensor type: Thingy
# Activity type: Ascending stairs
# Activity subtype: Normal
# Subject id: s1911298
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1695813817581,-0.9296875,0.18554688,0.18457031,-141.34375,96.84375,70.59375,0.0,0.0,0.0
1695813817612,-0.8613281,-0.3251953,-0.111328125,-8.84375,118.3125,55.03125,0.0,0.0,0.0
1695813817671,-0.9707031,-0.5419922,-0.034179688,-13.21875,60.09375,70.03125,-105.625,12.0625,-119.125
1695813817702,-0.8935547,0.07128906,0.20214844,-59.5625,27.125,46.84375,0.0,0.0,0.0
1695813817732,-0.76171875,-0.08984375,0.12109375,-37.78125,37.5625,25.53125,0.0,0.0,0.0
1695813817793,-0.9003906,-0.25195312,-0.0126953125,-39.34375,41.28125,1.625,0.0,0.0,0.0
1695813817821,-0.8701172,-0.15527344,0.09082031,-21.28125,25.5,-9.75,0.0,0.0,0.0
1695813817853,-1.1425781,0.20117188,0.055664062,-15.71875,19.5,-5.46875,0.0,0.0,0.0
1695813817915,-0.97265625,-0.14160156,0.00390625,-24.875,10.96875,2.21875,0.0,0.0,0.0
1695813817942,-1.0839844,-0.08691406,-0.19433594,-28.375,26.09375,5.6875,0.0,0.0,0.0
1695813817972,-1.1787109,0.01171875,0.1015625,-0.34375,41.15625,21.5625,0.0,0.0,0.0
1695813818034,-1.53125,-0.15527344,-0.080078125,-36.96875,57.09375,18.75,0.0,0.0,0.0
1695813818062,-1.671875,-0.10644531,-0.03515625,-6.625,25.3125,9.65625,0.0,0.0,0.0
1695813818095,-1.4511719,0.21972656,0.5029297,-17.0625,-64.84375,23.65625,0.0,0.0,0.0
1695813818153,-1.3427734,-0.064453125,0.12792969,-73.65625,-166.03125,23.15625,0.0,0.0,0.0
1695813818183,-1.2832031,-0.4453125,0.05859375,-14.5625,-172.6875,-33.84375,-101.5625,22.25,-119.4375
1695813818215,-1.5097656,0.0087890625,-0.08984375,127.8125,-149.0625,-75.46875,0.0,0.0,0.0
1695813818274,-1.1035156,0.20800781,-0.009765625,81.625,-161.40625,-106.65625,0.0,0.0,0.0
1695813818304,-0.44921875,0.0546875,0.09375,114.9375,-199.96875,-96.28125,0.0,0.0,0.0
1695813818334,-0.4326172,-0.018554688,-0.056640625,98.875,-179.65625,-70.21875,0.0,0.0,0.0
1695813818394,-0.5,-0.11621094,0.1953125,120.875,-206.875,-30.1875,0.0,0.0,0.0
1695813818425,-0.2529297,0.15820312,0.25878906,114.5,-172.28125,-10.90625,0.0,0.0,0.0
1695813818453,-0.26464844,0.34960938,0.6347656,59.34375,-81.3125,-0.71875,0.0,0.0,0.0
1695813818547,-0.3017578,0.3466797,0.70703125,37.125,-3.5,1.4375,0.0,0.0,0.0
1695813818549,-0.21289062,0.0703125,1.0722656,-46.875,106.1875,-5.21875,0.0,0.0,0.0
1695813818572,-0.52441406,0.08203125,0.97558594,-52.65625,163.25,-10.90625,0.0,0.0,0.0
1695813818633,-1.9970703,-0.21289062,0.26464844,-37.40625,116.625,1.84375,0.0,0.0,0.0
1695813818662,0.26367188,0.55371094,0.4638672,-57.375,146.625,-0.90625,-96.625,16.0625,-95.625
1695813818692,-1.6982422,-0.41015625,0.00390625,-159.96875,233.5625,0.4375,0.0,0.0,0.0
1695813818755,-1.3212891,-0.0859375,0.12988281,-97.875,147.25,16.875,0.0,0.0,0.0
1695813818784,-0.6982422,-0.04296875,0.11328125,-104.71875,128.5,35.84375,0.0,0.0,0.0
1695813818813,-0.9472656,-0.17675781,0.12109375,-133.09375,119.78125,57.21875,0.0,0.0,0.0
1695813818876,-0.83203125,-0.2939453,-0.020507812,-103.0625,95.1875,54.40625,0.0,0.0,0.0
1695813818904,-0.8720703,-0.25683594,9.765625E-4,-38.4375,49.78125,41.53125,0.0,0.0,0.0
1695813818933,-0.8466797,9.765625E-4,0.08300781,-34.65625,46.96875,6.75,0.0,0.0,0.0
1695813818995,-0.8964844,0.07910156,0.27148438,-40.5,28.84375,-14.875,0.0,0.0,0.0
1695813819024,-0.97265625,-0.0126953125,0.0390625,-33.0,5.71875,-18.34375,0.0,0.0,0.0
1695813819053,-0.9941406,-0.37695312,0.043945312,-14.625,8.53125,-9.5,0.0,0.0,0.0
1695813819115,-1.0732422,-0.029296875,0.09667969,-2.90625,17.96875,-2.0625,0.0,0.0,0.0
1695813819144,-1.1728516,-0.0625,-0.13769531,-19.53125,65.90625,16.5,0.0,0.0,0.0
1695813819205,-1.4179688,0.19140625,0.111328125,-33.3125,70.09375,20.09375,-101.875,20.0,-123.5
1695813819232,-1.5878906,-0.13183594,-0.14453125,-64.8125,38.90625,10.53125,0.0,0.0,0.0
1695813819262,-1.3085938,-0.024414062,0.25390625,-0.78125,10.65625,29.375,0.0,0.0,0.0
1695813819294,-1.3037109,0.115234375,0.16601562,-50.21875,-70.15625,12.65625,0.0,0.0,0.0
1695813819355,-1.1347656,0.018554688,-0.05078125,-67.25,-151.28125,-10.15625,0.0,0.0,0.0
1695813819413,-1.1445312,-0.099609375,0.3251953,-43.4375,-158.78125,-58.1875,0.0,0.0,0.0
1695813819417,-1.140625,0.68652344,-0.5,-22.625,-173.125,-31.46875,0.0,0.0,0.0
1695813819476,-0.9970703,0.28320312,0.46875,118.53125,-203.59375,-55.59375,0.0,0.0,0.0
1695813819504,-0.7558594,0.013671875,0.19726562,-2.375,-163.78125,-38.71875,0.0,0.0,0.0
1695813819533,-0.36816406,-0.14648438,0.13867188,30.09375,-156.59375,-9.5625,0.0,0.0,0.0
1695813819593,-0.29785156,-0.12695312,0.016601562,40.40625,-113.84375,19.125,0.0,0.0,0.0
1695813819623,-0.10058594,0.07421875,0.14648438,42.3125,-72.40625,44.65625,0.0,0.0,0.0
1695813819683,-0.24121094,0.14160156,0.38964844,17.65625,29.6875,37.625,-89.6875,19.375,-88.125
1695813819713,-0.4609375,0.16601562,0.7246094,-32.65625,90.4375,16.5,0.0,0.0,0.0
1695813819743,-0.79003906,0.03125,1.1621094,-61.5,54.125,-1.5,0.0,0.0,0.0
1695813819773,-1.0957031,-0.14257812,1.0126953,23.5,64.78125,-10.96875,0.0,0.0,0.0
1695813819834,-1.6923828,0.21289062,1.0537109,4.21875,-7.21875,-14.0,0.0,0.0,0.0
1695813819862,-1.5009766,0.0234375,-0.16699219,-34.78125,-171.15625,9.65625,0.0,0.0,0.0
1695813819895,0.8564453,1.4150391,0.5527344,-8.21875,123.1875,-7.90625,0.0,0.0,0.0
1695813819954,-1.9970703,-0.81347656,-1.8564453,-209.34375,285.0625,-42.28125,0.0,0.0,0.0
1695813819984,-0.60058594,-0.0234375,-0.016601562,-40.28125,85.1875,-21.65625,0.0,0.0,0.0
1695813820013,-0.8300781,0.45898438,0.03515625,-133.71875,147.0,27.96875,0.0,0.0,0.0
1695813820075,-1.1279297,-0.25683594,-0.25585938,-197.375,203.78125,27.3125,0.0,0.0,0.0
1695813820107,-1.1806641,-0.5292969,-0.29101562,-137.6875,80.84375,42.9375,0.0,0.0,0.0
1695813820134,-1.0097656,-0.1484375,0.27441406,-113.5625,34.65625,14.625,0.0,0.0,0.0
1695813820196,-1.0117188,-0.0068359375,0.1328125,-142.03125,55.15625,-23.90625,-101.5625,9.5,-107.125
1695813820224,-0.9140625,-0.3095703,0.016601562,-94.53125,36.59375,-19.125,0.0,0.0,0.0
1695813820255,-0.734375,-0.14257812,-0.083984375,-39.59375,24.15625,1.90625,0.0,0.0,0.0
1695813820315,-1.1044922,-0.08984375,0.10644531,-23.125,40.9375,13.875,0.0,0.0,0.0
1695813820344,-1.3027344,0.15234375,0.12890625,-40.15625,50.9375,18.21875,0.0,0.0,0.0
1695813820373,-1.7695312,-0.06933594,-0.2998047,-125.53125,19.8125,-4.75,0.0,0.0,0.0
1695813820435,-1.7890625,-0.25878906,0.14257812,-41.96875,-44.21875,19.1875,0.0,0.0,0.0
1695813820464,-1.3818359,0.41992188,0.12988281,-109.4375,-127.34375,0.03125,0.0,0.0,0.0
1695813820558,-1.4208984,-0.06738281,-0.0859375,-99.78125,-185.28125,-22.4375,0.0,0.0,0.0
1695813820564,-1.3183594,0.047851562,-0.18945312,-37.21875,-176.78125,-45.75,0.0,0.0,0.0
1695813820583,-1.7119141,0.64941406,-0.19921875,72.15625,-196.375,-5.71875,0.0,0.0,0.0
1695813820613,-1.1132812,-0.072265625,0.32617188,68.625,-251.1875,-118.5625,0.0,0.0,0.0
1695813820674,-0.66308594,-0.3984375,0.022460938,65.0625,-244.03125,-133.9375,-85.8125,-1.625,-81.625
1695813820704,-0.30859375,-0.109375,0.03515625,105.375,-203.875,-74.1875,0.0,0.0,0.0
1695813820734,-0.059570312,0.18945312,0.028320312,149.71875,-184.59375,-27.8125,0.0,0.0,0.0
1695813820827,-0.043945312,0.2607422,0.25976562,141.4375,-117.9375,-9.625,0.0,0.0,0.0
1695813820830,-0.022460938,0.234375,0.57421875,67.53125,-12.96875,2.21875,0.0,0.0,0.0
1695813820852,-0.19628906,0.23242188,0.80859375,-18.90625,62.71875,-3.5625,0.0,0.0,0.0
1695813820914,-0.48535156,-0.11328125,1.2236328,4.21875,126.25,-2.125,0.0,0.0,0.0
1695813820944,-1.8789062,0.30371094,0.33984375,-31.3125,91.90625,-1.125,0.0,0.0,0.0
1695813820975,-0.3017578,0.74316406,0.5566406,35.53125,74.875,12.28125,0.0,0.0,0.0
1695813821035,-1.125,-0.0078125,0.3623047,-177.96875,198.875,-1.0625,0.0,0.0,0.0
