timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1696095503339,-0.5991211,0.03338623,-0.81988525,-0.46875,0.296875,-0.15625
1696095503379,-0.59228516,0.027770996,-0.81817627,-0.296875,0.296875,-0.0625
1696095503419,-0.5957031,0.02923584,-0.8015747,-0.3125,0.21875,-0.1875
1696095503459,-0.59716797,0.03656006,-0.8052368,-0.4375,0.046875,-0.03125
1696095503499,-0.5974121,0.02923584,-0.8088989,-0.5,-0.328125,-0.046875
1696095503539,-0.5969238,0.028503418,-0.8118286,-0.390625,-1.03125,-0.046875
1696095503579,-0.59814453,0.03363037,-0.81915283,-0.546875,-0.75,-0.1875
1696095503619,-0.59765625,0.03314209,-0.8115845,-0.40625,-0.65625,-0.1875
1696095503659,-0.5986328,0.031921387,-0.81329346,-0.375,-0.765625,-0.125
1696095503699,-0.5979004,0.026794434,-0.8069458,-0.375,-1.203125,-0.140625
1696095503739,-0.58862305,0.029968262,-0.8088989,0.046875,-1.390625,-0.328125
1696095503779,-0.6015625,0.03778076,-0.83013916,-0.203125,-0.828125,-0.328125
1696095503819,-0.5974121,0.034851074,-0.8196411,-0.5,-0.71875,-0.265625
1696095503859,-0.60058594,0.035095215,-0.8233032,-1.21875,-0.3125,0.328125
1696095503899,-0.59765625,0.027526855,-0.8184204,-0.90625,-1.171875,0.15625
1696095503939,-0.60180664,0.030456543,-0.8220825,-0.921875,-1.75,0.171875
1696095503979,-0.5908203,0.024108887,-0.8164673,-1.125,-0.09375,0.265625
1696095504019,-0.5876465,0.024108887,-0.8074341,-0.546875,-0.765625,-0.015625
1696095504059,-0.6010742,0.031433105,-0.817688,-0.3125,-1.5625,-0.125
1696095504099,-0.59228516,0.027526855,-0.819397,-0.375,-1.015625,-0.15625
1696095504139,-0.5876465,0.03289795,-0.8086548,-0.5,-0.59375,-0.140625
1696095504179,-0.58935547,0.030944824,-0.8274536,-0.25,-0.25,-0.21875
1696095504219,-0.59155273,0.028503418,-0.8069458,-0.03125,0.484375,-0.21875
1696095504259,-0.59375,0.030700684,-0.80426025,0.359375,-0.390625,-0.390625
1696095504299,-0.59716797,0.04071045,-0.80596924,0.734375,1.109375,-0.53125
1696095504339,-0.5949707,0.038757324,-0.8196411,-0.046875,1.859375,-0.1875
1696095504379,-0.5839844,0.044128418,-0.7930298,-0.328125,0.515625,-0.0625
1696095504419,-0.6142578,0.039245605,-0.803772,-0.921875,-1.59375,0.046875
1696095504459,-0.6064453,0.034851074,-0.8057251,-0.96875,-0.96875,0.203125
1696095504499,-0.6188965,0.044128418,-0.7971802,-0.90625,-2.125,0.21875
1696095504539,-0.6064453,0.029968262,-0.80963135,-0.75,-2.859375,0.125
1696095504579,-0.60668945,0.031188965,-0.819397,-0.8125,-1.5,0.046875
1696095504619,-0.59399414,0.034606934,-0.81915283,-1.296875,0.53125,0.078125
1696095504659,-0.59106445,0.035583496,-0.8428345,-1.25,-1.46875,0.296875
1696095504699,-0.60009766,0.038513184,-0.8369751,-0.703125,0.21875,0.234375
1696095504739,-0.6081543,0.035827637,-0.8208618,-0.703125,0.59375,0.078125
1696095504779,-0.611084,0.036315918,-0.8220825,-0.65625,-0.109375,-0.140625
1696095504819,-0.6027832,0.035827637,-0.8230591,-0.515625,-0.28125,-0.125
1696095504859,-0.5996094,0.038024902,-0.81622314,-0.140625,-0.28125,-0.078125
1696095504899,-0.59155273,0.03289795,-0.81622314,-0.34375,-0.21875,-0.203125
1696095504939,-0.5839844,0.036071777,-0.79156494,-0.375,-0.40625,-0.140625
1696095504979,-0.5788574,0.028503418,-0.8171997,-0.53125,0.3125,-0.046875
1696095505019,-0.5878906,0.035339355,-0.80596924,-0.125,0.9375,-0.03125
1696095505059,-0.6105957,0.031921387,-0.8152466,0.015625,0.9375,-0.1875
1696095505099,-0.60498047,0.040222168,-0.80255127,-0.1875,0.5,-0.109375
1696095505139,-0.61816406,0.038757324,-0.82354736,0.109375,1.4375,-0.4375
1696095505179,-0.6035156,0.038269043,-0.8081665,0.046875,1.109375,-0.390625
1696095505219,-0.61279297,0.035827637,-0.8135376,-0.734375,-0.359375,0.03125
1696095505259,-0.5998535,0.035827637,-0.8032837,-0.4375,-0.578125,-0.015625
1696095505299,-0.6135254,0.035339355,-0.8057251,-0.625,-0.59375,0.109375
1696095505339,-0.6171875,0.031921387,-0.81573486,-0.9375,-1.21875,-0.109375
1696095505379,-0.6086426,0.043151855,-0.79107666,-0.734375,-2.296875,-0.046875
1696095505419,-0.58740234,0.0289917,-0.78863525,-1.0625,-2.96875,0.265625
1696095505459,-0.6008301,0.02142334,-0.80548096,-0.28125,-2.859375,-0.203125
1696095505499,-0.5942383,0.031677246,-0.8184204,-0.65625,-3.03125,-0.109375
1696095505539,-0.5942383,0.03363037,-0.83380127,-1.03125,-1.6875,0.140625
1696095505579,-0.59594727,0.024597168,-0.82598877,-0.609375,-0.671875,0.0625
1696095505619,-0.59716797,0.03387451,-0.8010864,-0.359375,-0.640625,0.0
1696095505659,-0.5908203,0.024108887,-0.8245239,-0.390625,-0.875,-0.078125
1696095505699,-0.576416,0.027038574,-0.7971802,0.59375,-0.09375,-0.421875
1696095505739,-0.5876465,0.026062012,-0.8069458,-0.25,-0.03125,-0.140625
1696095505779,-0.5983887,0.029724121,-0.8267212,-0.625,-0.234375,0.140625
1696095505819,-0.59765625,0.034606934,-0.8167114,-0.59375,0.21875,0.09375
1696095505859,-0.595459,0.03387451,-0.80670166,-0.28125,-0.296875,0.0
1696095505899,-0.60131836,0.028503418,-0.8213501,-0.515625,-0.578125,-0.265625
1696095505939,-0.59716797,0.03387451,-0.83184814,-0.28125,-0.046875,-0.296875
1696095505979,-0.59399414,0.02508545,-0.8262329,-0.15625,0.578125,-0.21875
1696095506019,-0.60913086,0.034851074,-0.81256104,-0.28125,-0.21875,0.015625
1696095506059,-0.6032715,0.03753662,-0.7901001,0.3125,-0.5625,-0.234375
1696095506099,-0.60498047,0.026306152,-0.8308716,0.46875,-0.296875,-0.40625
1696095506139,-0.60595703,0.034851074,-0.8230591,0.125,-0.3125,-0.359375
1696095506179,-0.59814453,0.03265381,-0.8196411,-0.6875,0.109375,-0.109375
1696095506219,-0.6010742,0.03729248,-0.8027954,-0.703125,0.21875,0.0625
1696095506259,-0.5991211,0.039245605,-0.8088989,-1.140625,1.1875,0.296875
1696095506299,-0.6064453,0.043151855,-0.80255127,-1.078125,-1.03125,0.21875
1696095506339,-0.6188965,0.03363037,-0.8101196,-0.515625,-1.328125,-0.09375
1696095506379,-0.61499023,0.039733887,-0.8093872,-0.328125,-1.875,-0.234375
1696095506419,-0.6022949,0.03314209,-0.81744385,-0.625,-1.90625,-0.125
1696095506459,-0.59936523,0.03387451,-0.80059814,-0.421875,-1.421875,-0.171875
1696095506499,-0.59106445,0.036071777,-0.8023071,-1.046875,-1.84375,0.265625
1696095506539,-0.6074219,0.02532959,-0.8040161,-1.171875,-1.25,0.265625
1696095506579,-0.59228516,0.02923584,-0.8135376,-0.265625,-1.28125,-0.234375
