timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind
1695375373056,-0.45214844,-0.09234619,0.97161865,-1.046875,1.21875,0.234375,0
1695375373096,-0.4501953,-0.10308838,0.96698,-0.90625,0.265625,-0.03125,1
1695375373136,-0.44458008,-0.09820557,0.96990967,-1.125,0.15625,0.0,2
1695375373176,-0.44091797,-0.09649658,0.9760132,-0.796875,-0.4375,0.109375,3
1695375373216,-0.43798828,-0.097961426,0.9738159,-2.125,-0.53125,0.328125,4
1695375373256,-0.44799805,-0.07867432,0.98724365,-1.234375,-1.328125,0.15625,5
1695375373296,-0.4440918,-0.086242676,0.96087646,-2.8125,-1.140625,-0.125,6
1695375373336,-0.4519043,-0.07745361,0.9633179,-0.796875,-0.828125,0.234375,7
1695375373376,-0.45947266,-0.07867432,0.9647827,-0.4375,-0.3125,0.28125,8
1695375373416,-0.4494629,-0.08380127,0.9603882,0.3125,0.46875,0.390625,9
1695375373456,-0.45410156,-0.09527588,0.96624756,0.609375,0.515625,0.25,10
1695375373496,-0.44555664,-0.0960083,0.97210693,0.609375,0.421875,0.3125,11
1695375373536,-0.44677734,-0.09527588,0.9723511,1.09375,0.234375,0.984375,12
1695375373576,-0.44604492,-0.09112549,0.97650146,0.03125,0.453125,0.71875,13
1695375373616,-0.44067383,-0.09869385,0.97406006,-0.484375,-0.1875,0.609375,14
1695375373656,-0.45141602,-0.086242676,0.9562378,-0.65625,-1.1875,0.4375,15
1695375373696,-0.4519043,-0.07867432,0.9591675,0.59375,-0.296875,0.75,16
1695375373736,-0.46142578,-0.08477783,0.96087646,0.8125,0.921875,0.765625,17
1695375373776,-0.45532227,-0.09429932,0.97406006,1.171875,1.328125,0.734375,18
1695375373816,-0.44604492,-0.09820557,0.9660034,1.171875,0.5625,0.546875,19
1695375373856,-0.44482422,-0.101379395,0.96795654,0.515625,0.328125,0.421875,20
1695375373896,-0.44140625,-0.105529785,0.9779663,0.75,0.109375,0.671875,21
1695375373936,-0.43310547,-0.10015869,0.95721436,-0.796875,-0.15625,0.578125,22
1695375373976,-0.45263672,-0.10015869,0.980896,0.84375,-0.140625,1.203125,23
1695375374016,-0.44189453,-0.09234619,0.95843506,-1.234375,0.234375,0.5,24
1695375374056,-0.4597168,-0.10211182,0.97039795,0.21875,0.265625,0.578125,25
1695375374096,-0.44604492,-0.10626221,0.9701538,-0.125,0.109375,0.15625,26
1695375374136,-0.44189453,-0.1038208,0.9660034,-0.203125,0.015625,0.3125,27
1695375374176,-0.44750977,-0.1116333,0.9616089,-0.078125,-0.015625,0.5625,28
1695375374216,-0.43774414,-0.101867676,0.9747925,0.09375,0.28125,0.4375,29
1695375374256,-0.44433594,-0.101135254,0.979187,0.171875,0.609375,0.765625,30
1695375374296,-0.4440918,-0.10626221,0.97650146,-1.0625,0.84375,0.375,31
1695375374336,-0.44702148,-0.10821533,0.97528076,-1.59375,0.359375,0.234375,32
1695375374376,-0.45166016,-0.09649658,0.9796753,-2.40625,-0.390625,-0.078125,33
1695375374416,-0.4416504,-0.10455322,0.9760132,-2.953125,-1.0625,-0.25,34
1695375374456,-0.43676758,-0.093322754,0.9550171,-2.59375,-0.859375,-0.203125,35
1695375374496,-0.4453125,-0.08868408,0.96795654,-1.84375,0.84375,0.3125,36
1695375374536,-0.45336914,-0.08892822,0.97406006,-2.484375,0.65625,0.1875,37
1695375374576,-0.44677734,-0.08721924,0.9772339,-2.21875,-0.578125,-0.546875,38
1695375374616,-0.44189453,-0.07623291,0.9611206,-1.796875,-1.4375,-0.515625,39
1695375374656,-0.4658203,-0.06329346,0.9750366,0.984375,-1.53125,0.015625,40
1695375374696,-0.42504883,-0.07574463,0.9279175,1.3125,0.265625,0.65625,41
1695375374736,-0.4519043,-0.09112549,0.965271,1.84375,-2.890625,0.8125,42
1695375374776,-0.4597168,-0.11138916,1.0011597,1.390625,-3.921875,-0.15625,43
1695375374816,-0.45288086,-0.0869751,0.9537964,-0.125,-0.78125,0.34375,44
1695375374856,-0.45825195,-0.109436035,0.97943115,0.890625,0.65625,0.53125,45
1695375374896,-0.4494629,-0.10992432,0.9718628,0.078125,-0.90625,0.9375,46
1695375374936,-0.44848633,-0.07867432,0.951355,-1.265625,-0.84375,0.359375,47
1695375374976,-0.45825195,-0.08917236,0.9579468,0.09375,1.21875,0.390625,48
1695375375016,-0.4609375,-0.10626221,0.9816284,1.46875,1.75,1.09375,49
1695375375056,-0.46362305,-0.09625244,0.9682007,0.265625,0.75,0.890625,50
1695375375096,-0.45385742,-0.090148926,0.95843506,-1.328125,0.125,0.328125,51
1695375375136,-0.45141602,-0.120910645,0.98480225,-0.0625,-0.265625,0.578125,52
1695375375176,-0.4543457,-0.093566895,0.9491577,-0.125,-0.40625,0.734375,53
1695375375216,-0.45410156,-0.074523926,0.9423218,-0.40625,0.890625,0.453125,54
1695375375256,-0.4650879,-0.113098145,0.9906616,0.53125,1.390625,0.859375,55
1695375375296,-0.45947266,-0.090148926,0.96698,-0.5,-0.125,0.609375,56
1695375375336,-0.44458008,-0.0881958,0.96673584,-0.75,-0.1875,0.0,57
1695375375376,-0.44799805,-0.12017822,0.9701538,-0.28125,-0.328125,0.3125,58
1695375375416,-0.45385742,-0.1104126,0.95892334,-0.609375,-0.46875,0.421875,59
1695375375456,-0.44873047,-0.078430176,0.98553467,-1.09375,-0.984375,0.109375,60
1695375375496,-0.44848633,-0.101623535,0.9454956,-0.75,0.75,0.28125,61
1695375375536,-0.46289062,-0.097961426,0.98431396,0.15625,0.109375,0.46875,62
1695375375576,-0.4494629,-0.09844971,0.97088623,-0.28125,0.484375,0.40625,63
1695375375616,-0.45385742,-0.113586426,0.9647827,-0.5625,0.546875,0.46875,64
1695375375656,-0.45581055,-0.10284424,0.97650146,-0.734375,0.234375,0.625,65
1695375375696,-0.4482422,-0.08673096,0.963562,-1.6875,0.9375,0.546875,66
1695375375736,-0.46191406,-0.09503174,0.9677124,-1.96875,1.34375,0.203125,67
1695375375776,-0.44921875,-0.09893799,0.96429443,-1.953125,0.859375,0.078125,68
1695375375816,-0.44970703,-0.09942627,0.9845581,-2.09375,1.484375,-0.03125,69
1695375375856,-0.4411621,-0.10333252,0.9760132,-3.71875,-0.859375,-0.28125,70
1695375375896,-0.4399414,-0.090148926,0.96136475,-2.6875,-2.3125,-0.328125,71
1695375375936,-0.4501953,-0.07110596,0.9586792,-1.546875,-1.296875,0.109375,72
1695375375976,-0.46191406,-0.06793213,0.95965576,-1.265625,-0.203125,0.21875,73
1695375376016,-0.4597168,-0.07183838,0.9611206,1.265625,-2.8125,-0.109375,74
1695375376056,-0.46044922,-0.07232666,0.9476929,1.703125,-1.875,-0.203125,75
1695375376096,-0.4560547,-0.1026001,0.9850464,2.71875,-1.609375,0.59375,76
1695375376136,-0.45703125,-0.101379395,0.9747925,-0.6875,-3.921875,0.125,77
1695375376176,-0.44433594,-0.07598877,0.9389038,-1.4375,-1.84375,-0.453125,78
1695375376216,-0.47729492,-0.10089111,0.9713745,2.03125,1.171875,1.53125,79
1695375376256,-0.46972656,-0.08673096,0.9603882,-0.703125,1.859375,0.921875,80
1695375376296,-0.45874023,-0.07525635,0.9569702,0.296875,1.734375,0.40625,81
1695375376336,-0.44677734,-0.108947754,0.9540405,2.359375,1.921875,0.953125,82
1695375376376,-0.47338867,-0.0947876,0.9850464,0.203125,0.6875,0.953125,83
1695375376416,-0.44213867,-0.10284424,0.9767456,-1.234375,-1.078125,0.46875,84
1695375376456,-0.44018555,-0.09088135,0.9371948,-0.859375,-1.90625,0.28125,85
1695375376496,-0.4716797,-0.089416504,0.9784546,1.796875,1.484375,1.4375,86
1695375376536,-0.47265625,-0.08062744,0.96990967,0.09375,1.578125,1.015625,87
1695375376576,-0.47265625,-0.09063721,0.965271,0.546875,-0.5,-0.21875,88
1695375376616,-0.45996094,-0.11773682,0.98895264,1.734375,-0.015625,0.265625,89
1695375376656,-0.4555664,-0.10675049,0.9684448,-0.375,-0.515625,0.46875,90
1695375376696,-0.4362793,-0.089660645,0.9508667,-1.359375,-3.375,-0.265625,91
1695375376736,-0.45825195,-0.11016846,0.9633179,0.609375,-0.890625,0.796875,92
1695375376776,-0.48046875,-0.08282471,0.9611206,0.03125,0.640625,1.15625,93
1695375376816,-0.46606445,-0.089904785,0.95306396,-0.546875,1.28125,0.328125,94
1695375376856,-0.46484375,-0.10626221,0.9730835,-0.078125,0.8125,0.203125,95
1695375376896,-0.45483398,-0.10235596,0.9555054,-0.578125,0.921875,0.078125,96
1695375376936,-0.44140625,-0.10797119,0.9557495,-0.53125,1.125,0.296875,97
1695375376976,-0.44799805,-0.09161377,0.9557495,-1.46875,1.671875,1.0625,98
1695375377016,-0.46289062,-0.08843994,0.9789429,-0.703125,3.203125,1.40625,99
1695375377056,-0.4555664,-0.10089111,0.97576904,-2.875,1.84375,-0.078125,100
1695375377096,-0.46069336,-0.11138916,0.9789429,-2.0,0.109375,-0.09375,101
1695375377136,-0.46362305,-0.09210205,0.96917725,-3.015625,-0.625,-0.640625,102
1695375377176,-0.43823242,-0.093811035,0.9682007,-2.890625,-0.578125,-0.34375,103
1695375377216,-0.44360352,-0.0869751,0.9533081,-2.078125,-1.328125,0.328125,104
1695375377256,-0.46069336,-0.06427002,0.9628296,-0.765625,-0.046875,0.40625,105
1695375377296,-0.46850586,-0.07965088,0.9598999,0.234375,-2.1875,0.109375,106
