# Sensor type: Respeck
# Activity type: Standing
# Activity subtype: Talking
# Subject id: s2020491
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1695653609258,0.08935547,-1.0186157,-0.003479004,3.53125,0.125,0.296875
1695653609320,0.106933594,-0.97442627,-0.02130127,2.8125,-1.125,1.15625
1695653609334,0.09399414,-0.97076416,-0.030090332,2.640625,0.171875,0.953125
1695653609379,0.1003418,-0.99346924,-0.023742676,2.765625,0.484375,1.171875
1695653609424,0.10083008,-0.9859009,-0.039611816,0.59375,-0.515625,1.4375
1695653609456,0.10546875,-0.97247314,-0.014709473,0.125,-1.984375,0.875
1695653609499,0.103271484,-0.97076416,-0.034973145,-2.40625,-0.953125,0.96875
1695653609529,0.10180664,-0.99468994,-0.032043457,-3.5,-1.734375,0.578125
1695653609574,0.09814453,-0.9976196,-0.015686035,-0.96875,-1.875,0.9375
1695653609619,0.09375,-0.98321533,-0.0032348633,0.453125,-0.734375,1.40625
1695653609649,0.10644531,-0.9866333,-0.010803223,0.0,-0.09375,0.84375
1695653609695,0.09863281,-0.9961548,-0.02130127,-0.375,-0.78125,1.0
1695653609725,0.10522461,-0.9849243,-0.024475098,0.234375,-0.15625,0.984375
1695653609769,0.11401367,-0.98565674,-0.0178833,-0.265625,-0.3125,1.078125
1695653609813,0.10595703,-0.98883057,-0.0064086914,-0.34375,-0.375,1.0625
1695653609844,0.10229492,-0.99542236,-0.008361816,-0.09375,-0.09375,1.015625
1695653609889,0.10644531,-0.987854,-0.006652832,-0.34375,-0.015625,1.03125
1695653609934,0.111328125,-0.9690552,-0.022521973,-0.9375,-0.109375,0.859375
1695653609965,0.110839844,-0.991272,-0.0071411133,0.203125,-0.421875,0.890625
1695653610010,0.107666016,-0.9902954,-0.029846191,-1.421875,-0.109375,0.90625
1695653610046,0.099365234,-0.9939575,-0.0056762695,-0.3125,0.125,0.8125
1695653610089,0.12231445,-0.98516846,-0.0044555664,-0.0625,-0.828125,1.15625
1695653610132,0.10449219,-0.98638916,-0.0134887695,-0.65625,-0.34375,0.671875
1695653610161,0.09301758,-0.99591064,-0.006652832,-0.125,-0.09375,1.234375
1695653610210,0.11376953,-0.9898071,-0.007385254,0.0625,-0.8125,1.0625
1695653610236,0.10913086,-0.9673462,-0.010314941,0.046875,-0.734375,1.4375
1695653610282,0.10131836,-0.99591064,-0.011779785,-1.15625,-0.28125,0.6875
1695653610326,0.10644531,-0.9915161,-0.0025024414,-0.09375,0.203125,0.640625
1695653610355,0.103759766,-0.98272705,-0.016174316,0.078125,-0.171875,0.859375
1695653610403,0.111328125,-0.99224854,-0.009094238,0.453125,-0.25,0.90625
1695653610445,0.10498047,-1.0015259,0.002380371,0.125,-0.1875,0.875
1695653610479,0.10546875,-0.98443604,-0.0068969727,-1.390625,-0.09375,0.546875
1695653610522,0.10668945,-0.9915161,0.0040893555,-0.4375,0.21875,0.5
1695653610552,0.103027344,-0.98272705,0.007507324,-0.484375,-0.171875,0.796875
1695653610597,0.11816406,-0.99298096,-0.0049438477,-0.421875,0.140625,0.5625
1695653610641,0.109375,-0.9915161,4.272461E-4,-0.34375,0.109375,0.8125
1695653610671,0.10205078,-0.991272,0.0048217773,-0.765625,0.234375,0.875
1695653610717,0.107666016,-1.0025024,-0.0012817383,-2.296875,0.71875,0.71875
1695653610761,0.106933594,-0.9859009,0.014343262,-0.234375,-0.234375,1.421875
1695653610809,0.10839844,-0.97662354,-0.008117676,-3.15625,0.140625,0.828125
1695653610835,0.1081543,-1.0100708,0.027038574,-1.703125,0.609375,0.546875
1695653610865,0.12036133,-0.98883057,0.031433105,-1.296875,-0.609375,0.984375
1695653610912,0.1184082,-0.9639282,0.007507324,-1.828125,-0.859375,-0.078125
1695653610956,0.107910156,-0.99468994,0.022888184,-0.890625,-0.984375,0.25
1695653610986,0.095947266,-1.0012817,0.031921387,-0.734375,-1.28125,0.3125
1695653611034,0.10595703,-0.9668579,0.031188965,-0.59375,-0.890625,0.28125
1695653611066,0.09301758,-0.99298096,0.02532959,-0.46875,-0.6875,0.75
1695653611106,0.107177734,-0.9963989,0.040222168,0.640625,-0.984375,1.359375
1695653611151,0.11694336,-0.97442627,0.023620605,0.359375,-1.28125,0.859375
1695653611182,0.10913086,-0.99053955,0.03338623,0.546875,-1.359375,0.4375
1695653611226,0.115478516,-0.9907837,0.019714355,1.515625,-1.625,1.140625
1695653611271,0.10498047,-0.99053955,0.023620605,1.265625,-1.53125,0.9375
1695653611303,0.10253906,-0.9939575,0.025817871,0.671875,-1.21875,0.828125
1695653611349,0.09863281,-0.986145,0.020202637,0.25,-1.0,1.109375
1695653611377,0.111328125,-0.9932251,0.03363037,-0.1875,-1.3125,1.078125
1695653611420,0.13793945,-0.99176025,0.028015137,0.6875,-0.71875,0.265625
1695653611469,0.10473633,-0.98687744,0.015075684,0.203125,-0.25,0.25
1695653611499,0.10180664,-0.9961548,0.021911621,2.1875,0.3125,1.125
1695653611544,0.1262207,-0.9846802,0.011169434,1.4375,-0.890625,2.078125
1695653611588,0.09472656,-0.99468994,0.04168701,1.515625,-1.203125,2.46875
1695653611619,0.079833984,-0.9902954,0.019470215,-1.21875,0.4375,1.484375
1695653611662,0.099853516,-1.0020142,0.030212402,-1.125,1.515625,1.65625
1695653611736,0.10644531,-0.9812622,0.028259277,-0.109375,1.09375,1.578125
1695653611739,0.11987305,-0.98272705,0.018493652,-0.6875,1.5,1.203125
1695653611783,0.114746094,-0.99346924,0.034118652,-0.484375,1.1875,0.984375
1695653611812,0.12548828,-0.99298096,0.027770996,1.1875,0.9375,1.171875
1695653611858,0.12573242,-0.97198486,0.018249512,2.546875,-0.421875,2.28125
1695653611903,0.123291016,-0.9883423,0.018005371,0.078125,-0.84375,1.59375
1695653611935,0.107177734,-0.9920044,0.02923584,1.015625,-0.921875,1.875
1695653611980,0.11694336,-0.9976196,0.017028809,0.578125,-0.328125,1.265625
1695653612009,0.13208008,-0.9920044,0.024353027,1.109375,-0.828125,1.78125
1695653612052,0.10620117,-0.98687744,0.02142334,0.90625,-0.3125,0.9375
1695653612097,0.11791992,-0.9944458,0.023132324,1.65625,-0.109375,1.359375
1695653612126,0.12597656,-0.987854,0.019958496,1.875,-0.734375,1.65625
1695653612170,0.12670898,-0.98565674,0.020202637,2.8125,-0.6875,1.9375
1695653612202,0.1315918,-0.99053955,0.0119018555,5.234375,-0.1875,1.65625
1695653612248,0.12402344,-0.98809814,-0.004211426,4.71875,-1.21875,1.828125
1695653612291,0.13012695,-0.9841919,0.0036010742,6.921875,-0.578125,1.875
1695653612329,0.12963867,-0.98931885,-0.011291504,5.4375,0.1875,0.90625
1695653612366,0.13452148,-0.99420166,-0.035217285,-1.15625,-2.4375,0.65625
1695653612412,0.11767578,-0.9873657,-0.03375244,-5.140625,-2.390625,0.5625
1695653612441,0.13623047,-0.9717407,0.016052246,-2.890625,0.203125,0.921875
1695653612485,0.14086914,-0.9949341,-0.019104004,-1.84375,0.109375,0.3125
1695653612517,0.11767578,-1.0105591,0.0021362305,0.28125,-0.1875,0.21875
1695653612560,0.13989258,-0.9751587,0.010192871,1.5625,-0.953125,1.203125
1695653612607,0.13208008,-0.9710083,0.0060424805,1.25,-1.0,0.0625
1695653612638,0.1081543,-0.9968872,-0.0064086914,1.09375,0.359375,0.53125
1695653612683,0.11694336,-1.0056763,-0.0056762695,1.140625,0.421875,0.046875
