timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1665694021935,0.1328125,-2.0,0.49432373,-50.734375,6.421875,62.53125,Respeck,Descending stairs,13,s1925182,,Respeck_s1925182_Descending stairs_13-10-2022_21-47-32
1665694021981,-0.5827637,-1.7266235,0.93304443,4.59375,-7.4375,-16.65625,Respeck,Descending stairs,13,s1925182,,Respeck_s1925182_Descending stairs_13-10-2022_21-47-32
1665694022008,-0.46191406,-1.0203247,-0.35968018,17.984375,-63.5625,-9.65625,Respeck,Descending stairs,13,s1925182,,Respeck_s1925182_Descending stairs_13-10-2022_21-47-32
1665694022053,-0.2722168,-0.9002075,-0.29888916,-3.390625,-36.703125,-28.765625,Respeck,Descending stairs,13,s1925182,,Respeck_s1925182_Descending stairs_13-10-2022_21-47-32
1665694022131,-0.23754883,-0.8064574999999999,0.5639038000000001,-5.375,35.078125,11.078125,Respeck,Descending stairs,13,s1925182,,Respeck_s1925182_Descending stairs_13-10-2022_21-47-32
1665694022134,-0.38525390000000004,-0.86968994,0.30682373,6.15625,4.875,13.296875,Respeck,Descending stairs,13,s1925182,,Respeck_s1925182_Descending stairs_13-10-2022_21-47-32
1665694022205,-0.36083984,-0.6890259,0.20867919999999998,-23.0625,-14.390625,-19.75,Respeck,Descending stairs,13,s1925182,,Respeck_s1925182_Descending stairs_13-10-2022_21-47-32
1665694022208,-0.14990234,-0.29376220000000003,-0.09259033,-0.265625,19.5,-25.5625,Respeck,Descending stairs,13,s1925182,,Respeck_s1925182_Descending stairs_13-10-2022_21-47-32
1665694022279,0.0546875,-0.120910645,0.07879639,30.40625,48.125,-14.140625,Respeck,Descending stairs,13,s1925182,,Respeck_s1925182_Descending stairs_13-10-2022_21-47-32
1665694022296,-0.15991211,-0.35406494,0.2826538,29.140625,34.484375,-7.9375,Respeck,Descending stairs,13,s1925182,,Respeck_s1925182_Descending stairs_13-10-2022_21-47-32
1665694022324,-0.453125,-1.0418091,0.36444092,-17.875,1.484375,5.90625,Respeck,Descending stairs,13,s1925182,,Respeck_s1925182_Descending stairs_13-10-2022_21-47-32
1665694022368,-0.32128906,-1.4297485,-0.034973145,-19.140625,-8.765625,12.640625,Respeck,Descending stairs,13,s1925182,,Respeck_s1925182_Descending stairs_13-10-2022_21-47-32
