timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,subject_id,recording_id
1695303410745,-0.42358398,-0.2576294,0.9887085,-2.28125,-7.03125,-6.828125,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303410785,-0.48168945,-0.3147583,1.0304565,-1.4375,-2.953125,-7.15625,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303410825,-0.44262695,-0.24835205,1.0390015,4.671875,-3.25,0.984375,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303410865,-0.43896484,-0.21612549,0.86151123,-8.609375,-10.625,1.4375,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303410905,-0.46826172,-0.2300415,0.94525146,-0.0625,-3.5625,2.4375,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303410945,-0.45336914,-0.25982666,0.951355,-0.453125,-2.1875,1.890625,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303410985,-0.4506836,-0.25665283,0.95599365,-0.375,-4.03125,0.796875,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411025,-0.46972656,-0.24029541,0.83148193,-7.171875,2.15625,0.375,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411065,-0.45751953,-0.21343994,1.0480347,-6.0,7.0,7.078125,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411105,-0.3642578,-0.14996338,0.87127686,-8.546875,19.09375,0.078125,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411145,-0.546875,-0.3821411,1.1268921,-4.734375,-9.3125,-4.609375,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411185,-0.4855957,-0.20245361,0.99871826,4.21875,10.59375,-0.625,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411225,-0.3605957,-0.19342041,0.961853,1.640625,3.4375,0.609375,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411265,-0.51660156,-0.2571411,0.93426514,-2.03125,10.84375,1.5,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411305,-0.40429688,-0.26861572,1.012146,-11.203125,9.609375,-0.625,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411345,-0.5048828,-0.2859497,1.0585327,-4.203125,-8.1875,-3.765625,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411385,-0.3935547,-0.22271729,0.994812,5.1875,5.453125,-1.453125,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411425,-0.38134766,-0.21710205,0.8497925,-9.78125,-2.21875,4.359375,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411465,-0.27075195,-0.15435791,0.9762573,-8.140625,2.328125,1.890625,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411505,-0.45874023,-0.2822876,1.0429077,-4.078125,-0.734375,-1.28125,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
1695303411545,-0.42504883,-0.16827393,1.026062,9.75,2.421875,-0.671875,Respeck,Lying down back,s2016022,Respeck_s2016022_Lying_down_back_Laughing_unprocessed_21-09-2023_14-37-22
