timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,subject_id,recording_id
1695304629179,0.6657715,-0.29888916,0.7340698,-1.1875,-1.921875,-2.109375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629219,0.6513672,-0.3171997,0.73602295,-2.109375,-0.703125,-1.84375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629259,0.6467285,-0.2966919,0.7350464,2.25,3.25,-1.1875,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629299,0.66503906,-0.3147583,0.7350464,1.6875,1.90625,-1.703125,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629339,0.6652832,-0.32574463,0.7255249,0.59375,0.15625,-2.578125,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629379,0.6550293,-0.32037354,0.7313843,-2.0625,-1.515625,-2.59375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629419,0.6464844,-0.3015747,0.732605,-3.53125,-2.4375,-2.375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629459,0.6491699,-0.3255005,0.73431396,-2.65625,-1.15625,-1.671875,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629499,0.65527344,-0.3171997,0.7379761,-0.328125,0.515625,-1.421875,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629539,0.6582031,-0.32818604,0.7394409,-2.171875,-2.96875,-1.328125,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629579,0.626709,-0.31915283,0.74920654,-2.703125,-2.171875,-2.0,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629619,0.63500977,-0.34039307,0.7614136,-4.734375,-1.578125,-3.25,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629659,0.61499023,-0.32696533,0.7723999,-5.796875,-2.765625,-4.90625,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629699,0.6105957,-0.31988525,0.74798584,-7.40625,-2.0625,-5.09375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629739,0.6130371,-0.30743408,0.7523804,-5.046875,1.296875,-3.890625,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629779,0.6340332,-0.3069458,0.7518921,-3.078125,2.578125,-2.578125,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
1695304629819,0.63793945,-0.2901001,0.70428467,-4.046875,2.59375,0.84375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying_down_right_Singing_unprocessed_21-09-2023_14-57-45
