timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,subject_id,recording_id
1696173949822,0.64086914,0.2850952,0.50286865,8.90625,7.140625,-1.59375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173949862,0.87158203,0.28851318,0.41107178,19.640625,8.0625,-2.28125,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173949902,0.9729004,0.2609253,0.41375732,18.046875,-0.765625,-5.65625,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173949942,0.920166,0.24359131,0.369812,0.9375,-16.03125,-7.671875,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173949982,0.8562012,0.23822021,0.3973999,-1.9375,-15.390625,-4.875,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950022,0.88916016,0.2633667,0.4401245,-1.875,-14.890625,-5.75,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950062,0.9453125,0.26434326,0.46575928,-9.921875,-10.03125,-2.765625,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950102,0.8601074,0.24334717,0.4520874,-7.09375,-9.03125,-1.3125,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950142,0.88012695,0.28485107,0.43841553,-2.859375,0.578125,0.734375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950182,0.89208984,0.25897217,0.43475342,-0.53125,4.546875,1.5625,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950222,0.9094238,0.1798706,0.37615967,-6.734375,32.328125,9.09375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950262,0.9987793,0.46453857,0.41278076,0.203125,15.296875,3.671875,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950302,0.73583984,0.19696045,0.50213623,11.671875,8.53125,0.984375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950342,0.86279297,0.29632568,0.40130615,19.546875,3.03125,-2.53125,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950382,0.9482422,0.23040771,0.402771,6.9375,-9.375,-3.890625,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950422,0.86157227,0.21478271,0.42791748,-5.34375,-19.859375,-4.234375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950462,0.875,0.2880249,0.42962646,0.234375,-5.828125,-2.53125,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950502,0.91308594,0.24407959,0.47454834,-0.09375,-5.140625,-2.140625,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950542,0.9025879,0.2477417,0.44769287,-3.015625,-6.859375,-2.5,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950582,0.8339844,0.26239014,0.43719482,-0.546875,-4.53125,-0.84375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950622,0.91186523,0.27825928,0.44866943,2.625,5.296875,1.203125,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950662,0.8811035,0.27288818,0.4545288,4.015625,8.296875,1.765625,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950702,0.93969727,0.21087646,0.41033936,-0.640625,23.21875,6.859375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950742,0.91845703,0.29656982,0.4833374,-23.15625,-12.6875,6.5625,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950782,0.8215332,0.3451538,0.44989014,-4.984375,-0.140625,-2.6875,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950822,0.8198242,0.27801514,0.43670654,10.3125,6.5,-1.625,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950862,0.92749023,0.30340576,0.4406128,12.46875,-2.40625,-4.359375,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950902,0.8820801,0.22943115,0.4262085,-2.046875,-23.640625,-7.28125,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
1696173950942,0.8508301,0.25946045,0.44232178,-4.015625,-17.328125,-2.703125,Respeck,Lying down right,s2016022,Respeck_s2016022_Lying down right_Coughing_01-10-2023_16-26-31
