timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,subject_id,recording_id
1695305933068,0.16186523,0.066101074,-0.9158325,-0.765625,-0.21875,-0.40625,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933108,0.16333008,0.07196045,-0.9277954,-0.453125,0.21875,-0.296875,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933148,0.16308594,0.070007324,-0.923645,-0.328125,0.375,-0.28125,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933188,0.16210938,0.0680542,-0.92510986,-0.46875,0.34375,-0.328125,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933228,0.16357422,0.070251465,-0.93292236,-0.453125,0.59375,-0.34375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933268,0.16333008,0.07269287,-0.9224243,-0.53125,0.671875,-0.390625,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933308,0.15234375,0.07196045,-0.9302368,-0.296875,0.484375,-0.140625,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933348,0.16088867,0.074157715,-0.92974854,-0.265625,0.484375,-0.21875,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933388,0.15893555,0.07269287,-0.9234009,-0.171875,0.5,-0.109375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933428,0.15771484,0.07757568,-0.92633057,-0.34375,0.5625,-0.28125,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933468,0.15600586,0.074157715,-0.92803955,-0.6875,0.421875,-0.234375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933508,0.1538086,0.07537842,-0.9277954,-0.546875,0.203125,-0.28125,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933548,0.15649414,0.07489014,-0.92193604,-0.546875,0.40625,-0.140625,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933588,0.15893555,0.0758667,-0.92974854,-0.734375,0.53125,-0.296875,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933628,0.15722656,0.082214355,-0.93218994,-0.984375,0.21875,-0.3125,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933668,0.1574707,0.073913574,-0.92852783,-1.0625,0.328125,-0.328125,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933708,0.1616211,0.07196045,-0.9194946,-0.59375,-0.203125,-0.375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933748,0.15405273,0.07537842,-0.92388916,-0.765625,-0.28125,-0.265625,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
1695305933788,0.15283203,0.08050537,-0.9290161,-1.21875,-0.125,-0.234375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Hyperventilating_unprocessed_21-09-2023_15-19-24
