timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,subject_id,recording_id
1695300574336,0.0,-0.5527344,0.83691406,0.0625,0.125,-0.09375,-46.5,-17.1875,4.125,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574376,0.013671875,-0.5517578,0.8486328,0.125,-0.0625,-0.15625,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574416,0.001953125,-0.5488281,0.85839844,0.0625,0.3125,-0.3125,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574456,0.0048828125,-0.54296875,0.8515625,0.0,0.125,-0.09375,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574496,0.0,-0.5517578,0.8457031,0.0625,0.0,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574536,0.0146484375,-0.5546875,0.8359375,0.21875,0.0625,0.15625,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574576,-0.0029296875,-0.5439453,0.8535156,0.0625,0.0625,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574616,0.0009765625,-0.5517578,0.8466797,0.1875,0.25,0.03125,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574656,-0.0029296875,-0.54296875,0.84375,-0.75,-0.125,-0.21875,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574696,0.0029296875,-0.5410156,0.8515625,0.0,-0.125,-0.09375,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574736,0.0009765625,-0.546875,0.84277344,-0.3125,-0.125,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574776,-0.00390625,-0.54296875,0.8408203,0.0625,-0.125,0.03125,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574816,0.0087890625,-0.55566406,0.84472656,0.0,-0.125,-0.15625,-46.625,-15.25,4.3125,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574856,0.0048828125,-0.5371094,0.8359375,0.0,0.0,-0.15625,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574896,0.0078125,-0.54296875,0.8466797,0.1875,0.3125,-0.25,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574936,0.018554688,-0.5390625,0.8339844,-0.0625,-0.0625,-0.25,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300574976,0.0126953125,-0.5419922,0.8261719,-0.0625,-0.125,-0.09375,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300575016,0.0126953125,-0.55371094,0.8466797,-0.125,0.0,0.09375,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300575056,0.0078125,-0.5517578,0.8486328,-0.125,-0.125,0.03125,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300575096,-0.0029296875,-0.53515625,0.83496094,0.0,0.0,-0.15625,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300575136,0.009765625,-0.5488281,0.8486328,-0.125,-0.0625,-0.25,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300575176,0.0009765625,-0.5410156,0.83691406,-0.0625,0.0,-0.09375,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300575216,-0.0048828125,-0.55078125,0.8330078,0.0,-0.125,-0.15625,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300575256,0.0107421875,-0.54296875,0.84472656,0.0625,-0.125,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300575296,0.0029296875,-0.5498047,0.85058594,-0.0625,-0.0625,-0.09375,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300575336,-0.0078125,-0.55078125,0.8466797,0.125,0.1875,-0.21875,-46.1875,-17.0625,4.3125,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300575376,0.00390625,-0.55078125,0.8330078,-0.3125,-0.28125,0.03125,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300575416,0.0078125,-0.54003906,0.8496094,0.0,-0.125,-0.3125,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300575456,0.009765625,-0.55078125,0.84472656,-0.125,-0.0625,0.03125,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
1695300575496,0.0068359375,-0.54785156,0.8466797,0.0,-0.1875,-0.03125,0.0,0.0,0.0,Thingy,Lying down back,s2016022,Thingy_s2016022_Lying_down_back_Normal_unprocessed_21-09-2023_13-50-11
