timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,subject_id,recording_id
1696173200182,0.40625,-0.9595337,-6.1035156e-05,-10.796875,2.28125,4.171875,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200222,0.40844727,-1.1152954,-0.13067627,-16.515625,6.234375,1.359375,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200262,0.33666992,-0.73150635,0.07098389,-1.484375,24.546875,-4.96875,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200302,0.2932129,-0.9446411,0.18817139,6.703125,8.765625,-2.296875,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200342,0.2055664,-1.0332642,0.17156982,16.375,0.375,-1.25,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200382,0.3762207,-0.8826294,0.08709717,15.453125,2.25,-2.53125,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200422,0.29711914,-0.9717407,0.013366699,-0.453125,-2.578125,-2.75,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200462,0.3935547,-0.9089966,-0.045715332,2.140625,-0.078125,0.9375,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200502,0.36499023,-0.9402466,0.04486084,0.453125,-1.921875,2.25,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200542,0.34643555,-0.91973877,0.026062012,-1.40625,-2.890625,1.46875,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200582,0.35888672,-0.94244385,0.035095215,-2.53125,-2.3125,1.796875,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200622,0.36328125,-0.91412354,0.031677246,-3.046875,-1.5625,0.953125,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200662,0.35791016,-0.92437744,0.035583496,-1.546875,-0.21875,0.21875,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200702,0.36791992,-0.92852783,0.026306152,-2.890625,0.890625,0.15625,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200742,0.3540039,-0.928772,0.04534912,-0.28125,1.34375,-0.046875,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200782,0.3762207,-0.911438,0.022888184,-1.625,0.78125,0.578125,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
1696173200822,0.36865234,-0.9121704,0.055114746,-2.328125,5.53125,1.546875,Respeck,Standing,s2016022,Respeck_s2016022_Standing_Coughing_01-10-2023_16-14-02
