timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,subject_id,recording_id
1695300227510,-0.20019531,0.03125,0.9824219,-0.25,0.0,0.0625,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300227550,-0.203125,0.0234375,0.9892578,0.09375,0.0625,0.0,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300227590,-0.203125,0.025390625,0.9873047,-0.21875,0.1875,0.0625,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300227630,-0.20019531,0.03125,0.9980469,-0.21875,0.0,-0.1875,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300227670,-0.20605469,0.033203125,0.9873047,-0.09375,0.0,0.0,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300227710,-0.20605469,0.026367188,0.9873047,0.09375,0.0,-0.0625,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300227750,-0.20703125,0.025390625,0.98046875,0.15625,0.0,-0.0625,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300227790,-0.20410156,0.025390625,0.9902344,0.15625,-0.125,-0.125,-45.0,17.3125,9.25,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300227830,-0.20898438,0.038085938,0.9902344,0.03125,0.0625,0.0,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300227870,-0.203125,0.030273438,0.9824219,0.03125,0.0,-0.125,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300227910,-0.20800781,0.020507812,0.9951172,0.03125,0.125,-0.0625,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300227950,-0.20410156,0.033203125,0.9980469,0.34375,0.0,0.0,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300227990,-0.20800781,0.02734375,0.98339844,0.09375,0.0625,-0.1875,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300228030,-0.20019531,0.03125,0.99316406,0.09375,0.0625,-0.0625,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
1695300228070,-0.21582031,0.037109375,0.9814453,-0.09375,0.3125,0.0625,0.0,0.0,0.0,Thingy,Sitting,s2016022,Thingy_s2016022_Sitting_Normal_22-09-2023_14-54-01
