timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,subject_id,recording_id
1695300523096,-0.028320312,-0.96875,-0.26171875,-0.28125,-0.21875,0.0,0.0,0.0,0.0,Thingy,Lying down right,s2016022,Thingy_s2016022_Lying_down_right_Normal_unprocessed_21-09-2023_13-49-19
1695300523136,-0.021484375,-0.9667969,-0.27246094,-2.28125,-0.34375,-0.28125,0.0,0.0,0.0,Thingy,Lying down right,s2016022,Thingy_s2016022_Lying_down_right_Normal_unprocessed_21-09-2023_13-49-19
1695300523176,-0.02734375,-0.97265625,-0.28710938,-1.3125,-0.28125,0.1875,0.0,0.0,0.0,Thingy,Lying down right,s2016022,Thingy_s2016022_Lying_down_right_Normal_unprocessed_21-09-2023_13-49-19
1695300523216,-0.02734375,-0.95214844,-0.28320312,-0.03125,-0.03125,0.0625,0.0,0.0,0.0,Thingy,Lying down right,s2016022,Thingy_s2016022_Lying_down_right_Normal_unprocessed_21-09-2023_13-49-19
1695300523256,-0.020507812,-0.9589844,-0.27441406,-0.625,-0.34375,0.0625,0.0,0.0,0.0,Thingy,Lying down right,s2016022,Thingy_s2016022_Lying_down_right_Normal_unprocessed_21-09-2023_13-49-19
1695300523296,-0.022460938,-0.9638672,-0.27929688,1.1875,-0.15625,0.5625,-46.1875,-35.9375,-53.3125,Thingy,Lying down right,s2016022,Thingy_s2016022_Lying_down_right_Normal_unprocessed_21-09-2023_13-49-19
1695300523336,-0.025390625,-0.95703125,-0.2685547,0.875,-0.21875,0.4375,0.0,0.0,0.0,Thingy,Lying down right,s2016022,Thingy_s2016022_Lying_down_right_Normal_unprocessed_21-09-2023_13-49-19
1695300523376,-0.026367188,-0.95996094,-0.28222656,0.28125,-0.15625,-0.21875,0.0,0.0,0.0,Thingy,Lying down right,s2016022,Thingy_s2016022_Lying_down_right_Normal_unprocessed_21-09-2023_13-49-19
1695300523416,-0.018554688,-0.953125,-0.26757812,1.0,-0.21875,-0.53125,0.0,0.0,0.0,Thingy,Lying down right,s2016022,Thingy_s2016022_Lying_down_right_Normal_unprocessed_21-09-2023_13-49-19
1695300523456,-0.025390625,-0.96875,-0.26171875,0.46875,-0.09375,-0.21875,0.0,0.0,0.0,Thingy,Lying down right,s2016022,Thingy_s2016022_Lying_down_right_Normal_unprocessed_21-09-2023_13-49-19
