timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,subject_id,recording_id
1695391076339,0.04248047,-0.9224243,-0.2774048,0.984375,1.609375,0.625,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076379,0.02709961,-0.9458618,-0.2564087,0.640625,1.34375,-0.203125,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076419,0.037597656,-0.9326782,-0.270813,0.875,0.5625,0.15625,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076459,0.05102539,-0.9500122,-0.25616455,-0.265625,0.828125,0.203125,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076499,0.031982422,-0.9295044,-0.2522583,1.640625,1.515625,0.53125,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076539,0.028076172,-0.9553833,-0.26055908,0.296875,1.25,0.734375,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076579,0.055664062,-0.9331665,-0.25738525,1.890625,1.078125,0.578125,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076619,0.040527344,-0.9402466,-0.25909424,1.671875,1.59375,-0.046875,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076659,0.04248047,-0.93951416,-0.26080322,0.984375,1.390625,0.515625,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076699,0.061279297,-0.9397583,-0.26983643,1.890625,1.765625,-0.078125,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076739,0.030517578,-0.9365845,-0.237854,2.296875,2.125,0.484375,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076779,-0.010253906,-0.94415283,-0.2649536,-7.53125,15.0625,-12.3125,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076819,0.06616211,-0.83917236,-0.24786377,-3.859375,9.96875,-1.375,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076859,0.0024414062,-0.9758911,-0.16485596,4.046875,-3.8125,1.640625,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076899,-0.0078125,-0.9299927,-0.17022705,16.546875,4.234375,8.421875,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076939,-0.012451172,-0.92193604,-0.18292236,20.03125,-1.3125,9.640625,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391076979,0.0073242188,-0.9277954,-0.2559204,23.078125,0.140625,12.4375,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391077019,0.0061035156,-0.9155884,-0.2991333,16.625,5.03125,14.046875,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391077059,0.03515625,-0.8196411,-0.3135376,36.796875,-4.515625,23.578125,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391077099,0.119140625,-0.831604,-0.38238525,49.671875,-10.140625,27.65625,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391077139,0.09375,-0.75201416,-0.47540283,52.8125,-4.453125,28.03125,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391077179,0.20092773,-0.7781372,-0.49591064,55.796875,-9.296875,28.765625,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391077219,0.16479492,-0.9241333,-0.5899048,47.234375,-3.890625,35.765625,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
1695391077259,0.48583984,-0.7683716,-0.93707275,63.09375,-1.265625,30.984375,Respeck,Miscellaneous movements,s2016022,Respeck_s2016022_Miscellaneous_movements_Normal_unprocessed_22-09-2023_14-58-39
