timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,subject_id,recording_id
1695905328536,-1.5117188,-0.060546875,-0.03125,-12.15625,5.75,14.46875,0.0,0.0,0.0,Thingy,Ascending stairs,s2016022,Thingy_s2016022_Ascending stairs_Normal_28-09-2023_13-50-55
1695905328576,-1.2148438,0.11230469,0.11328125,-7.28125,6.59375,10.5625,0.0,0.0,0.0,Thingy,Ascending stairs,s2016022,Thingy_s2016022_Ascending stairs_Normal_28-09-2023_13-50-55
1695905328616,-1.1083984,0.013671875,0.3564453,25.4375,-71.59375,31.3125,0.0,0.0,0.0,Thingy,Ascending stairs,s2016022,Thingy_s2016022_Ascending stairs_Normal_28-09-2023_13-50-55
1695905328656,-1.3115234,0.34179688,0.54296875,34.96875,-167.65625,34.125,0.0,0.0,0.0,Thingy,Ascending stairs,s2016022,Thingy_s2016022_Ascending stairs_Normal_28-09-2023_13-50-55
1695905328696,-0.9199219,-0.16601562,0.41992188,-63.25,-168.75,-3.0,0.0,0.0,0.0,Thingy,Ascending stairs,s2016022,Thingy_s2016022_Ascending stairs_Normal_28-09-2023_13-50-55
1695905328736,-0.9863281,0.033203125,0.20703125,-49.5,-107.96875,-16.1875,0.0,0.0,0.0,Thingy,Ascending stairs,s2016022,Thingy_s2016022_Ascending stairs_Normal_28-09-2023_13-50-55
1695905328776,-1.3154297,0.2685547,0.22949219,64.4375,-90.5,-19.78125,0.0,0.0,0.0,Thingy,Ascending stairs,s2016022,Thingy_s2016022_Ascending stairs_Normal_28-09-2023_13-50-55
1695905328816,-0.671875,0.20703125,0.3232422,30.1875,-205.375,-50.3125,0.0,0.0,0.0,Thingy,Ascending stairs,s2016022,Thingy_s2016022_Ascending stairs_Normal_28-09-2023_13-50-55
1695905328856,-0.6855469,0.03515625,0.4345703,36.0,-150.3125,-37.40625,0.0,0.0,0.0,Thingy,Ascending stairs,s2016022,Thingy_s2016022_Ascending stairs_Normal_28-09-2023_13-50-55
1695905328896,-0.2890625,0.05078125,0.3564453,72.125,-145.75,-21.375,0.0,0.0,0.0,Thingy,Ascending stairs,s2016022,Thingy_s2016022_Ascending stairs_Normal_28-09-2023_13-50-55
