timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,subject_id,recording_id
1695303617579,0.06591797,0.08441162,-0.9326782,1.5625,-0.4375,-0.265625,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303617619,0.0690918,0.098083496,-0.956604,0.109375,-1.09375,-0.265625,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303617659,0.06616211,0.09100342,-0.9338989,-1.375,0.3125,-0.375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303617699,0.064941406,0.09197998,-0.97076416,4.46875,-8.75,-0.4375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303617739,0.07763672,0.086364746,-0.9273071,2.375,-2.265625,-0.578125,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303617779,0.079833984,0.09051514,-0.9302368,-0.015625,0.328125,-0.375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303617819,0.07495117,0.10003662,-0.94732666,3.1875,-4.625,-0.234375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303617859,0.099365234,0.10858154,-0.9524536,1.796875,-1.9375,-0.640625,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303617899,0.092041016,0.11444092,-0.9246216,-0.921875,0.375,-0.4375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303617939,0.08618164,0.113220215,-0.93048096,0.8125,-2.15625,-0.25,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303617979,0.09399414,0.105651855,-0.96588135,0.328125,-0.609375,-0.609375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303618019,0.095703125,0.11102295,-0.9216919,-0.40625,0.0,-0.375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303618059,0.08959961,0.1161499,-0.92755127,-2.4375,2.59375,-0.234375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303618099,0.08569336,0.11419678,-0.9439087,1.8125,-1.71875,-0.234375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303618139,0.09033203,0.10394287,-0.9414673,0.203125,-1.046875,-0.359375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303618179,0.087402344,0.10491943,-0.9192505,-0.828125,1.359375,-0.390625,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303618219,0.0871582,0.11859131,-0.9365845,1.046875,-1.859375,-0.265625,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303618259,0.111572266,0.124694824,-1.0049438,1.40625,-4.5625,-0.625,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303618299,0.10644531,0.12542725,-0.9187622,-0.203125,-0.40625,-0.546875,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303618339,0.09399414,0.12030029,-0.8977661,-1.6875,1.46875,-0.234375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303618379,0.11035156,0.1293335,-0.9612427,0.609375,-1.953125,-0.34375,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303618419,0.096191406,0.117126465,-0.9102173,0.921875,0.46875,-0.421875,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
1695303618459,0.10058594,0.12176514,-0.923645,-1.953125,1.171875,-0.390625,Respeck,Lying down on stomach,s2016022,Respeck_s2016022_Lying_down_on_stomach_Laughing_unprocessed_21-09-2023_14-40-50
