timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1695653946583,-0.047607422,-0.8718872,0.42401123,-6.5,-1.34375,-1.6875
1695653946659,-0.053222656,-0.85040283,0.49261475,-6.515625,0.171875,-1.171875
1695653946670,-0.07104492,-0.8948364,0.52337646,-6.046875,0.46875,-1.296875
1695653946728,-0.07910156,-0.8464966,0.4804077,-3.90625,-3.171875,-2.0625
1695653946738,-0.10888672,-0.8233032,0.51068115,1.328125,-2.34375,0.234375
1695653946806,-0.104003906,-0.87042236,0.45941162,2.578125,-1.546875,4.125
1695653946819,-0.06518555,-0.8621216,0.49969482,4.125,0.03125,3.171875
1695653946873,-0.020996094,-0.9048462,0.416687,-4.890625,-1.375,-0.859375
1695653946897,-0.050048828,-0.86383057,0.47991943,0.671875,-3.46875,-0.734375
1695653946952,-0.041748047,-0.8562622,0.44500732,-1.546875,-1.625,-0.71875
1695653946977,-0.025390625,-0.85162354,0.4569702,1.390625,3.734375,-0.34375
1695653947033,-0.049316406,-0.8831177,0.5023804,5.328125,6.921875,1.5625
1695653947054,-0.06713867,-0.87164307,0.49871826,5.484375,6.703125,2.359375
1695653947110,-0.042236328,-0.8855591,0.4850464,2.53125,5.875,0.21875
1695653947133,-0.03930664,-0.8821411,0.48187256,-0.109375,6.671875,-0.765625
1695653947189,-0.049560547,-0.8862915,0.5270386,-1.5,8.296875,-1.125
1695653947217,-0.06225586,-0.89801025,0.4647827,-3.953125,-1.03125,-1.609375
1695653947267,-0.03173828,-0.84747314,0.4899292,0.46875,-0.640625,-0.953125
1695653947290,-0.040771484,-0.8892212,0.46014404,0.9375,-2.5,0.53125
1695653947347,-0.034179688,-0.85406494,0.46966553,1.90625,-2.65625,0.015625
1695653947402,-0.046875,-0.87872314,0.4413452,5.703125,-3.875,2.296875
1695653947417,-0.025634766,-0.878479,0.41693115,4.328125,-3.078125,3.234375
1695653947470,-0.0073242188,-0.8543091,0.46722412,8.03125,6.390625,-0.140625
1695653947491,-0.030517578,-0.9011841,0.49798584,9.9375,10.90625,1.03125
1695653947537,-0.044189453,-0.86309814,0.42889404,19.4375,12.296875,4.921875
1695653947593,0.016601562,-0.92193604,0.39642334,13.390625,11.734375,6.5625
1695653947627,-0.001953125,-0.97076416,0.48895264,6.078125,11.8125,2.28125
1695653947661,-0.023925781,-0.90411377,0.3842163,-6.015625,-2.546875,-0.890625
1695653947723,0.03930664,-0.89630127,0.36932373,-2.71875,-3.28125,-1.09375
1695653947730,0.00024414062,-0.9216919,0.40863037,2.71875,-2.921875,0.671875
1695653947787,0.007080078,-0.9104614,0.38739014,1.90625,-3.390625,0.328125
1695653947808,0.014404297,-0.90289307,0.36541748,4.1875,-3.796875,1.875
1695653947875,0.024169922,-0.89678955,0.36273193,-1.734375,-7.015625,1.578125
1695653947903,0.02734375,-0.91070557,0.4196167,2.625,1.234375,-1.171875
1695653947932,0.0061035156,-0.9024048,0.42938232,-0.453125,7.0,-2.3125
1695653947970,-0.0041503906,-0.92388916,0.42425537,0.0,6.5625,-0.90625
1695653948021,0.0029296875,-0.9175415,0.4772339,-2.171875,4.109375,-0.71875
1695653948048,-0.021484375,-0.91973877,0.4628296,-2.734375,-1.75,-0.671875
1695653948123,0.014892578,-0.8960571,0.402771,-6.1875,-8.109375,-2.0
1695653948134,-0.0024414062,-0.9104614,0.39544678,0.453125,-5.484375,-1.171875
1695653948192,0.024414062,-0.85723877,0.42962646,3.4375,-3.46875,-0.296875
1695653948232,0.026367188,-0.9241333,0.35858154,5.515625,-3.5625,1.65625
1695653948255,0.019042969,-0.8921509,0.33514404,5.171875,-1.34375,1.8125
1695653948304,0.021240234,-0.92193604,0.36761475,2.96875,4.703125,1.1875
1695653948376,0.0024414062,-0.9170532,0.41864014,2.484375,9.40625,-0.734375
1695653948405,0.0009765625,-0.91412354,0.41937256,-0.9375,7.671875,-3.09375
1695653948416,0.010986328,-0.9121704,0.418396,-1.921875,4.890625,-1.9375
1695653948460,-0.0063476562,-0.93463135,0.5079956,-4.59375,5.9375,-0.5625
1695653948495,-0.020751953,-0.9019165,0.45819092,-3.734375,-4.046875,-1.875
1695653948561,0.009033203,-0.86676025,0.40911865,1.1875,-5.0,1.234375
1695653948572,0.0087890625,-0.91290283,0.38250732,5.015625,-2.03125,0.75
1695653948611,0.008300781,-0.895813,0.36297607,6.8125,-3.296875,1.5625
1695653948667,0.025390625,-0.90167236,0.33319092,6.71875,-0.28125,1.578125
1695653948684,0.028076172,-0.9302368,0.35906982,4.625,6.671875,0.265625
1695653948742,0.025146484,-0.9541626,0.37322998,0.53125,6.859375,-0.984375
1695653948765,0.019042969,-0.91851807,0.3986206,-2.96875,3.984375,-2.65625
1695653948819,0.018066406,-0.9126587,0.43304443,-2.921875,5.1875,-2.5625
1695653948844,0.0063476562,-0.9404907,0.4545288,-5.609375,3.21875,-0.90625
1695653948900,-0.016357422,-0.92681885,0.50164795,-5.703125,-5.390625,-1.40625
1695653948922,0.021240234,-0.8633423,0.3649292,-3.703125,-6.8125,-1.765625
1695653948976,-0.001953125,-0.8987427,0.40570068,4.421875,-2.890625,0.40625
1695653949000,-0.00048828125,-0.88360596,0.385437,6.34375,-3.1875,0.421875
1695653949033,0.0063476562,-0.89434814,0.35101318,11.984375,0.015625,3.0
1695653949102,0.030029297,-0.9151001,0.30194092,12.78125,6.296875,4.390625
1695653949119,0.028808594,-0.9846802,0.35443115,7.3125,7.03125,1.859375
1695653949159,0.015625,-0.9109497,0.38934326,-1.109375,4.90625,-1.34375
1695653949191,0.02368164,-0.9356079,0.37738037,-3.546875,1.671875,-1.890625
1695653949247,0.0234375,-0.9182739,0.40179443,-3.671875,5.03125,-1.9375
1695653949306,0.016845703,-0.9529419,0.45916748,-6.25,2.296875,-0.65625
1695653949321,0.008300781,-0.9356079,0.4413452,-6.5625,-7.765625,-2.578125
1695653949419,0.021240234,-0.88775635,0.3624878,-6.765625,-8.40625,-2.875
1695653949428,-0.0078125,-0.8584595,0.402771,4.265625,-3.71875,0.6875
1695653949441,0.018310547,-0.9307251,0.36834717,6.640625,-4.40625,-0.21875
1695653949485,0.013427734,-0.8699341,0.30999756,13.765625,1.234375,3.234375
1695653949520,0.047851562,-0.9168091,0.2987671,16.765625,10.84375,4.53125
1695653949552,0.024658203,-1.0161743,0.34173584,3.484375,8.828125,0.75
1695653949622,0.02319336,-0.9019165,0.37738037,-3.34375,6.328125,-2.328125
1695653949648,0.032470703,-0.95391846,0.35614014,-5.90625,2.484375,-2.203125
1695653949698,0.022705078,-0.9170532,0.3925171,-5.25,4.125,-2.375
1695653949710,-0.0029296875,-0.95318604,0.4923706,-4.90625,0.453125,-0.375
1695653949765,-0.0017089844,-0.96466064,0.38226318,-7.953125,-12.9375,-3.609375
1695653949792,0.020019531,-0.8401489,0.3612671,-2.90625,-7.890625,-0.671875
1695653949845,0.008300781,-0.91070557,0.3703003,9.875,-5.546875,2.046875
1695653949872,0.03149414,-0.894104,0.32659912,10.765625,-0.421875,1.9375
1695653949946,0.029785156,-0.90802,0.27508545,15.171875,7.421875,5.75
1695653949959,0.020263672,-0.99542236,0.33050537,9.328125,12.8125,1.578125
1695653950013,0.03100586,-0.92071533,0.33929443,-2.46875,5.203125,-2.515625
1695653950037,0.028808594,-0.9463501,0.34661865,-4.9375,2.28125,-2.390625
1695653950102,0.025146484,-0.9434204,0.37664795,-7.984375,2.125,-2.8125
1695653950134,0.018798828,-0.91851807,0.4274292,-5.59375,2.65625,-1.75
1695653950161,0.0061035156,-0.9517212,0.44647217,-0.515625,-3.484375,0.171875
1695653950186,0.021484375,-0.93170166,0.33929443,-5.9375,-7.859375,-3.15625
1695653950252,0.021972656,-0.8921509,0.33953857,0.84375,-6.1875,-0.671875
1695653950320,0.001953125,-0.87384033,0.38226318,11.765625,-3.0625,2.578125
1695653950328,0.036132812,-0.9290161,0.25872803,13.015625,-1.65625,3.53125
1695653950361,0.033935547,-0.95196533,0.26556396,9.109375,7.90625,1.953125
1695653950407,0.024902344,-0.9505005,0.33270264,4.515625,11.1875,-0.421875
