timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id,ind
1695310792842,-0.22070312,0.021484375,-0.15136719,41.34375,41.1875,-23.3125,0.0,0.0,0.0,Thingy,Running,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Running_Normal_21-09-2023_16-40-33,11
1695310792882,0.20410156,0.18847656,-0.17480469,16.25,71.6875,17.90625,0.0,0.0,0.0,Thingy,Running,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Running_Normal_21-09-2023_16-40-33,12
1695310792922,0.25097656,-0.40625,-0.032226562,-21.03125,84.40625,42.125,0.0,0.0,0.0,Thingy,Running,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Running_Normal_21-09-2023_16-40-33,13
1695310792962,0.19921875,-1.1269531,-0.046875,54.59375,31.78125,-19.9375,0.0,0.0,0.0,Thingy,Running,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Running_Normal_21-09-2023_16-40-33,14
1695310793002,-0.25097656,0.84277344,-0.13378906,-128.09375,37.40625,5.5,0.0,0.0,0.0,Thingy,Running,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Running_Normal_21-09-2023_16-40-33,15
1695310793042,-1.9882812,-0.32421875,-1.9277344,57.03125,257.25,-150.25,0.0,0.0,0.0,Thingy,Running,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Running_Normal_21-09-2023_16-40-33,16
1695310793082,-0.6513672,0.6044922,-0.1640625,-92.8125,80.96875,97.84375,0.0,0.0,0.0,Thingy,Running,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Running_Normal_21-09-2023_16-40-33,17
1695310793122,-1.9882812,-0.3515625,-0.9736328,-22.03125,70.84375,125.375,0.0,0.0,0.0,Thingy,Running,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Running_Normal_21-09-2023_16-40-33,18
1695310793162,-1.5039062,-1.2236328,-0.19238281,-94.59375,71.15625,131.65625,0.0,0.0,0.0,Thingy,Running,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Running_Normal_21-09-2023_16-40-33,19
1695310793202,-1.4091797,-0.11328125,-0.02734375,205.53125,110.6875,91.3125,0.0,0.0,0.0,Thingy,Running,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Running_Normal_21-09-2023_16-40-33,20
1695310793242,-1.3193359,0.16113281,0.2109375,48.78125,114.4375,78.5,0.0,0.0,0.0,Thingy,Running,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Running_Normal_21-09-2023_16-40-33,21
